Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Acetyl-CoA	Metabolite	cas:72-89-9	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
Acetoacetyl-CoA	Metabolite	cas:1420-36-6	""					wikidata:Q2639429	chebi:15345	inchikey:OJFDKHTZOUZBOS-CITAKDKDSA-N	pubchem.compound:92153	chemspider:83198	hmdb:HMDB0001484	kegg.compound:C00332	lipidmaps:LMFA07050030
3-Hydroxy-butyrate	Metabolite	pubchem.compound:441	""					wikidata:Q223092	chebi:20067	inchikey:WHBMMWSBFZVSSR-UHFFFAOYSA-N	pubchem.compound:441	chemspider:428			lipidmaps:LMFA01050005
Acetoacetate	Metabolite	pubchem.compound:6971017	""					wikidata:Q21559339	chebi:13705	inchikey:WDJHALXBUFZDSR-UHFFFAOYSA-M	pubchem.compound:6971017	chemspider:5341896	hmdb:HMDB0304256		
3-Hydroxy-3-methylglutaryl-CoA	Metabolite	cas:1553-55-5	""					wikidata:Q27108899;wikidata:Q307532	chebi:15467;chebi:11814	inchikey:CABVTRNMFUVUDM-SJBCKIPMSA-N;inchikey:CABVTRNMFUVUDM-VRHQGPGLSA-N	pubchem.compound:91506;pubchem.compound:445127	chemspider:392859;chemspider:82627	hmdb:HMDB0001375	kegg.compound:C00356	lipidmaps:LMFA07050116;lipidmaps:LMFA07050209
HMGCL	GeneProduct	ncbigene:456624	""	ensembl:ENSPTRG00000000339	ncbigene:456624		uniprot:A0A6D2WYU0;uniprot:H2PYB3;uniprot:A0A6D2WL71;uniprot:A0A2I3RNF9								
ACAT1	GeneProduct	ncbigene:451528	""	ensembl:ENSPTRG00000004247	ncbigene:451528		uniprot:H2Q4P9;uniprot:A0A6D2X1K0;uniprot:A0A2I3RWP3;uniprot:A0A6D2XLZ1;uniprot:A0A6D2WPM5;uniprot:A0A2I3RNB5								
HMGCS2	GeneProduct	ncbigene:457169	""	ensembl:ENSPTRG00000001179	ncbigene:457169		uniprot:H2RIA5;uniprot:A0A6D2YC48;uniprot:A0A2J8JUL8								
OXCT1	GeneProduct	ncbigene:737468	""	ensembl:ENSPTRG00000016829	ncbigene:737468		uniprot:A0A2I3T5J5;uniprot:A0A2I3TDY0;uniprot:H2QQT8								
BDH1	GeneProduct	ncbigene:460970	""	ensembl:ENSPTRG00000015794	ncbigene:460970		uniprot:A0A6D2XMT9;uniprot:H2R2H1;uniprot:A0A2J8JNA8								
