Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
PFPeA	Metabolite	wikidata:Q27156873	""					wikidata:Q27156873	chebi:83491	inchikey:CXZGQIAOTKWCDB-UHFFFAOYSA-N	pubchem.compound:75921	chemspider:68426	hmdb:HMDB0256331		
PFHpA	Metabolite	wikidata:Q27116513	""					wikidata:Q27116513	chebi:35547	inchikey:ZWBAMYVPMDSJGQ-UHFFFAOYSA-N	pubchem.compound:67818	chemspider:61135	hmdb:HMDB0256322		
PFOA	Metabolite	wikidata:Q418348	"perfluorooctanoic acid"					wikidata:Q418348	chebi:35549	inchikey:SNGREZUHAYWORS-UHFFFAOYSA-N	pubchem.compound:9554	chemspider:9180	hmdb:HMDB0059587		
PFNA	Metabolite	wikidata:Q7168161	""					wikidata:Q7168161	chebi:38397	inchikey:UZUFPBIDKMEQEQ-UHFFFAOYSA-N	pubchem.compound:67821	chemspider:61138			
PFDA	Metabolite	wikidata:Q27116511	""					wikidata:Q27116511	chebi:35546	inchikey:PCIUEQPBYFRTEM-UHFFFAOYSA-N	pubchem.compound:9555	chemspider:9181			
PFUnDA	Metabolite	wikidata:Q27156875	""					wikidata:Q27156875	chebi:83493	inchikey:SIDINRCMMRKXGQ-UHFFFAOYSA-N	pubchem.compound:77222	chemspider:69649			
PFHxS	Metabolite	wikidata:Q26833878	"perfluorohexanesulfonic acid"					wikidata:Q26833878	chebi:132448	inchikey:QZHDEAJFRJCDMF-UHFFFAOYSA-N	pubchem.compound:67734	chemspider:61053			
PFHpS	Metabolite	wikidata:Q72500529	""					wikidata:Q72500529		inchikey:OYGQVDSRYXATEL-UHFFFAOYSA-N	pubchem.compound:67820		hmdb:HMDB0256321		
PFOS	Metabolite	wikidata:Q902094	"perfluorooctanesulfonic acid"					wikidata:Q902094	chebi:39421	inchikey:YFSUTJLHUFNCNZ-UHFFFAOYSA-N	pubchem.compound:74483	chemspider:67068	hmdb:HMDB0059586	kegg.compound:C18142	
PFDoDA	Metabolite	wikidata:Q27162640	""					wikidata:Q27162640	chebi:90633	inchikey:CXGONMQFMIYUJR-UHFFFAOYSA-N	pubchem.compound:67545	chemspider:60867	hmdb:HMDB0256318		
PFBS	Metabolite	wikidata:Q410426	""					wikidata:Q410426	chebi:132446	inchikey:JGTNAGYHADQMCM-UHFFFAOYSA-N	pubchem.compound:67815	chemspider:61132	hmdb:HMDB0246220		
PFPeS	Metabolite	wikidata:Q81976952	""					wikidata:Q81976952		inchikey:ACEKLXZRZOWKRY-UHFFFAOYSA-N	pubchem.compound:75922				
8:2 FTS	Metabolite	wikidata:Q66828157	""					wikidata:Q66828157		inchikey:ALVYVCQIFHTIRD-UHFFFAOYSA-N	pubchem.compound:3016044	chemspider:2284056			
MeFOSAA	Metabolite	wikidata:Q27156889	""					wikidata:Q27156889	chebi:83506	inchikey:QNDHIRFIMVNHBN-UHFFFAOYSA-N	pubchem.compound:22286931	chemspider:11316301			
EtFOSAA	Metabolite	wikidata:Q27156890	""					wikidata:Q27156890	chebi:83507	inchikey:CKRXVVGETMYFIO-UHFFFAOYSA-N	pubchem.compound:18134	chemspider:17128			
9Cl-PF3ONS	Metabolite	wikidata:Q81982190	""					wikidata:Q81982190		inchikey:GGOUUEMCWBTDMT-UHFFFAOYSA-N	pubchem.compound:22568738				
