ID	Database	Citation
15988009	Pubmed	"Nrf1 and Nrf2 regulate rat glutamate-cysteine ligase catalytic subunit transcription indirectly via NF-kappaB and AP-1. Yang H, Magilnick N, Lee C, Kalmaz D, Ou X, Chan JY, et al. Mol Cell Biol. 2005 Jul;25(14):5933–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15988009"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15988009"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15988009"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18786560	Pubmed	"Plasma membrane glutathione transporters and their roles in cell physiology and pathophysiology. Ballatori N, Krance SM, Marchan R, Hammond CL. Mol Aspects Med. 2009;30(1–2):13–28.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18786560"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18786560"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18786560"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18818725	Pubmed	"A genomewide functional network for the laboratory mouse. Guan Y, Myers CL, Lu R, Lemischka IR, Bult CJ, Troyanskaya OG. PLoS Comput Biol. 2008 Sep 26;4(9):e1000165.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18818725"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18818725"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18818725"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20215646	Pubmed	"Stress-activated cap’n’collar transcription factors in aging and human disease. Sykiotis GP, Bohmann D. Sci Signal. 2010 Mar 9;3(112):re3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20215646"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20215646"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20215646"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21037289	Pubmed	"Regulatory T cells interfere with glutathione metabolism in dendritic cells and T cells. Yan Z, Garg SK, Banerjee R. J Biol Chem. 2010 Dec 31;285(53):41525–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21037289"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21037289"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21037289"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22500213	Pubmed	"Glutathione homeostasis and functions: potential targets for medical interventions. Lushchak VI. J Amino Acids. 2012;2012:736837.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22500213"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22500213"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22500213"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23770340	Pubmed	"Glutathione redox dynamics and expression of glutathione-related genes in the developing embryo. Timme-Laragy AR, Goldstone JV, Imhoff BR, Stegeman JJ, Hahn ME, Hansen JM. Free Radic Biol Med. 2013 Dec;65:89–101.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23770340"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23770340"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23770340"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24287781	Pubmed	"Modulation of oxidative stress as an anticancer strategy. Gorrini C, Harris IS, Mak TW. Nat Rev Drug Discov. 2013 Dec;12(12):931–47.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24287781"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24287781"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24287781"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24647116	Pubmed	"The Nrf2 regulatory network provides an interface between redox and intermediary metabolism. Hayes JD, Dinkova-Kostova AT. Trends Biochem Sci. 2014 Apr;39(4):199–218.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24647116"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24647116"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24647116"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27579494	Pubmed	"Nrf2-dysregulation correlates with reduced synthesis and low glutathione levels in experimental autoimmune encephalomyelitis. Morales Pantoja IE, Hu CL, Perrone-Bizzozero NI, Zheng J, Bizzozero OA. J Neurochem. 2016 Nov;139(4):640–50.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27579494"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27579494"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27579494"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
