Label	Type	ID	Database	
SHC2	GeneProduct	ENSBTAG00000016072	Ensembl
GSK3B	GeneProduct	ENSBTAG00000048057	Ensembl
NRG4	GeneProduct		
MDM2	GeneProduct	ENSBTAG00000010422	Ensembl
PIK3R5	GeneProduct	ENSBTAG00000005978	Ensembl
ERBB4	GeneProduct	ENSBTAG00000047490	Ensembl
AKT3	GeneProduct	ENSBTAG00000017788	Ensembl
PLCG1	GeneProduct	ENSBTAG00000017584	Ensembl
BTC	GeneProduct	ENSBTAG00000004237	Ensembl
MAPK8	GeneProduct	ENSBTAG00000007876	Ensembl
TP53	GeneProduct	ENSBTAG00000001069	Ensembl
ERBB3	GeneProduct	ENSBTAG00000010444	Ensembl
GGFBPP5	GeneProduct	ENSBTAG00000004150	Ensembl
EGFR	GeneProduct	ENSBTAG00000011628	Ensembl
ERBB2	GeneProduct	ENSBTAG00000021798	Ensembl
MYC	GeneProduct	ENSBTAG00000008409	Ensembl
ARAF	GeneProduct	ENSBTAG00000005039	Ensembl
BAD	GeneProduct	ENSBTAG00000012511	Ensembl
AREG	GeneProduct	ENSBTAG00000018134	Ensembl
GAB1	GeneProduct	ENSBTAG00000002813	Ensembl
ELK1	GeneProduct	ENSBTAG00000015817	Ensembl
TGFA	GeneProduct	ENSBTAG00000000783	Ensembl
SOS1	GeneProduct	ENSBTAG00000011643	Ensembl
Apoptosis pathway	Pathway	WP1018	WikiPathways
ERBB2	GeneProduct	ENSBTAG00000021798	Ensembl
SRC	GeneProduct	ENSBTAG00000008938	Ensembl
BCL2L11	GeneProduct	ENSBTAG00000024105	Ensembl
GRB2	GeneProduct	ENSBTAG00000004736	Ensembl
MAPK signaling pathway	Pathway	WP998	WikiPathways
NRG3	GeneProduct	ENSBTAG00000009587	Ensembl
bta-mir-21	Rna	ENSBTAG00000029897	Ensembl
EREG	GeneProduct	ENSBTAG00000010273	Ensembl
ERBB2	GeneProduct	ENSBTAG00000021798	Ensembl
GRB2	GeneProduct	ENSBTAG00000004736	Ensembl
MYC	GeneProduct	ENSBTAG00000008409	Ensembl
STAT5A	GeneProduct	ENSBTAG00000009496	Ensembl
CDKN1A	GeneProduct	ENSBTAG00000008353	Ensembl
MAP2K1	GeneProduct	ENSBTAG00000033983	Ensembl
JUN	GeneProduct	ENSBTAG00000004037	Ensembl
ERBB4	GeneProduct	ENSBTAG00000047490	Ensembl
HBEGF	GeneProduct	ENSBTAG00000021766	Ensembl
PIP3	Metabolite	HMDB0004249	HMDB
EGF	GeneProduct		
EIF4EBP1	GeneProduct	ENSBTAG00000027654	Ensembl
ERBB2	GeneProduct	ENSBTAG00000021798	Ensembl
bta-mir-21	Rna	ENSBTAG00000029897	Ensembl
EGFR	GeneProduct	ENSBTAG00000011628	Ensembl
CRK	GeneProduct	ENSBTAG00000005665	Ensembl
ERBB2	GeneProduct	ENSBTAG00000021798	Ensembl
ERBB4	GeneProduct	ENSBTAG00000047490	Ensembl
ERBB3	GeneProduct	ENSBTAG00000010444	Ensembl
mTor signaling pathway	Pathway	WP3256	WikiPathways
PRKCA	GeneProduct	ENSBTAG00000001061	Ensembl
RPS6KB1	GeneProduct	ENSBTAG00000016851	Ensembl
CDKN1B	GeneProduct	ENSBTAG00000018254	Ensembl
Cell cycle pathway	Pathway	WP1083	WikiPathways
CAMK2A	GeneProduct	ENSBTAG00000020087	Ensembl
PDK1	GeneProduct	ENSBTAG00000016836	Ensembl
MTOR	GeneProduct	ENSBTAG00000015325	Ensembl
HRAS	GeneProduct	ENSBTAG00000046644	Ensembl
STAT5A	GeneProduct	ENSBTAG00000009496	Ensembl
PIP2	Metabolite	CHEBI:18348	ChEBI
KRAS	GeneProduct		
CBLC	GeneProduct	ENSBTAG00000009494	Ensembl
CCND1	GeneProduct	ENSBTAG00000017514	Ensembl
PAK4	GeneProduct	ENSBTAG00000013958	Ensembl
NCK1	GeneProduct	ENSBTAG00000018427	Ensembl
MAP2K7	GeneProduct	ENSBTAG00000010639	Ensembl
EGFR	GeneProduct	ENSBTAG00000011628	Ensembl
MAPK1	GeneProduct	ENSBTAG00000010312	Ensembl
ERBB3	GeneProduct	ENSBTAG00000010444	Ensembl
PTK2	GeneProduct	ENSBTAG00000009578	Ensembl
Calcium signaling pathway	Pathway	WP1043	WikiPathways
ABL1	GeneProduct	ENSBTAG00000017976	Ensembl
NRG2	GeneProduct	ENSBTAG00000010689	Ensembl
FOXO1	GeneProduct	ENSBTAG00000044105	Ensembl
ELK1	GeneProduct	ENSBTAG00000015817	Ensembl
