Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
zgc:113016	GeneProduct	ncbigene:503772		ensembl:ENSDARG00000035552	ncbigene:503772		uniprot:A2BHL6			
LOC100004938	GeneProduct	ncbigene:100004938		ensembl:ENSDARG00000043664	ncbigene:100004938	hgnc.symbol:BDKRB2	uniprot:F1RAA0			
bdkrb1	GeneProduct	ncbigene:368199		ensembl:ENSDARG00000020744	ncbigene:368199		uniprot:A8E7T8			
nmbrl	GeneProduct	ncbigene:561834		ensembl:ENSDARG00000054152	ncbigene:561834		uniprot:A0A2R8QEE9;uniprot:A0A0A0MPI9			
LOC567289	GeneProduct	ncbigene:567289		ensembl:ENSDARG00000056620	ncbigene:567289		uniprot:E7F6G4			
LOC100005361	GeneProduct	ncbigene:100005361								
ccr7	GeneProduct	ncbigene:565958		ensembl:ENSDARG00000044561	ncbigene:565958		uniprot:F1QLM4			
cxcr3.1	GeneProduct	ncbigene:654692		ensembl:ENSDARG00000007358	ncbigene:654692		uniprot:F1Q6R0			
cxcr3.2	GeneProduct	ncbigene:791973		ensembl:ENSDARG00000041041	ncbigene:791973		uniprot:E9QJ73			
fshr	GeneProduct	ncbigene:195820		ensembl:ENSDARG00000071494	ncbigene:195820		uniprot:F1R4X9			
lhcgr	GeneProduct	ncbigene:402920		ensembl:ENSDARG00000026081	ncbigene:402920		uniprot:B8JME5			
LOC560609	GeneProduct	ncbigene:560609		ensembl:ENSDARG00000037195	ncbigene:560609		uniprot:F1Q981			
CH211-150O20.3	GeneProduct	ncbigene:567820		ensembl:ENSDARG00000005522	ncbigene:567820		uniprot:A0A2R8QGJ3;uniprot:F1QSA8			
LOC100001306	GeneProduct	ncbigene:100001306		ensembl:ENSDARG00000088736	ncbigene:100001306		uniprot:E7FGG0			
ednra	GeneProduct	ncbigene:114550		ensembl:ENSDARG00000011876	ncbigene:114550		uniprot:B3DLG5;uniprot:B8JIH1;uniprot:D0MQ51			
ednrb1	GeneProduct	ncbigene:30442		ensembl:ENSDARG00000089334	ncbigene:30442		uniprot:Q9DGM2			
LOC569038	GeneProduct	ncbigene:569038		ensembl:ENSDARG00000052089	ncbigene:569038	hgnc.symbol:CCKAR	uniprot:A0A2R8RX76;uniprot:E7F402;uniprot:A0A0G2L226			
c3ar1	GeneProduct	ncbigene:794255		ensembl:ENSDARG00000031749	ncbigene:794255	hgnc.symbol:C3AR1	uniprot:F1QRX5			
LOC797181	GeneProduct	ncbigene:797181								
LOC796724	GeneProduct	ncbigene:796724		ensembl:ENSDARG00000054975	ncbigene:796724		uniprot:F1Q8T9			
mc1r	GeneProduct	ncbigene:353151		ensembl:ENSDARG00000020237	ncbigene:353151		uniprot:Q7ZTA3			
mc3r	GeneProduct	ncbigene:353153		ensembl:ENSDARG00000021369	ncbigene:353153		uniprot:F1QQG9			
mc4r	GeneProduct	ncbigene:286833		ensembl:ENSDARG00000015515	ncbigene:286833		uniprot:B0V1P1			
mc5ra	GeneProduct	ncbigene:286834		ensembl:ENSDARG00000031348	ncbigene:286834		uniprot:A3KGQ1;uniprot:Q8JGW2			
npy1r	GeneProduct	ncbigene:793668		ensembl:ENSDARG00000037411	ncbigene:793668		uniprot:F1Q681			
NPY2R	GeneProduct	ncbigene:613241								
LOC100004831	GeneProduct	ncbigene:100004831								
OPRD1	GeneProduct	ncbigene:30509		ensembl:ENSDARG00000041660	ncbigene:30509		uniprot:A3QJX7			
oprk1	GeneProduct	ncbigene:360139		ensembl:ENSDARG00000006894	ncbigene:360139		uniprot:B3DGN0			
oprm1	GeneProduct	ncbigene:65088		ensembl:ENSDARG00000039434	ncbigene:65088		uniprot:B8JHS2			
oprl	GeneProduct	ncbigene:402851		ensembl:ENSDARG00000071209	ncbigene:402851		uniprot:A0A0R4IZH2;uniprot:Q7T3Q4			
CH211-1N9.11	GeneProduct	ncbigene:100002125		ensembl:ENSDARG00000074509	ncbigene:100002125		uniprot:F1QPL8			
LOC568254	GeneProduct	ncbigene:568254		ensembl:ENSDARG00000104922	ncbigene:568254		uniprot:A0A0R4IV97			
LOC566521	GeneProduct	ncbigene:566521								
LOC566989	GeneProduct	ncbigene:566989		ensembl:ENSDARG00000014477	ncbigene:566989		uniprot:A2BHH9			
LOC557645	GeneProduct	ncbigene:557645		ensembl:ENSDARG00000067925	ncbigene:557645		uniprot:A0A1D5NSQ4;uniprot:E7FCM2			
zgc:85682	GeneProduct	ncbigene:406588		ensembl:ENSDARG00000101655	ncbigene:406588		uniprot:A0A0R4ID69			
c5ar1	GeneProduct	ncbigene:100000959		ensembl:ENSDARG00000040319	ncbigene:100000959		uniprot:P0C7U5			
mc2r	GeneProduct	ncbigene:353152		ensembl:ENSDARG00000054949	ncbigene:353152		uniprot:F1Q9X5			
npy4r	GeneProduct	ncbigene:30717		ensembl:ENSDARG00000043341	ncbigene:30717		uniprot:B3DIJ2			
