Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
lin-31	GeneProduct	ensembl:WBGene00003017	""	ensembl:WBGene00003017	ncbigene:173740		uniprot:P34683								
sem-5	GeneProduct	ensembl:WBGene00004774	""	ensembl:WBGene00004774	ncbigene:181055		uniprot:P29355								
sur-6	GeneProduct	ensembl:WBGene00006352	""	ensembl:WBGene00006352	ncbigene:172826		uniprot:G5EDR3								
sur-2	GeneProduct	ensembl:WBGene00006349	""	ensembl:WBGene00006349	ncbigene:173345		uniprot:Q10669								
lip-1	GeneProduct	ensembl:WBGene00003043	""	ensembl:WBGene00003043	ncbigene:191704		uniprot:V6CIV8								
lin-25	GeneProduct	ensembl:WBGene00003011	""	ensembl:WBGene00003011	ncbigene:179732		uniprot:Q10573								
lin-39	GeneProduct	ensembl:WBGene00003024	""	ensembl:WBGene00003024	ncbigene:176068		uniprot:P34684								
mpk-1	GeneProduct	ensembl:WBGene00003401	""	ensembl:WBGene00003401	ncbigene:175545		uniprot:P39745								
lin-12	GeneProduct	ensembl:WBGene00003001	""	ensembl:WBGene00003001	ncbigene:176282		uniprot:P14585								
gap-1	GeneProduct	ensembl:WBGene00001515	""	ensembl:WBGene00001515	ncbigene:180530		uniprot:Q22720								
lin-45	GeneProduct	ensembl:WBGene00003030	""	ensembl:WBGene00003030	ncbigene:177436		uniprot:V6CKR7;uniprot:V6CJK3;uniprot:V6CM38;uniprot:V6CM34;uniprot:Q07292								
mek-2	GeneProduct	ensembl:WBGene00003186	""	ensembl:WBGene00003186	ncbigene:171872		uniprot:Q10664								
let-60	GeneProduct	ensembl:WBGene00002335	""	ensembl:WBGene00002335	ncbigene:178104		uniprot:P22981								
let-23	GeneProduct	ensembl:WBGene00002299	""	ensembl:WBGene00002299	ncbigene:174462		uniprot:A0A0K3AX35;uniprot:P24348;uniprot:B5BM27;uniprot:B5BM28								
lin-3	GeneProduct	ncbigene:178001	""	ensembl:WBGene00002992	ncbigene:178001		uniprot:A0A061AD43;uniprot:A0A061AEC4;uniprot:Q03345								
lin-1	GeneProduct	ensembl:WBGene00002990	""	ensembl:WBGene00002990	ncbigene:177016		uniprot:G5EDL0;uniprot:U4PLN0								
sos-1	GeneProduct	ensembl:WBGene00004947	""	ensembl:WBGene00004947	ncbigene:178846		uniprot:A0A486WXD9;uniprot:Q9N5D3								
ksr-1	GeneProduct	ensembl:WBGene00002239	""	ensembl:WBGene00002239	ncbigene:181082		uniprot:G5EFD2								
