ID	Database	Citation
10769033	Pubmed	"Suppression of Pyk2 kinase and cellular activities by FIP200. Ueda H, Abbi S, Zheng C, Guan JL. J Cell Biol. 2000 Apr 17;149(2):423–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10769033"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10769033"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10769033"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12221124	Pubmed	"Regulation of focal adhesion kinase by a novel protein inhibitor FIP200. Abbi S, Ueda H, Zheng C, Cooper LA, Zhao J, Christopher R, et al. Mol Biol Cell. 2002 Sep;13(9):3178–91.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12221124"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12221124"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12221124"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14533007	Pubmed	"RB1CC1 suppresses cell cycle progression through RB1 expression in human neoplastic cells. Kontani K, Chano T, Ozaki Y, Tezuka N, Sawai S, Fujino S, et al. Int J Mol Med. 2003 Nov;12(5):767–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14533007"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14533007"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14533007"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17015619	Pubmed	"Role of FIP200 in cardiac and liver development and its regulation of TNFalpha and TSC-mTOR signaling pathways. Gan B, Peng X, Nagy T, Alcaraz A, Gu H, Guan JL. J Cell Biol. 2006 Oct 9;175(1):121–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17015619"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17015619"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17015619"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21775823	Pubmed	"p53 inhibits autophagy by interacting with the human ortholog of yeast Atg17, RB1CC1/FIP200. Morselli E, Shen S, Ruckenstuhl C, Bauer MA, Mariño G, Galluzzi L, et al. Cell Cycle. 2011 Aug 15;10(16):2763–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21775823"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21775823"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21775823"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23043107	Pubmed	"ATG8 family proteins act as scaffolds for assembly of the ULK complex: sequence requirements for LC3-interacting region (LIR) motifs. Alemu EA, Lamark T, Torgersen KM, Birgisdottir AB, Larsen KB, Jain A, et al. J Biol Chem. 2012 Nov 16;287(47):39275–90.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23043107"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23043107"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23043107"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23262492	Pubmed	"Interaction between FIP200 and ATG16L1 distinguishes ULK1 complex-dependent and -independent autophagy. Gammoh N, Florey O, Overholtzer M, Jiang X. Nat Struct Mol Biol. 2013 Feb;20(2):144–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23262492"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23262492"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23262492"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23392225	Pubmed	"FIP200 regulates targeting of Atg16L1 to the isolation membrane. Nishimura T, Kaizuka T, Cadwell K, Sahani MH, Saitoh T, Akira S, et al. EMBO Rep. 2013 Mar 1;14(3):284–91.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23392225"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23392225"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23392225"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24954904	Pubmed	"WIPI2 links LC3 conjugation with PI3P, autophagosome formation, and pathogen clearance by recruiting Atg12-5-16L1. Dooley HC, Razi M, Polson HEJ, Girardin SE, Wilson MI, Tooze SA. Mol Cell. 2014 Jul 17;55(2):238–52.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24954904"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24954904"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24954904"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26151896	Pubmed	"Duplications in RB1CC1 are associated with schizophrenia; identification in large European sample sets. Degenhardt F, Priebe L, Meier S, Lennertz L, Streit F, Witt SH, et al. Transl Psychiatry. 2013 Nov 26;3(11):e326.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26151896"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26151896"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26151896"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
