Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
ATP	Metabolite	cas:1927-31-7						wikidata:Q201090	chebi:16284;chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N
PSMB10	GeneProduct	ncbigene:5699		ensembl:ENSG00000205220	ncbigene:5699	hgnc.symbol:PSMB10	uniprot:J3QQN1;uniprot:P40306			
UBC	GeneProduct	ncbigene:7316		ensembl:ENSG00000150991	ncbigene:7316	hgnc.symbol:UBC	uniprot:F5H747;uniprot:F5H2Z3;uniprot:F5GZ39;uniprot:F5H265;uniprot:F5GXK7;uniprot:F5H388;uniprot:Q96C32;uniprot:F5GYU3;uniprot:P0CG48;uniprot:F5H6Q2			
HIST1H2AB	GeneProduct	ncbigene:8335		ensembl:ENSG00000278463	ncbigene:8335	hgnc.symbol:H2AC4	uniprot:Q08AJ9;uniprot:P04908			
UCHL3	GeneProduct	ensembl:ENSG00000118939		ensembl:ENSG00000118939	ncbigene:7347	hgnc.symbol:UCHL3	uniprot:Q5TBK7;uniprot:P15374;uniprot:A0A140VJZ4;uniprot:A0A087WTB8			
PSMA2	GeneProduct	ncbigene:5683		ensembl:ENSG00000106588	ncbigene:5683	hgnc.symbol:PSMA2	uniprot:H3BT36;uniprot:H7C3A7;uniprot:P25787;uniprot:C9JCK5			
HLA-G	GeneProduct	ncbigene:3135		ensembl:ENSG00000204632	ncbigene:3135	hgnc.symbol:HLA-G	uniprot:Q5RJ85;uniprot:Q31611;uniprot:P17693;uniprot:Q29897;uniprot:Q6DU14			
PSME1	GeneProduct	ncbigene:5720		ensembl:ENSG00000092010	ncbigene:5720	hgnc.symbol:PSME1	uniprot:A0A0K0K1L8;uniprot:Q06323;uniprot:H0YKK6;uniprot:H0YLU2			
PSMB1	GeneProduct	ncbigene:5689		ensembl:ENSG00000008018	ncbigene:5689	hgnc.symbol:PSMB1	uniprot:A0A140VK45;uniprot:P20618			
PSMA5	GeneProduct	ncbigene:5686		ensembl:ENSG00000143106	ncbigene:5686	hgnc.symbol:PSMA5	uniprot:A0A109NGN6;uniprot:P28066			
HLA-E	GeneProduct	ncbigene:3133		ensembl:ENSG00000204592	ncbigene:3133	hgnc.symbol:HLA-E	uniprot:P13747;uniprot:A0A4E9D3W4			
PSMD12	GeneProduct	ncbigene:5718		ensembl:ENSG00000197170	ncbigene:5718	hgnc.symbol:PSMD12	uniprot:J3KTJ5;uniprot:A0A0S2Z489;uniprot:J3KSK1;uniprot:O00232			
PSMD9	GeneProduct	ncbigene:5715		ensembl:ENSG00000110801	ncbigene:5715	hgnc.symbol:PSMD9	uniprot:F5GX23;uniprot:F5H7X1;uniprot:F5H169;uniprot:J3KN29;uniprot:F5H5V4;uniprot:O00233			
PSMC5	GeneProduct	ncbigene:5705	PRS6 HUMAN	ensembl:ENSG00000087191	ncbigene:5705	hgnc.symbol:PSMC5	uniprot:J3KTQ9;uniprot:J3QQM1;uniprot:J3QRR3;uniprot:P62195;uniprot:J3KRP2;uniprot:J3QSE0;uniprot:A0A140VJS3;uniprot:J3QSA9;uniprot:J3QRW1;uniprot:J3QLH6			
UBE2B	GeneProduct	ncbigene:7320		ensembl:ENSG00000119048	ncbigene:7320	hgnc.symbol:UBE2B	uniprot:P63146;uniprot:H0YA80;uniprot:H0Y9V2;uniprot:D6RDW8			
PSMB8	GeneProduct	ncbigene:5696		ensembl:ENSG00000204264	ncbigene:5696	hgnc.symbol:PSMB8	uniprot:X5CMJ9;uniprot:P28062;uniprot:Q5JNW7			
PSMD7	GeneProduct	ncbigene:5713		ensembl:ENSG00000103035	ncbigene:5713	hgnc.symbol:PSMD7	uniprot:P51665;uniprot:H3BNT7;uniprot:H3BQV2;uniprot:H3BTM8			
PSMB4	GeneProduct	ncbigene:5692		ensembl:ENSG00000159377	ncbigene:5692	hgnc.symbol:PSMB4	uniprot:A0A140VK46;uniprot:P28070			
UBE2D3	GeneProduct	ncbigene:7323		ensembl:ENSG00000109332	ncbigene:7323	hgnc.symbol:UBE2D3	uniprot:D6R9F6;uniprot:D6RAH7;uniprot:D6RGD0;uniprot:H9KV45;uniprot:D6R980;uniprot:D6RJB3;uniprot:D6RAW0;uniprot:P61077;uniprot:A0A024RDH2;uniprot:D6R933;uniprot:A0A087WY85;uniprot:D6RIZ3;uniprot:D6RA11			
PSMD11	GeneProduct	ncbigene:5717		ensembl:ENSG00000108671	ncbigene:5717	hgnc.symbol:PSMD11	uniprot:J3QS13;uniprot:J3KSW3;uniprot:J3QRY4;uniprot:O00231			
UBE1	GeneProduct	ncbigene:7317		ensembl:ENSG00000130985	ncbigene:7317	hgnc.symbol:UBA1	uniprot:Q5JRS1;uniprot:Q5JRS0;uniprot:Q5JRS3;uniprot:Q5JRS2;uniprot:Q5JRR6;uniprot:A0A024R1A3;uniprot:P22314;uniprot:Q5JRR9			
RPN1	GeneProduct	ncbigene:6184		ensembl:ENSG00000163902	ncbigene:6184	hgnc.symbol:RPN1	uniprot:P04843;uniprot:B7Z4L4;uniprot:F8WF32			
PSMC3	GeneProduct	ncbigene:5702		ensembl:ENSG00000165916	ncbigene:5702	hgnc.symbol:PSMC3	uniprot:E9PLG2;uniprot:E9PMW0;uniprot:E9PKD5;uniprot:E9PN50;uniprot:E9PM69;uniprot:P17980;uniprot:E9PS45;uniprot:R4GNH3;uniprot:E9PMD8;uniprot:A0A140VK42			
H2AFZ	GeneProduct	ncbigene:3015		ensembl:ENSG00000164032	ncbigene:3015	hgnc.symbol:H2AZ1	uniprot:P0C0S5;uniprot:A0A494C189			
PSMB2	GeneProduct	ncbigene:5690		ensembl:ENSG00000126067	ncbigene:5690	hgnc.symbol:PSMB2	uniprot:A0A140VJS6;uniprot:A0A087WVV1;uniprot:P49721			
HLA-H	GeneProduct	ncbigene:3136								
PSMB9	GeneProduct	ncbigene:5698		ensembl:ENSG00000240065	ncbigene:5698	hgnc.symbol:PSMB9	uniprot:A0A1U9X8D7;uniprot:P28065;uniprot:A2ACR1;uniprot:A2ACR0			
IFNG	GeneProduct	ncbigene:3458		ensembl:ENSG00000111537	ncbigene:3458	hgnc.symbol:IFNG	uniprot:P01579			
PSMA3	GeneProduct	ncbigene:5684		ensembl:ENSG00000100567	ncbigene:5684	hgnc.symbol:PSMA3	uniprot:G3V5N4;uniprot:P25788;uniprot:G3V3W4;uniprot:H0YJ03;uniprot:G3V4X5;uniprot:A0A140VK43			
UCHL1	GeneProduct	ensembl:ENSG00000154277		ensembl:ENSG00000154277	ncbigene:7345	hgnc.symbol:UCHL1	uniprot:D6R956;uniprot:D6RE83;uniprot:D6RJD9;uniprot:P09936;uniprot:V9HW74;uniprot:D6RF53;uniprot:D6R974			
HLA-A	GeneProduct	ncbigene:3105		ensembl:ENSG00000206503	ncbigene:3105	hgnc.symbol:HLA-A	uniprot:Q5SRN5;uniprot:P04439;uniprot:Q5SRN7;uniprot:A0A1W2PS24;uniprot:B1PKY1			
PSMD10	GeneProduct	ncbigene:5716		ensembl:ENSG00000101843	ncbigene:5716	hgnc.symbol:PSMD10	uniprot:B1AJY5;uniprot:B1AJY7;uniprot:B1AJY6;uniprot:O75832			
HLA-J	GeneProduct	ncbigene:3137								
HLA-F	GeneProduct	ncbigene:3134		ensembl:ENSG00000204642	ncbigene:3134	hgnc.symbol:HLA-F	uniprot:A0A0D9SFW8;uniprot:H0Y4J4;uniprot:A0A0D9SF55;uniprot:P30511;uniprot:Q5JZ48;uniprot:Q5JZ47			
PSMD3	GeneProduct	ncbigene:5709		ensembl:ENSG00000108344	ncbigene:5709	hgnc.symbol:PSMD3	uniprot:F5H8K4;uniprot:O43242;uniprot:H0YGV8			
PSMD13	GeneProduct	ncbigene:5719		ensembl:ENSG00000185627	ncbigene:5719	hgnc.symbol:PSMD13	uniprot:H0YD73;uniprot:J3KNQ3;uniprot:E9PQG3;uniprot:E9PPD2;uniprot:F8W8J6;uniprot:E9PL38;uniprot:Q9UNM6			
UBE2D2	GeneProduct	ncbigene:7322		ensembl:ENSG00000131508	ncbigene:7322	hgnc.symbol:UBE2D2	uniprot:D6RFM0;uniprot:A0A0A0MQU3;uniprot:P62837			
RPN2	GeneProduct	ncbigene:6185		ensembl:ENSG00000118705	ncbigene:6185	hgnc.symbol:RPN2	uniprot:P04844;uniprot:H0Y5M1;uniprot:Q5JYR3;uniprot:Q5JYR4;uniprot:F2Z3K5;uniprot:Q5JYR7			
H2AFX	GeneProduct	ncbigene:3014		ensembl:ENSG00000188486	ncbigene:3014	hgnc.symbol:H2AX	uniprot:P16104			
PSMD6	GeneProduct	ncbigene:9861		ensembl:ENSG00000163636	ncbigene:9861	hgnc.symbol:PSMD6	uniprot:C9J0E9;uniprot:Q15008;uniprot:H7C531;uniprot:C9J7B7			
PSMA7	GeneProduct	ncbigene:5688		ensembl:ENSG00000101182	ncbigene:5688	hgnc.symbol:PSMA7	uniprot:O14818;uniprot:A0A0K0K1K4;uniprot:H0Y586			
PSMA1	GeneProduct	ncbigene:5682		ensembl:ENSG00000129084	ncbigene:5682	hgnc.symbol:PSMA1	uniprot:P25786;uniprot:F5H112;uniprot:F5GX11			
UBE1L	GeneProduct	ncbigene:7318		ensembl:ENSG00000182179	ncbigene:7318	hgnc.symbol:UBA7	uniprot:P41226			
PSMB6	GeneProduct	ncbigene:5694	U13393	ensembl:ENSG00000142507	ncbigene:5694	hgnc.symbol:PSMB6	uniprot:A0A087X2I4;uniprot:P28072;uniprot:Q6IAT9;uniprot:I3L3X7			
PSMA6	GeneProduct	ncbigene:5687		ensembl:ENSG00000100902	ncbigene:5687	hgnc.symbol:PSMA6	uniprot:G3V3I1;uniprot:G3V295;uniprot:H0YJC4;uniprot:G3V3U4;uniprot:G3V5Z7;uniprot:P60900;uniprot:G3V2S7;uniprot:G3V4S5;uniprot:A0A140VK44			
PSMB5	GeneProduct	ncbigene:5693		ensembl:ENSG00000100804	ncbigene:5693	hgnc.symbol:PSMB5	uniprot:A0A140VJS7;uniprot:G3V3K3;uniprot:G8JLC2;uniprot:P28074;uniprot:H0YJM8			
PSME3	GeneProduct	ncbigene:10197		ensembl:ENSG00000131467	ncbigene:10197	hgnc.symbol:PSME3	uniprot:K7ESG5;uniprot:P61289;uniprot:B7Z8D3;uniprot:K7EPX6;uniprot:V9HWJ8;uniprot:K7EJF8;uniprot:K7EKR3;uniprot:K7ENH2;uniprot:K7EMD0;uniprot:A0A024R203;uniprot:K9J957;uniprot:B3KQ25			
PSMC1	GeneProduct	ncbigene:5700		ensembl:ENSG00000100764	ncbigene:5700	hgnc.symbol:PSMC1	uniprot:G3V4X1;uniprot:Q53XL8;uniprot:P62191			
PSMD5	GeneProduct	ncbigene:5711		ensembl:ENSG00000095261	ncbigene:5711	hgnc.symbol:PSMD5	uniprot:Q16401;uniprot:F2Z3J2;uniprot:Q4VXH0			
UBE2D1	GeneProduct	ncbigene:7321		ensembl:ENSG00000072401	ncbigene:7321	hgnc.symbol:UBE2D1	uniprot:P51668;uniprot:A0A024QZJ2;uniprot:A0A087WW00			
NEDD4	GeneProduct	ncbigene:4734		ensembl:ENSG00000069869	ncbigene:4734	hgnc.symbol:NEDD4	uniprot:H0Y9L1;uniprot:H0Y8X6;uniprot:P46934;uniprot:A0A3B3IUC1;uniprot:H0YA37;uniprot:H0Y8H4			
PSMC6	GeneProduct	ncbigene:5706		ensembl:ENSG00000100519	ncbigene:5706	hgnc.symbol:PSMC6	uniprot:H0YJS8;uniprot:H0YJE9;uniprot:P62333;uniprot:H0YJC0;uniprot:H0YJT1;uniprot:H0YJY8;uniprot:H0YJD2;uniprot:A0A087X2I1;uniprot:H0YJW2;uniprot:H0YJX2			
PSMC4	GeneProduct	ncbigene:5704	PRS6 HUMAN	ensembl:ENSG00000013275	ncbigene:5704	hgnc.symbol:PSMC4	uniprot:A8K2M0;uniprot:P43686			
PSMD4	GeneProduct	ncbigene:5710		ensembl:ENSG00000159352	ncbigene:5710	hgnc.symbol:PSMD4	uniprot:H0Y561;uniprot:P55036;uniprot:A6PVX3;uniprot:H7C2J9;uniprot:Q5VWC4;uniprot:H0Y3Y9			
UBB	GeneProduct	ensembl:ENSG00000170315		ensembl:ENSG00000170315	ncbigene:7314	hgnc.symbol:UBB	uniprot:J3QSA3;uniprot:Q5U5U6;uniprot:J3QKN0;uniprot:B4DV12;uniprot:P0CG47;uniprot:J3QS39			
HLA-C	GeneProduct	ncbigene:3107		ensembl:ENSG00000204525	ncbigene:3107	hgnc.symbol:HLA-C	uniprot:F8W9Z8;uniprot:Q6R739;uniprot:A2AEA2;uniprot:A0A140T9E1;uniprot:P10321			
PSMA4	GeneProduct	ncbigene:5685		ensembl:ENSG00000041357	ncbigene:5685	hgnc.symbol:PSMA4	uniprot:H0YKT8;uniprot:H0YL69;uniprot:H0YLS6;uniprot:H0YLC2;uniprot:P25789;uniprot:H0YMI6;uniprot:H0YMV3;uniprot:H0YMA1;uniprot:H0YKS0;uniprot:H0YN18;uniprot:H0YMZ1			
PSME2	GeneProduct	ncbigene:5721		ensembl:ENSG00000100911	ncbigene:5721	hgnc.symbol:PSME2	uniprot:H0YLD2;uniprot:Q9UL46;uniprot:H0YLG1;uniprot:H0YM70;uniprot:Q86SZ7;uniprot:H0YKU2;uniprot:A0A087X1Z3			
PSMB7	GeneProduct	ncbigene:5695		ensembl:ENSG00000136930	ncbigene:5695	hgnc.symbol:PSMB7	uniprot:Q5TBG5;uniprot:E9KL30;uniprot:Q99436			
PSMD1	GeneProduct	ncbigene:5707		ensembl:ENSG00000173692	ncbigene:5707	hgnc.symbol:PSMD1	uniprot:Q99460;uniprot:A0A7I2V4A5;uniprot:A0A7I2YQY1;uniprot:A0A7I2V5C8;uniprot:F8WCE3;uniprot:A0A7I2V491;uniprot:A0A7I2V4X0;uniprot:A0A7I2V262;uniprot:A0A7I2V641;uniprot:A0A7I2V479;uniprot:A0A7I2V523;uniprot:C9J9M4;uniprot:H7BZR6;uniprot:A0A087WW66;uniprot:A0A7I2V2K8;uniprot:A0A7I2YQI9			
PSMC2	GeneProduct	ncbigene:5701		ensembl:ENSG00000161057	ncbigene:5701	hgnc.symbol:PSMC2	uniprot:C9JLS9;uniprot:A0A140VK70;uniprot:P35998;uniprot:A0A7I2YQ68;uniprot:C9JX88			
HLA-B	GeneProduct	ncbigene:3106		ensembl:ENSG00000234745	ncbigene:3106	hgnc.symbol:HLA-B	uniprot:A0A1W2PP29;uniprot:P01889;uniprot:E5FQ95;uniprot:F6U0H7			
PSMB3	GeneProduct	ncbigene:5691		ensembl:ENSG00000277791	ncbigene:5691	hgnc.symbol:PSMB3	uniprot:P49720;uniprot:A0A087WUL2;uniprot:A0A087WXQ8;uniprot:A0A384NL22;uniprot:A0A087WY10			
PSMD2	GeneProduct	ncbigene:5708		ensembl:ENSG00000175166	ncbigene:5708	hgnc.symbol:PSMD2	uniprot:H7C1H2;uniprot:F8WBS8;uniprot:C9JPC0;uniprot:H7C2Q3;uniprot:Q13200			
PSMD8	GeneProduct	ncbigene:5714		ensembl:ENSG00000099341	ncbigene:5714	hgnc.symbol:PSMD8	uniprot:K7ERW6;uniprot:V9HW09;uniprot:K7EJR3;uniprot:R4GMR5;uniprot:K7EK21;uniprot:K7ENY6;uniprot:K7EJC1;uniprot:P48556			
PSMC5	GeneProduct	ncbigene:5705		ensembl:ENSG00000087191	ncbigene:5705	hgnc.symbol:PSMC5	uniprot:J3KTQ9;uniprot:J3QQM1;uniprot:J3QRR3;uniprot:P62195;uniprot:J3KRP2;uniprot:J3QSE0;uniprot:A0A140VJS3;uniprot:J3QSA9;uniprot:J3QRW1;uniprot:J3QLH6			
Ubiquitin	Protein	uniprot:P0CG48		ensembl:ENSG00000150991	ncbigene:7316	hgnc.symbol:UBC	uniprot:F5H747;uniprot:F5H2Z3;uniprot:F5GZ39;uniprot:F5H265;uniprot:F5GXK7;uniprot:F5H388;uniprot:Q96C32;uniprot:F5GYU3;uniprot:P0CG48;uniprot:F5H6Q2			
