Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
cis,cis-3,6-Dodecadienoyl-CoA	Metabolite	chemspider:4293043	""					wikidata:Q42403278		inchikey:KEPSPLQXVPROMK-UHFFFAOYSA-N	pubchem.compound:5118247	chemspider:4293043			
Linoleoyl-CoA	Metabolite	chebi:15530	""					wikidata:Q27098082	chebi:15530	inchikey:YECLLIMZHNYFCK-RRNJGNTNSA-N	pubchem.compound:5497112	chemspider:4593690	hmdb:HMDB0001064	kegg.compound:C02050	lipidmaps:LMFA07050343
2-trans-4-cis-decadienoyl-CoA	Metabolite	chemspider:570869	""					wikidata:Q42403288		inchikey:FASAKYLWSRDQOH-UHFFFAOYSA-N	pubchem.compound:656482	chemspider:570869	hmdb:HMDB0300900		
4-cis-decenoyl-CoA	Metabolite	hmdb:HMDB0002145	""							inchikey:QTOYQSMKQWCWOX-CCVVLBLYSA-N	pubchem.compound:6443609	chemspider:4947585	hmdb:HMDB0002145		
trans-dec-2-enoyl-CoA	Metabolite	chebi:10723	""					wikidata:Q27108673	chebi:10723	inchikey:MGNBGCRQQFMNBM-YJHHLLFWSA-N;inchikey:MGNBGCRQQFMNBM-VHTAIFHGSA-N	pubchem.compound:24883423;pubchem.compound:5280768	chemspider:4444334;chemspider:21864765	hmdb:HMDB0003948	kegg.compound:C05275	lipidmaps:LMFA07050391
Acetyl-CoA	Metabolite	chebi:15351	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
3-trans-decenoyl-CoA	Metabolite	chebi:29126	""					wikidata:Q27109955	chebi:29126	inchikey:CQGVNMQHZQJNII-ZJZQAHHTSA-N	pubchem.compound:16019966	chemspider:13148715	hmdb:HMDB0002137		lipidmaps:LMFA07050386
trans,cis-Lauro-2,6-dienoyl-CoA	Metabolite	chebi:28387	""					wikidata:Q27103668	chebi:28387	inchikey:BNPQDIKRZDRREL-GQUYLXGASA-N	pubchem.compound:11966194	chemspider:10140187	hmdb:HMDB0062630;hmdb:HMDB0011123	kegg.compound:C05279	lipidmaps:LMFA07050111
Acadl	GeneProduct	ncbigene:25287	""												
Hadha	GeneProduct	ncbigene:170670	""	ensembl:ENSRNOG00000024629	ncbigene:170670		uniprot:A0A8I6A8P4;uniprot:Q64428								
Acadm	GeneProduct	ncbigene:24158	""	ensembl:ENSRNOG00000009845	ncbigene:24158		uniprot:A0A8I5ZQ05;uniprot:G3V796;uniprot:A0A8I5Y8D9								
Dci	GeneProduct	ncbigene:29740	""	ensembl:ENSRNOG00000008843	ncbigene:29740		uniprot:A0A0G2K2R2;uniprot:F7FE51;uniprot:Q68G41								
Hadhb	GeneProduct	ncbigene:171155	""	ensembl:ENSRNOG00000010800	ncbigene:171155		uniprot:A0A0G2K330;uniprot:Q60587;uniprot:A0A8I6AP13								
Decr1	GeneProduct	ncbigene:117543	""	ensembl:ENSRNOG00000008236	ncbigene:117543		uniprot:A0A8I6AXK8;uniprot:G3V734;uniprot:A0A8I6GDV3								
