Label	Type	ID	Database	Comment
ADP	Metabolite			
AgaP_AGAP000978	GeneProduct	1270475	ncbigene:1270475	
AgaP_AGAP001290	GeneProduct	1281887	ncbigene:1281887	
AgaP_AGAP008910	GeneProduct	1279877	ncbigene:1279877	
AgaP_AGAP003093	GeneProduct	1273769	ncbigene:1273769	
UTP	Metabolite			
AgaP_AGAP001421	GeneProduct	1281755	ncbigene:1281755	
AgaP_AGAP010220	GeneProduct	1279643	ncbigene:1279643	
dGTP	Metabolite			
AgaP_AGAP011246	GeneProduct	1270681	ncbigene:1270681	
AgaP_AGAP004408	GeneProduct	1274553	ncbigene:1274553	
AgaP_AGAP011961	GeneProduct	1280711	ncbigene:1280711	
CDC7	GeneProduct			
GMNN	GeneProduct			
AgaP_AGAP001971	GeneProduct	3290537	ncbigene:3290537	
POLD4	GeneProduct			
AgaP_AGAP010219	GeneProduct	1279642	ncbigene:1279642	
AgaP_AGAP005321	GeneProduct	1276035	ncbigene:1276035	
AgaP_AGAP005144	GeneProduct	1274822	ncbigene:1274822	
RPA4	GeneProduct			
ASK	GeneProduct			
AgaP_AGAP008332	GeneProduct	1277651	ncbigene:1277651	
ADP	Metabolite			
POLD1	GeneProduct			
CTP	Metabolite			
AgaP_AGAP004275	GeneProduct	1274119	ncbigene:1274119	
AgaP_AGAP004579	GeneProduct	3291042	ncbigene:3291042	
RPA3	GeneProduct			
AgaP_AGAP006065	GeneProduct	1276738	ncbigene:1276738	
AgaP_AGAP006387	GeneProduct	1276999	ncbigene:1276999	
ATP	Metabolite			
AgaP_AGAP000474	GeneProduct	1271764	ncbigene:1271764	
AgaP_AGAP009047	GeneProduct	1280005	ncbigene:1280005	
AgaP_AGAP008723	GeneProduct	1275573	ncbigene:1275573	
POLD3	GeneProduct			
AgaP_AGAP004392	GeneProduct	1274537	ncbigene:1274537	
AgaP_AGAP007063	GeneProduct	1270041	ncbigene:1270041	
AgaP_AGAP005800	GeneProduct	1276468	ncbigene:1276468	
ATP	Metabolite			
dATP	Metabolite			
AgaP_AGAP004956	GeneProduct	1275768	ncbigene:1275768	
AgaP_AGAP004614	GeneProduct	1275918	ncbigene:1275918	
AgaP_AGAP007927	GeneProduct	1278028	ncbigene:1278028	
AgaP_AGAP005176	GeneProduct	1274882	ncbigene:1274882	
AgaP_AGAP010406	GeneProduct	1272643	ncbigene:1272643	
GTP	Metabolite			
AgaP_AGAP004615	GeneProduct	1275917	ncbigene:1275917	
ATP	Metabolite			
AgaP_AGAP004957	GeneProduct	1275769	ncbigene:1275769	
dCTP	Metabolite			
ATP	Metabolite			
dUTP	Metabolite			
AgaP_AGAP007477	GeneProduct	1269746	ncbigene:1269746	
AgaP_AGAP001135	GeneProduct	1282031	ncbigene:1282031	
AgaP_AGAP001929	GeneProduct	1281195	ncbigene:1281195	
