Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
thio esters	Metabolite	chebi:51277						wikidata:Q422794	chebi:51277;chebi:51277	
Phosphoric acid esters	Metabolite	chebi:37734						wikidata:Q411097	chebi:37734;chebi:37734	
thio esters	Metabolite	chebi:51277						wikidata:Q422794	chebi:51277;chebi:51277	
carboxylic acid esters	Metabolite	chebi:33308						wikidata:Q355518	chebi:33308;chebi:33308	
amides	Metabolite	chebi:32988						wikidata:Q188777	chebi:32988;chebi:32988	
carboxylic acid esters	Metabolite	chebi:33308						wikidata:Q355518	chebi:33308;chebi:33308	
Phosphoric acid esters	Metabolite	chebi:37734						wikidata:Q411097	chebi:37734;chebi:37734	
amides	Metabolite	chebi:32988						wikidata:Q188777	chebi:32988;chebi:32988	
CES7	GeneProduct	ensembl:ENSG00000159398		ensembl:ENSG00000159398	ncbigene:221223	hgnc.symbol:CES5A	uniprot:Q6NT32;uniprot:V9HWK3;uniprot:F5H0J7;uniprot:I3NI11;uniprot:E5RFG9;uniprot:A0A0J9YW16			
ESD	GeneProduct	ensembl:ENSG00000139684		ensembl:ENSG00000139684	ncbigene:2098	hgnc.symbol:ESD	uniprot:U3KQT1;uniprot:X6RA14;uniprot:A0A140VJJ2;uniprot:P10768;uniprot:H7BZT7			
LIPA	GeneProduct	ensembl:ENSG00000107798		ensembl:ENSG00000107798	ncbigene:3988	hgnc.symbol:LIPA	uniprot:Q5T770;uniprot:A0A0A0MT32;uniprot:P38571;uniprot:Q5T073			
PON3	GeneProduct	ensembl:ENSG00000105852		ensembl:ENSG00000105852	ncbigene:5446	hgnc.symbol:PON3	uniprot:C9JZ99;uniprot:F8WD41;uniprot:F8WBV4;uniprot:F2Z2L3;uniprot:Q15166			
CES2	GeneProduct	ensembl:ENSG00000172831		ensembl:ENSG00000172831	ncbigene:8824	hgnc.symbol:CES2	uniprot:O00748;uniprot:H3BUN5;uniprot:J3QSC0;uniprot:J3QLP1			
PON2	GeneProduct	ensembl:ENSG00000105854		ensembl:ENSG00000105854	ncbigene:5445	hgnc.symbol:PON2	uniprot:A0A0J9YYF0;uniprot:A0A0J9YXF2;uniprot:A0A0J9YVW3;uniprot:A0A0J9YYJ1;uniprot:A0A2Q2SAK4;uniprot:A0A0J9YXM1;uniprot:A0A0J9YXU7;uniprot:Q15165;uniprot:A0A0J9YYF3;uniprot:G3XAK4			
CES1	GeneProduct	ensembl:ENSG00000198848		ensembl:ENSG00000198848	ncbigene:1066	hgnc.symbol:CES1	uniprot:P23141;uniprot:H3BQR4;uniprot:H3BQV8;uniprot:H3BSU0			
PON1	GeneProduct	ensembl:ENSG00000005421		ensembl:ENSG00000005421	ncbigene:5444	hgnc.symbol:PON1	uniprot:F8WF42;uniprot:P27169			
