Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Phosphate	Metabolite	hmdb:HMDB0001429							chebi:26078;chebi:26078	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
ADP 	Metabolite	hmdb:HMDB0001341							chebi:16761;chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N
ATP 	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
ATP 	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
ATP 	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
ATP 	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
MinD	Protein	uniprot:P0AEZ3		ensembl:b1175			uniprot:UPI00001639A9;uniprot:P0AEZ3			
MinE	Protein	uniprot:P0A734		ensembl:b1174			uniprot:P0A734;uniprot:UPI000012F134			
MinD	Protein	uniprot:P0AEZ3		ensembl:b1175			uniprot:UPI00001639A9;uniprot:P0AEZ3			
MinD	Protein	uniprot:P0AEZ3		ensembl:b1175			uniprot:UPI00001639A9;uniprot:P0AEZ3			
MinD	Protein	uniprot:P0AEZ3		ensembl:b1175			uniprot:UPI00001639A9;uniprot:P0AEZ3			
MinD	Protein	uniprot:P0AEZ3		ensembl:b1175			uniprot:UPI00001639A9;uniprot:P0AEZ3			
MinE	Protein	uniprot:P0A734		ensembl:b1174			uniprot:P0A734;uniprot:UPI000012F134			
MinE	Protein	uniprot:P0A734		ensembl:b1174			uniprot:P0A734;uniprot:UPI000012F134			
