Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
MAP3K1	GeneProduct	ncbigene:471543		ensembl:ENSPTRG00000016891	ncbigene:471543		uniprot:H2R5K3;uniprot:A0A2I3RZ11			
CASP8	GeneProduct	ncbigene:746477		ensembl:ENSPTRG00000012801	ncbigene:746477		uniprot:A0A2I3SS83;uniprot:A0A6D2X698;uniprot:H2QJ86;uniprot:A0A6D2WT42;uniprot:A0A6D2XR12;uniprot:A0A2I3SAR9;uniprot:A0A6D2WZ76;uniprot:A0A2I3T1D9;uniprot:A0A6D2VYS4;uniprot:A0A6D2WG63;uniprot:A0A2I3SX36;uniprot:A0A2J8N557;uniprot:A0A2I3TR27;uniprot:A0A2J8N566			
CASP3	GeneProduct	ncbigene:461669		ensembl:ENSPTRG00000016640	ncbigene:461669		uniprot:A0A6D2Y2R0;uniprot:Q5IS54;uniprot:A0A663DA81;uniprot:K7D0A9;uniprot:A0A2J8L893			
FADD	GeneProduct	ncbigene:451389		ensembl:ENSPTRG00000004004	ncbigene:451389		uniprot:A0A6D2Y7Z5;uniprot:H2Q4B6			
BID	GeneProduct	ncbigene:458635		ensembl:ENSPTRG00000014041	ncbigene:458635		uniprot:A0A2I3SGG1;uniprot:H2QL73			
CASP2	GeneProduct	ncbigene:463804		ensembl:ENSPTRG00000019805	ncbigene:463804		uniprot:A0A6D2WAS6;uniprot:A0A2I3RZC0;uniprot:A0A2J8QUH1;uniprot:A0A6D2W4D6;uniprot:A0A6D2X097;uniprot:A0A2I3RTS0;uniprot:H2QVJ4			
CASP6	GeneProduct	ncbigene:736606		ensembl:ENSPTRG00000046752	ncbigene:736606		uniprot:K7B3Z2;uniprot:A0A2I3TCY7;uniprot:A0A6D2XK72;uniprot:A0A2I3RZ85;uniprot:A0A6D2XYB7;uniprot:A0A6D2Y514			
CASP7	GeneProduct	ncbigene:450745		ensembl:ENSPTRG00000002952	ncbigene:450745		uniprot:A0A6D2WAR2;uniprot:A0A6D2WQU5;uniprot:A0A2I3RUL4;uniprot:A0A6D2WGI7;uniprot:H2Q2L2;uniprot:A0A2I3SBZ3;uniprot:A0A6D2XBU6;uniprot:A0A2J8PCF5			
FAS	GeneProduct	ncbigene:738331		ensembl:ENSPTRG00000002730	ncbigene:738331		uniprot:A0A2I3RJ00;uniprot:A0A6D2WWU7;uniprot:A0A2I3TH12;uniprot:H2R2U8;uniprot:A0A6D2XVR3;uniprot:A0A2I3TG87;uniprot:A0A6D2Y0H6			
CASP8	GeneProduct	ncbigene:746477		ensembl:ENSPTRG00000012801	ncbigene:746477		uniprot:A0A2I3SS83;uniprot:A0A6D2X698;uniprot:H2QJ86;uniprot:A0A6D2WT42;uniprot:A0A6D2XR12;uniprot:A0A2I3SAR9;uniprot:A0A6D2WZ76;uniprot:A0A2I3T1D9;uniprot:A0A6D2VYS4;uniprot:A0A6D2WG63;uniprot:A0A2I3SX36;uniprot:A0A2J8N557;uniprot:A0A2I3TR27;uniprot:A0A2J8N566			
CYCS	GeneProduct	ncbigene:744779		ensembl:ENSPTRG00000018996	ncbigene:744779		uniprot:P99998;uniprot:A0A663D840;uniprot:K7CAI8			
APAF1	GeneProduct	ncbigene:452153		ensembl:ENSPTRG00000005335	ncbigene:452153		uniprot:A0A2I3S1C0;uniprot:A0A6D2X4F2;uniprot:A0A2I3T3Q9;uniprot:A0A2J8N0H1;uniprot:H2R1S6			
CASP9	GeneProduct	ncbigene:456457		ensembl:ENSPTRG00000000200	ncbigene:456457		uniprot:A0A6D2WYK1;uniprot:H2PY35;uniprot:A0A2I3TJU8;uniprot:A0A2I3SH79;uniprot:A0A2I3S5A7;uniprot:A0A6D2WLJ6;uniprot:A0A6D2Y8B2			
CYCS	GeneProduct	ncbigene:744779		ensembl:ENSPTRG00000018996	ncbigene:744779		uniprot:P99998;uniprot:A0A663D840;uniprot:K7CAI8			
NFKB1	GeneProduct	ncbigene:461406		ensembl:ENSPTRG00000016320	ncbigene:461406		uniprot:H2QPY8;uniprot:A0A6D2W202			
FADD	GeneProduct	ncbigene:451389		ensembl:ENSPTRG00000004004	ncbigene:451389		uniprot:A0A6D2Y7Z5;uniprot:H2Q4B6			
TNFRSF1A	GeneProduct	ncbigene:466934		ensembl:ENSPTRG00000004570	ncbigene:466934		uniprot:A0A6D2WZC8;uniprot:A0A6D2Y4G4;uniprot:K7BID5;uniprot:A0A6D2Y9T8;uniprot:A0A2I3TM72;uniprot:H2Q5A0			
RIPK1	GeneProduct	ncbigene:462397		ensembl:ENSPTRG00000017672	ncbigene:462397		uniprot:A0A6D2XTQ2;uniprot:H2QS79			
MAPK10	GeneProduct	ncbigene:461358		ensembl:ENSPTRG00000016244	ncbigene:461358		uniprot:A0A6D2XLQ6;uniprot:A0A6D2W3U1;uniprot:A0A6D2XM79;uniprot:A0A2I3RKW7;uniprot:A0A2J8L2M2;uniprot:A0A2I3RXF8;uniprot:A0A6D2WVV6;uniprot:A0A2I3SUE2;uniprot:A0A6D2VVM4;uniprot:A0A6D2WZ15;uniprot:A0A6D2W2G7;uniprot:A0A2I3SVN1;uniprot:A0A2I3RZ31;uniprot:A0A6D2W2B6;uniprot:A0A2I3RHF1;uniprot:A0A6D2XM78;uniprot:A0A2I3TGM9;uniprot:A0A2J8L2V4			
