Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Vitmain D	Metabolite	pubchem.compound:2735	""					wikidata:Q32039085		inchikey:QYSXJUFSXHHAJI-UHFFFAOYSA-N	pubchem.compound:2735	chemspider:2634	hmdb:HMDB0242506		
Sodium	Metabolite	pubchem.compound:923	""					wikidata:Q3154110	chebi:29101	inchikey:FKNQFGJONOIPTF-UHFFFAOYSA-N	pubchem.compound:923	chemspider:899	hmdb:HMDB0000588	kegg.compound:C01330	
Phosphate	Metabolite	pubchem.compound:1061	""					wikidata:Q177811	chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K	pubchem.compound:1061	chemspider:1032			
Vitamin D	Metabolite	pubchem.compound:2735	""					wikidata:Q32039085		inchikey:QYSXJUFSXHHAJI-UHFFFAOYSA-N	pubchem.compound:2735	chemspider:2634	hmdb:HMDB0242506		
PTH	Protein	ncbigene:466447	""	ensembl:ENSPTRG00000003379	ncbigene:466447		uniprot:A0A2J8P5B9;uniprot:A0A6D2X3C7								
TNFRSF11B	Protein	ncbigene:464351	""	ensembl:ENSPTRG00000020528	ncbigene:464351		uniprot:H2QWM3;uniprot:A0A2I3SY25								
TNFSF11	Protein	ncbigene:467353	""	ensembl:ENSPTRG00000005827	ncbigene:467353		uniprot:A0A6D2Y2T8;uniprot:H2Q7H7								
PDGFB	Protein	ncbigene:458844	""	ensembl:ENSPTRG00000014392	ncbigene:458844		uniprot:H2QLQ2;uniprot:A0A2I3TIH9;uniprot:A0A6D2XI87;uniprot:A0A6D2Y4M1								
IBSP	Protein	ncbigene:471249	""	ensembl:ENSPTRG00000016263	ncbigene:471249		uniprot:A0A6D2W1U2;uniprot:H2QPV2								
PDGFRB	Protein	ncbigene:462188	""	ensembl:ENSPTRG00000044533	ncbigene:462188		uniprot:A0A2I3RI18;uniprot:A0A6D2XJB9;uniprot:A0A2I3S8A5;uniprot:A0A2I3TSR4;uniprot:A0A2I3T367								
ITGAV	Protein	ncbigene:459807	""	ensembl:ENSPTRG00000012719	ncbigene:459807		uniprot:A0A2I3RKR6;uniprot:A0A2I3S4U1;uniprot:A0A2I3SM65;uniprot:A0A6D2WEZ7;uniprot:A0A6D2XWV7;uniprot:H2R6C3;uniprot:A0A2I3TC57;uniprot:A0A2I3TQP4;uniprot:A0A6D2WZ46								
PTH1R	Protein	ncbigene:461008	""	ensembl:ENSPTRG00000014861	ncbigene:461008		uniprot:A0A6D2XYJ4;uniprot:H2QMH6								
FGF23	Protein	ncbigene:747164	""	ensembl:ENSPTRG00000004551	ncbigene:747164		uniprot:A0A6D2WKY2;uniprot:H2Q586								
COL1A1	Protein	ncbigene:455117	""	ensembl:ENSPTRG00000019409	ncbigene:455117		uniprot:A0A2I3RKJ8;uniprot:A0A6D2XDH1;uniprot:A0A2J8L483								
ITGB3	Protein	ncbigene:468295	""	ensembl:ENSPTRG00000009329	ncbigene:468295		uniprot:A0A2I3RVJ2;uniprot:H2QDA1;uniprot:A0A2I3TQC9;uniprot:A0A2I3TGA0;uniprot:K7DN27								
PDGFRA	Protein	ncbigene:461318	""	ensembl:ENSPTRG00000016066	ncbigene:461318		uniprot:H2QPH4								
SLC34A1	Protein	ncbigene:471872	""	ensembl:ENSPTRG00000017794	ncbigene:471872		uniprot:H2QSE8;uniprot:A0A6D2WYD3;uniprot:A0A2I3TDY9;uniprot:A0A6D2YBN6								
