Label	Type	ID	Database	
RAPGEF1	GeneProduct	491286	Entrez Gene
RAF1	GeneProduct	484648	Entrez Gene
RAP1B	GeneProduct	608981	Entrez Gene
SRC	GeneProduct	485864	Entrez Gene
PTK2	GeneProduct	475108	Entrez Gene
CRK	GeneProduct		
PTK2B	GeneProduct	486102	Entrez Gene
PXN	GeneProduct	486299	Entrez Gene
GAB1	GeneProduct	483808	Entrez Gene
PTEN	GeneProduct	403832	Entrez Gene
HGF	GeneProduct	403441	Entrez Gene
MAP2K2	GeneProduct	611939	Entrez Gene
RASA1	GeneProduct	479158	Entrez Gene
PTK2B	GeneProduct	486102	Entrez Gene
MAP4K1	GeneProduct	484527	Entrez Gene
Met	GeneProduct	403438	Entrez Gene
MAP2K1	GeneProduct	478347	Entrez Gene
SRC	GeneProduct	485864	Entrez Gene
ITGA1	GeneProduct	489210	Entrez Gene
ELK1	GeneProduct	491860	Entrez Gene
RAP1A	GeneProduct	483225	Entrez Gene
MAPK1	GeneProduct	477575	Entrez Gene
PAK1	GeneProduct	607885	Entrez Gene
MAPK8	GeneProduct	477746	Entrez Gene
PIK3CA	GeneProduct	488084	Entrez Gene
CRKL	GeneProduct	608125	Entrez Gene
STAT3	GeneProduct	490967	Entrez Gene
HRAS	GeneProduct		
SOS1	GeneProduct	483042	Entrez Gene
JUN	GeneProduct	609429	Entrez Gene
PTK2	GeneProduct	475108	Entrez Gene
GRB2	GeneProduct	483312	Entrez Gene
ITGB1	GeneProduct	477956	Entrez Gene
DOCK1	GeneProduct	486934	Entrez Gene
PTPN11	GeneProduct	477488	Entrez Gene
PXN	GeneProduct	486299	Entrez Gene
MAPK3	GeneProduct	486758	Entrez Gene
FOS	GeneProduct	490792	Entrez Gene
