Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Msh2	GeneProduct	ensembl:ENSRNOG00000015796		ensembl:ENSRNOG00000015796	ncbigene:81709		uniprot:B1WBQ7			
Msh6	GeneProduct	ensembl:ENSRNOG00000016134		ensembl:ENSRNOG00000016134	ncbigene:100360342		uniprot:D4A0U9;uniprot:A0A1W2Q695			
Exo1	GeneProduct	ensembl:ENSRNOG00000003876								
Msh2	GeneProduct	ensembl:ENSRNOG00000015796		ensembl:ENSRNOG00000015796	ncbigene:81709		uniprot:B1WBQ7			
Msh6	GeneProduct	ensembl:ENSRNOG00000016134		ensembl:ENSRNOG00000016134	ncbigene:100360342		uniprot:D4A0U9;uniprot:A0A1W2Q695			
Exo1	GeneProduct	ensembl:ENSRNOG00000003876								
PCNA	GeneProduct	ncbigene:25737		ensembl:ENSRNOG00000021264	ncbigene:25737		uniprot:P04961			
Mlh1	GeneProduct	ensembl:ENSRNOG00000033809		ensembl:ENSRNOG00000033809			uniprot:F1LSD8;uniprot:A0A0G2K2L0			
PCNA	GeneProduct	ncbigene:25737		ensembl:ENSRNOG00000021264	ncbigene:25737		uniprot:P04961			
PCNA	GeneProduct	ncbigene:25737		ensembl:ENSRNOG00000021264	ncbigene:25737		uniprot:P04961			
Rpa1	GeneProduct	ensembl:ENSRNOG00000003123		ensembl:ENSRNOG00000003123	ncbigene:287524		uniprot:A0A0G2KAT3;uniprot:Q7TP21			
Pold1	GeneProduct	ensembl:ENSRNOG00000019681		ensembl:ENSRNOG00000019681	ncbigene:59294		uniprot:G3V8M1			
Recc1	GeneProduct	ensembl:ENSRNOG00000002855		ensembl:ENSRNOG00000002855	ncbigene:89809		uniprot:D3ZFT1;uniprot:A0A0G2JVK8			
Lig1	GeneProduct	ensembl:ENSRNOG00000014193		ensembl:ENSRNOG00000014193	ncbigene:81513		uniprot:Q566D8;uniprot:F1M8E6			
