ID	Database	Citation
8666231	Pubmed	"Essential role of stromal mesenchyme in kidney morphogenesis revealed by targeted disruption of Winged Helix transcription factor BF-2. Hatini V, Huh SO, Herzlinger D, Soares VC, Lai E. Genes Dev. 1996 Jun 15;10(12):1467–78.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8666231"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8666231"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8666231"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11287180	Pubmed	"Secreted Frizzled-related proteins can regulate metanephric development. Yoshino K, Rubin JS, Higinbotham KG, Uren A, Anest V, Plisov SY, et al. Mech Dev. 2001 Apr;102(1–2):45–55.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11287180"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11287180"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11287180"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12591246	Pubmed	"Pbx1 regulates nephrogenesis and ureteric branching in the developing kidney. Schnabel CA, Godin RE, Cleary ML. Dev Biol. 2003 Feb 15;254(2):262–76.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12591246"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12591246"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12591246"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16942767	Pubmed	"c-kit delineates a distinct domain of progenitors in the developing kidney. Schmidt-Ott KM, Chen X, Paragas N, Levinson RS, Mendelsohn CL, Barasch J. Dev Biol. 2006 Nov 1;299(1):238–49.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16942767"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16942767"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16942767"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17615577	Pubmed	"Cited1 and Cited2 are differentially expressed in the developing kidney but are not required for nephrogenesis. Boyle S, Shioda T, Perantoni AO, de Caestecker M. Dev Dyn. 2007 Aug;236(8):2321–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17615577"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17615577"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17615577"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18061157	Pubmed	"Fate mapping using Cited1-CreERT2 mice demonstrates that the cap mesenchyme contains self-renewing progenitor cells and gives rise exclusively to nephronic epithelia. Boyle S, Misfeldt A, Chandler KJ, Deal KK, Southard-Smith EM, Mortlock DP, et al. Dev Biol. 2008 Jan 1;313(1):234–45.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18061157"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18061157"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18061157"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18682239	Pubmed	"Six2 defines and regulates a multipotent self-renewing nephron progenitor population throughout mammalian kidney development. Kobayashi A, Valerius MT, Mugford JW, Carroll TJ, Self M, Oliver G, et al. Cell Stem Cell. 2008 Aug 7;3(2):169–81.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18682239"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18682239"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18682239"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18835385	Pubmed	"Osr1 expression demarcates a multi-potent population of intermediate mesoderm that undergoes progressive restriction to an Osr1-dependent nephron progenitor compartment within the mammalian kidney. Mugford JW, Sipilä P, McMahon JA, McMahon AP. Dev Biol. 2008 Dec 1;324(1):88–98.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18835385"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18835385"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18835385"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19272374	Pubmed	"Paraxial mesoderm contributes stromal cells to the developing kidney. Guillaume R, Bressan M, Herzlinger D. Dev Biol. 2009 May 15;329(2):169–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19272374"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19272374"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19272374"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21858105	Pubmed	"Hox10 genes function in kidney development in the differentiation and integration of the cortical stroma. Yallowitz AR, Hrycaj SM, Short KM, Smyth IM, Wellik DM. PLoS One. 2011;6(8):e23410.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21858105"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21858105"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21858105"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
