Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Succinyl-CoA	Metabolite	chemspider:83179	""					wikidata:Q419560	chebi:15380	inchikey:VNOYUJKHFWYWIR-ITIYDSSPSA-N	pubchem.compound:92133	chemspider:83179	hmdb:HMDB0001022	kegg.compound:C00091	lipidmaps:LMFA07050370
Succinate	Metabolite	chemspider:140973	""					wikidata:Q27104100	chebi:30031	inchikey:KDYFGRWQOYBRFD-UHFFFAOYSA-L	pubchem.compound:160419	chemspider:140973			
CO₂	Metabolite	chemspider:274	""					wikidata:Q1997	chebi:16526	inchikey:CURLTUGMZLYLDI-UHFFFAOYSA-N	pubchem.compound:280	chemspider:274	hmdb:HMDB0001967	kegg.compound:C00011	
Oxaloacetate	Metabolite	chemspider:2509917	""					wikidata:Q27093598		inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-M	pubchem.compound:140658388;pubchem.compound:3260017	chemspider:2509917			
phosphoenolpyruvate	Metabolite	chemspider:980	""					wikidata:Q412139	chebi:44897	inchikey:DTBNBXWJWCWCIK-UHFFFAOYSA-N	pubchem.compound:59658623;pubchem.compound:58114173;pubchem.compound:1005	chemspider:980	hmdb:HMDB0000263	kegg.compound:C00074	
glyoxylate	Metabolite	chemspider:2849615	""					wikidata:Q27104376	chebi:36655	inchikey:HHLFWLYXYJOTON-UHFFFAOYSA-M	pubchem.compound:3614358	chemspider:2849615			
L-Malate	Metabolite	chemspider:4573566	""					wikidata:Q27098126	chebi:15589	inchikey:BJEPYKJPYRNKOW-REOHCLBHSA-L	pubchem.compound:5459792	chemspider:4573566			
Citrate	Metabolite	chemspider:29081	""					wikidata:Q55503059	chebi:16947	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-K	pubchem.compound:31348	chemspider:29081			
O₂	Metabolite	chemspider:952	""					wikidata:Q5203615	chebi:15379	inchikey:MYMOFIZGZYHOMD-UHFFFAOYSA-N	pubchem.compound:977	chemspider:952	hmdb:HMDB0001377	kegg.compound:C00007	
Isocitrate	Metabolite	chemspider:4573809	""					wikidata:Q27098375	chebi:16087	inchikey:ODBLHEXUDAPZAU-UHFFFAOYSA-K	pubchem.compound:5460172	chemspider:4573809	hmdb:HMDB0304324		
Pyruvate	Metabolite	chemspider:96901	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901			
