Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
p-cymene	Metabolite	cas:99-87-6	""					wikidata:Q284072	chebi:28768	inchikey:HFPZCAJZSCWRBC-UHFFFAOYSA-N	pubchem.compound:7463	chemspider:7183	hmdb:HMDB0005805	kegg.compound:C06575	lipidmaps:LMPR0102090014
p-cumic aldehyde	Metabolite	cas:122-03-2	""					wikidata:Q419952	chebi:28671	inchikey:WTWBUQJHJGUZCY-UHFFFAOYSA-N	pubchem.compound:326	chemspider:21106431	hmdb:HMDB0002214	kegg.compound:C06577	
NADH	Metabolite	cas:53-84-9	""					wikidata:Q71535049;wikidata:Q12499775	chebi:15846;chebi:44215;chebi:13389	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-N	pubchem.compound:5892;pubchem.compound:5288979;pubchem.compound:10897651;pubchem.compound:73415790	chemspider:5682;chemspider:5681	hmdb:HMDB0000902	kegg.compound:C00003	
p-cumic alcohol	Metabolite	cas:536-60-7	""					wikidata:Q1143803	chebi:27628	inchikey:OIGWAXDAPKFNCQ-UHFFFAOYSA-N	pubchem.compound:325	chemspider:21105932	hmdb:HMDB0031817	kegg.compound:C06576	
acetaldehyde	Metabolite	cas:75-07-0	""					wikidata:Q61457	chebi:15343	inchikey:IKHGUXGNUITLKF-UHFFFAOYSA-N;inchikey:WGYWEDJQQFKGID-ZTKYFMRJSA-O;inchikey:MBSKDCPWFSMEFD-ZKVZURMCSA-O	pubchem.compound:177	chemspider:172	hmdb:HMDB0301662;hmdb:HMDB0000990;hmdb:HMDB0301661	kegg.compound:C00084	
Coenzyme A	Metabolite	cas:64885-97-8	""					wikidata:Q412727	chebi:16848	inchikey:XXFFZHQKSZLLIT-NALJQGANSA-N	pubchem.compound:123996	chemspider:110515		kegg.compound:C00876	
acetyl-CoA	Metabolite	cas:72-89-9	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
AAD14	GeneProduct	sgd:S000005275	""	ensembl:YNL331C	ncbigene:855385		uniprot:P42884								
AAD15	GeneProduct	sgd:S000005525	""	ensembl:YOL165C	ncbigene:853999		uniprot:Q08361								
AAD4	GeneProduct	sgd:S000002402	""	ensembl:YDL243C	ncbigene:851354		uniprot:Q07747								
AAD10	GeneProduct	sgd:S000003916	""	ensembl:YJR155W	ncbigene:853620		uniprot:P47182								
AAD3	GeneProduct	sgd:S000000704	""	ensembl:YCR107W	ncbigene:850471		uniprot:P25612								
AAD6	GeneProduct	sgd:S000001838	""	ensembl:YFL056C											
