ID	Database	Citation
12011103	Pubmed	"The Ceramide-centric universe of lipid-mediated cell regulation: stress encounters of the lipid kind. Hannun YA, Obeid LM. J Biol Chem. 2002 Jul 19;277(29):25847–50.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12011103"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12011103"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12011103"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20919643	Pubmed	"An overview of sphingolipid metabolism: from synthesis to breakdown. Gault CR, Obeid LM, Hannun YA. Adv Exp Med Biol. 2010;688:1–23.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20919643"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20919643"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20919643"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27812877	Pubmed	"Metabolic Changes Investigated by Proton NMR Spectroscopy in Cells Undergoing Oncogene-Induced Senescence. Gey C, Seeger K. Methods Mol Biol. 2017;1534:155–63.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27812877"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27812877"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27812877"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
29090099	Pubmed	"A signature of enhanced lipid metabolism, lipid peroxidation and aldehyde stress in therapy-induced senescence. Flor AC, Wolfgeher D, Wu D, Kron SJ. Cell Death Discov. 2017 Oct 30;3:17075.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/29090099"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/29090099"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/29090099"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30060809	Pubmed	"Ceramide Signaling and p53 Pathways. Jeffries KA, Krupenko NI. Adv Cancer Res. 2018;140:191–215.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30060809"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30060809"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30060809"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30108193	Pubmed	"Role of sphingolipids in senescence: implication in aging and age-related diseases. Trayssac M, Hannun YA, Obeid LM. J Clin Invest. 2018 Jul 2;128(7):2702–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30108193"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30108193"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30108193"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30885289	Pubmed	"Links between accelerated replicative cellular senescence and down-regulation of SPHK1 transcription. Kim MK, Lee W, Yoon GH, Chang EJ, Choi SC, Kim SW. BMB Rep. 2019 Mar;52(3):220–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30885289"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30885289"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30885289"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
32839400	Pubmed	"Lipid Players of Cellular Senescence. Millner A, Atilla-Gokcumen GE. Metabolites. 2020 Aug 21;10(9):339.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/32839400"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/32839400"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/32839400"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33414460	Pubmed	"Targeting sphingosine kinase 1 (SK1) enhances oncogene-induced senescence through ceramide synthase 2 (CerS2)-mediated generation of very-long-chain ceramides. Trayssac M, Clarke CJ, Stith JL, Snider JM, Newen N, Gault CR, et al. Cell Death Dis. 2021 Jan 4;12(1):27.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33414460"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33414460"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33414460"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
34064003	Pubmed	"Onset of Senescence and Steatosis in Hepatocytes as a Consequence of a Shift in the Diacylglycerol/Ceramide Balance at the Plasma Membrane. Deevska G, Dotson PP 2nd, Mitov M, Butterfield DA, Nikolova-Karakashian M. Cells. 2021 May 21;10(6):1278.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/34064003"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/34064003"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/34064003"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
