Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Interleukin 8	Metabolite	chebi:138181	""					wikidata:Q421859	chebi:138181						
proteinogenic amino-acid residues	Metabolite	chebi:33700	""						chebi:33700						
TGFB1	GeneProduct	ensembl:ENSG00000105329	""	ensembl:ENSG00000105329	ncbigene:7040	hgnc.symbol:TGFB1	uniprot:A0A7I2V5Z9;uniprot:A0A499FJK2;uniprot:A0A7I2YQL8								
IFNG	GeneProduct	uniprot:P01579	""	ensembl:ENSG00000111537	ncbigene:3458	hgnc.symbol:IFNG	uniprot:A0A7R8GUN6;uniprot:P01579								
TGFBR2	GeneProduct	hgnc.symbol:TGFBR2	""	ensembl:ENSG00000163513	ncbigene:7048	hgnc.symbol:TGFBR2	uniprot:D2JYI1;uniprot:P37173;uniprot:A3QNQ0								
TGFBR1	GeneProduct	hgnc.symbol:TGFBR1	"AKA ALK5"	ensembl:ENSG00000106799	ncbigene:7046	hgnc.symbol:TGFBR1	uniprot:F8VVC4;uniprot:F8W1R9;uniprot:B4DY26;uniprot:F8W0K6;uniprot:F8VRH6;uniprot:Q5T7S2;uniprot:H0YHS4;uniprot:P36897;uniprot:F8VXZ5;uniprot:A0A8V8TMH4;uniprot:A0A8V8TMI6								
PLGF	GeneProduct	uniprot:P49763	""	ensembl:ENSG00000119630	ncbigene:5228	hgnc.symbol:PGF	uniprot:P49763;uniprot:G3XA84;uniprot:Q53XY6								
TGFBR1	GeneProduct	hgnc.symbol:TGFBR1	"Aka ALK5"	ensembl:ENSG00000106799	ncbigene:7046	hgnc.symbol:TGFBR1	uniprot:F8VVC4;uniprot:F8W1R9;uniprot:B4DY26;uniprot:F8W0K6;uniprot:F8VRH6;uniprot:Q5T7S2;uniprot:H0YHS4;uniprot:P36897;uniprot:F8VXZ5;uniprot:A0A8V8TMH4;uniprot:A0A8V8TMI6								
CD9	Protein	uniprot:P21926	""	ensembl:ENSG00000010278	ncbigene:928	hgnc.symbol:CD9	uniprot:G8JLH6;uniprot:P21926;uniprot:A0A7I2V3T7;uniprot:A6NNI4;uniprot:A0A2R8Y478;uniprot:A0A087WU13;uniprot:F5GXT1;uniprot:A0A7I2V3T0								
CD49a	Protein	uniprot:P56199	"AKA ITGA1"	ensembl:ENSG00000213949	ncbigene:3672	hgnc.symbol:ITGA1	uniprot:P56199;uniprot:A0A494C0F7								
SMAD4	Protein	uniprot:Q13485	""	ensembl:ENSG00000141646	ncbigene:4089	hgnc.symbol:SMAD4	uniprot:K7ES96;uniprot:K7EIJ2;uniprot:K7EL15;uniprot:A0A024R274;uniprot:A0A087WUF3;uniprot:K7EIU8;uniprot:K7ENG1;uniprot:Q13485;uniprot:K7EL18;uniprot:K7ELK2								
ANGPT1	Protein	uniprot:Q15389	""	ensembl:ENSG00000154188	ncbigene:284	hgnc.symbol:ANGPT1	uniprot:E5RFF4;uniprot:B4DTQ9;uniprot:Q15389;uniprot:E7ERK4								
SMAD3	Protein	uniprot:P84022	""	ensembl:ENSG00000166949	ncbigene:4088	hgnc.symbol:SMAD3	uniprot:H0YMP2;uniprot:A0A024R5Z3;uniprot:H3BQ00;uniprot:H3BVD1;uniprot:P84022;uniprot:H0YL71;uniprot:H0YNV1;uniprot:H0YKE2;uniprot:H3BP09;uniprot:H0YMY0								
KIR2DL4	Protein	uniprot:Q99706	"KIR  "	ensembl:ENSG00000189013	ncbigene:3805	hgnc.symbol:KIR2DL4	uniprot:Q99706;uniprot:A8MT18;uniprot:Q8N736;uniprot:A0A376A8K3;uniprot:A0A376A929;uniprot:A0A0B4J1S6								
IP-10/CXCL10	Protein	uniprot:P02778	""	ensembl:ENSG00000169245	ncbigene:3627	hgnc.symbol:CXCL10	uniprot:P02778								
SMURF2	Protein	uniprot:Q9HAU4	""	ensembl:ENSG00000108854	ncbigene:64750	hgnc.symbol:SMURF2	uniprot:J3QQM4;uniprot:J3QLG1;uniprot:J3QRY2;uniprot:Q9HAU4								
FCGR3A(CD16)	Protein	uniprot:P08637	""	ensembl:ENSG00000203747	ncbigene:2214	hgnc.symbol:FCGR3A	uniprot:A0A8V8TNB3;uniprot:P08637;uniprot:A0A8V8TNB8;uniprot:A0A8V8TQ03;uniprot:C9JC71;uniprot:H0Y755;uniprot:A0A8V8TPL1								
CD103	Protein	uniprot:P38570	"AKA ITGAE"	ensembl:ENSG00000083457	ncbigene:3682	hgnc.symbol:ITGAE	uniprot:K7EQU0;uniprot:P38570								
CD4	Protein	uniprot:P01730	""	ensembl:ENSG00000010610	ncbigene:920	hgnc.symbol:CD4	uniprot:F5H480;uniprot:P01730;uniprot:A0A4Y5UGE4;uniprot:F5GYA9								
NKG2D	Protein	uniprot:P26718	""	ensembl:ENSG00000213809	ncbigene:22914;ncbigene:100528032	hgnc.symbol:KLRK1	uniprot:Q8WZ67;uniprot:P26718;uniprot:A0A024RAP8								
CD56(CD56 bright)	Protein	uniprot:P13591	"AKA NCAM1"	ensembl:ENSG00000149294	ncbigene:4684	hgnc.symbol:NCAM1	uniprot:A0A087WZS4;uniprot:A0A0D9SF98;uniprot:A0A087X1V2;uniprot:A0A0D9SF30;uniprot:A0A087WVD0;uniprot:A0A087WVU1;uniprot:A0A087WWJ5;uniprot:H7BYX6;uniprot:A0A0C4DGS4;uniprot:A0A087WTR3;uniprot:P13591;uniprot:A0A087WWD4								
CD14	Protein	uniprot:P08571	""	ensembl:ENSG00000170458	ncbigene:929	hgnc.symbol:CD14	uniprot:E7EVL5;uniprot:P08571;uniprot:D6RFL4;uniprot:D6RD81								
SMAD7	Protein	uniprot:O15105	""	ensembl:ENSG00000101665	ncbigene:4092	hgnc.symbol:SMAD7	uniprot:K7EKF0;uniprot:O15105								
ANGPT2	Protein	uniprot:O15123	""	ensembl:ENSG00000091879	ncbigene:285	hgnc.symbol:ANGPT2	uniprot:O15123;uniprot:E7EVQ3								
VEGFC	Protein	uniprot:P49767	""	ensembl:ENSG00000150630	ncbigene:7424	hgnc.symbol:VEGFC	uniprot:P49767								
CD25 (IL2RA)	Protein	uniprot:P01589	""	ensembl:ENSG00000134460	ncbigene:3559	hgnc.symbol:IL2RA	uniprot:H0Y5Z0;uniprot:P01589;uniprot:A0A8V8TMM2;uniprot:Q5W006;uniprot:Q5W005								
CD16 dim(FCGR3A)	Protein	uniprot:P08637	""	ensembl:ENSG00000203747	ncbigene:2214	hgnc.symbol:FCGR3A	uniprot:A0A8V8TNB3;uniprot:P08637;uniprot:A0A8V8TNB8;uniprot:A0A8V8TQ03;uniprot:C9JC71;uniprot:H0Y755;uniprot:A0A8V8TPL1								
FOXP3+(FoxP3 bright)	Protein	uniprot:Q9BZS1	""	ensembl:ENSG00000049768	ncbigene:50943	hgnc.symbol:FOXP3	uniprot:A0A804HK12;uniprot:A0A494BZV0;uniprot:B7ZLG1;uniprot:Q9BZS1;uniprot:A0A494C0B0								
SMAD2	Protein	uniprot:Q15796	""	ensembl:ENSG00000175387	ncbigene:4087	hgnc.symbol:SMAD2	uniprot:Q53XR6;uniprot:B7Z5N5;uniprot:Q15796;uniprot:K7ERC7;uniprot:K7EJX0;uniprot:K7EL92;uniprot:K7ESI8								
CD56(CD56 dim)	Protein	uniprot:P13591	"AKA NCAM1"	ensembl:ENSG00000149294	ncbigene:4684	hgnc.symbol:NCAM1	uniprot:A0A087WZS4;uniprot:A0A0D9SF98;uniprot:A0A087X1V2;uniprot:A0A0D9SF30;uniprot:A0A087WVD0;uniprot:A0A087WVU1;uniprot:A0A087WWJ5;uniprot:H7BYX6;uniprot:A0A0C4DGS4;uniprot:A0A087WTR3;uniprot:P13591;uniprot:A0A087WWD4								
CD16 bright(FCGR3A)	Protein	uniprot:P08637	""	ensembl:ENSG00000203747	ncbigene:2214	hgnc.symbol:FCGR3A	uniprot:A0A8V8TNB3;uniprot:P08637;uniprot:A0A8V8TNB8;uniprot:A0A8V8TQ03;uniprot:C9JC71;uniprot:H0Y755;uniprot:A0A8V8TPL1								
