Label	Type	ID	Database	
ATP5A1	GeneProduct	ENSRNOG00000054846	Ensembl
Ndufb6	GeneProduct	ENSRNOG00000024539	Ensembl
Atp5i	GeneProduct	ENSRNOG00000000064	Ensembl
Slc25a5	GeneProduct	ENSRNOG00000039980	Ensembl
Cox15	GeneProduct	ENSRNOG00000017230	Ensembl
Cox6b1	GeneProduct	ENSRNOG00000024309	Ensembl
Uqcr10	GeneProduct	ENSRNOG00000059061	Ensembl
Cox6c	GeneProduct	ENSRNOG00000010807	Ensembl
Atp5j2	GeneProduct	ENSRNOG00000027049	Ensembl
Atp5o	GeneProduct	ENSRNOG00000001991	Ensembl
O2	Metabolite	HMDB0001377	HMDB
Atp5g2	GeneProduct	ENSRNOG00000015320	Ensembl
H+	Metabolite	CHEBI:15378	ChEBI
Ndufc1	GeneProduct	ENSRNOG00000038218	Ensembl
Atp5b	GeneProduct	ENSRNOG00000002840	Ensembl
Ndufa8	GeneProduct	ENSRNOG00000005668	Ensembl
ATP	Metabolite	C00002	KEGG Compound
Succinate	Metabolite	C00042	KEGG Compound
LOC100362798	GeneProduct	ENSRNOG00000026875	Ensembl
LOC684509	GeneProduct	ENSRNOG00000050514	Ensembl
Slc25a14	GeneProduct	ENSRNOG00000006871	Ensembl
Ndufv2	GeneProduct	ENSRNOG00000042503	Ensembl
Ndufa6	GeneProduct	ENSRNOG00000008569	Ensembl
Mt-co2	GeneProduct	ENSRNOG00000030371	Ensembl
Ndufb9	GeneProduct	ENSRNOG00000009364	Ensembl
LOC679739	GeneProduct	ENSRNOG00000023387	Ensembl
Uqcrfs1	GeneProduct	ENSRNOG00000018281	Ensembl
Ndufa2	GeneProduct	ENSRNOG00000017571	Ensembl
Mt-nd4l	GeneProduct	ENSRNOG00000031053	Ensembl
e-	Metabolite	C05359	KEGG Compound
Mt-atp8	GeneProduct	ENSRNOG00000033299	Ensembl
LOC100363268	GeneProduct	ENSRNOG00000029339	Ensembl
Cox5a	GeneProduct	ENSRNOG00000018816	Ensembl
Uqcrc2	GeneProduct	ENSRNOG00000036742	Ensembl
COX11	GeneProduct		
Atp5j	GeneProduct	ENSRNOG00000001551	Ensembl
Sdhb	GeneProduct	ENSRNOG00000007967	Ensembl
Mt-co1	GeneProduct	ENSRNOG00000034234	Ensembl
FADH2	Metabolite	C01352	KEGG Compound
Cox7a2l	GeneProduct	ENSRNOG00000004526	Ensembl
Ndufs7	GeneProduct	ENSRNOG00000024568	Ensembl
Cox6a1	GeneProduct	ENSRNOG00000001170	Ensembl
Slc25a27	GeneProduct	ENSRNOG00000010592	Ensembl
TCA Cycle	Pathway	WP78	WikiPathways
Ndufs4	GeneProduct	ENSRNOG00000011383	Ensembl
Cox7a1	GeneProduct	ENSRNOG00000047364	Ensembl
Cox4i1	GeneProduct	ENSRNOG00000017817	Ensembl
H+	Metabolite	CHEBI:15378	ChEBI
COX7A3	GeneProduct		
H+	Metabolite	CHEBI:15378	ChEBI
SLC25A6	GeneProduct		
Atp5l	GeneProduct	ENSRNOG00000028884	Ensembl
NDUFB1	GeneProduct		
Ucp3	GeneProduct	ENSRNOG00000017716	Ensembl
Uqcrh	GeneProduct	ENSRNOG00000012550	Ensembl
FAD	Metabolite	C00016	KEGG Compound
Ndufa9	GeneProduct	ENSRNOG00000061684	Ensembl
H+	Metabolite	CHEBI:15378	ChEBI
LOC103694107	GeneProduct	ENSRNOG00000048888	Ensembl
ATP5G1	GeneProduct		
Ndufb4	GeneProduct	ENSRNOG00000002721	Ensembl
Cox7a2	GeneProduct	ENSRNOG00000042903	Ensembl
H+	Metabolite	CHEBI:15378	ChEBI
Mt-nd6	GeneProduct	ENSRNOG00000029042	Ensembl
Atp5s	GeneProduct	ENSRNOG00000004893	Ensembl
NAD+	Metabolite	C00003	KEGG Compound
Sdha	GeneProduct	ENSRNOG00000013331	Ensembl
H2O	Metabolite	HMDB0002111	HMDB
Mt-nd2	GeneProduct	ENSRNOG00000031033	Ensembl
Ndufab1	GeneProduct	ENSRNOG00000018129	Ensembl
Cox7b	GeneProduct	ENSRNOG00000054689	Ensembl
Uqcrq	GeneProduct	ENSRNOG00000048174	Ensembl
Slc25a4	GeneProduct	ENSRNOG00000010830	Ensembl
Uqcrb	GeneProduct	ENSRNOG00000032204	Ensembl
Mt-nd5	GeneProduct	ENSRNOG00000029971	Ensembl
Ndufa12	GeneProduct	ENSRNOG00000007407	Ensembl
Sco1	GeneProduct	ENSRNOG00000028699	Ensembl
Sdhd	GeneProduct	ENSRNOG00000022980	Ensembl
Atpif1	GeneProduct	ENSRNOG00000013300	Ensembl
Ndufb7	GeneProduct	ENSRNOG00000028717	Ensembl
Ndufa1	GeneProduct	ENSRNOG00000052226	Ensembl
Uqcrc1	GeneProduct	ENSRNOG00000032134	Ensembl
Ndufb5	GeneProduct	ENSRNOG00000011949	Ensembl
AC096404.1	GeneProduct	ENSRNOG00000000574	Ensembl
H+	Metabolite	CHEBI:15378	ChEBI
Mt-atp6	GeneProduct	ENSRNOG00000031979	Ensembl
Mt-cox3	GeneProduct	ENSRNOG00000030700	Ensembl
Ndufs3	GeneProduct	ENSRNOG00000009155	Ensembl
Cox8a	GeneProduct	ENSRNOG00000021177	Ensembl
Mt-nd1	GeneProduct	ENSRNOG00000030644	Ensembl
Ndufv1	GeneProduct	ENSRNOG00000018117	Ensembl
Sdhc	GeneProduct	ENSRNOG00000003163	Ensembl
Atp5g3	GeneProduct	ENSRNOG00000001596	Ensembl
Cox6a2	GeneProduct	ENSRNOG00000019851	Ensembl
H+	Metabolite	CHEBI:15378	ChEBI
Surf4	GeneProduct	ENSRNOG00000060005	Ensembl
Ndufs1	GeneProduct	ENSRNOG00000011849	Ensembl
Ndufa7	GeneProduct	ENSRNOG00000006939	Ensembl
Mt-nd4	GeneProduct	ENSRNOG00000029707	Ensembl
Atp5h	GeneProduct	ENSRNOG00000003626	Ensembl
Ndufc2	GeneProduct	ENSRNOG00000012383	Ensembl
Ndufb2	GeneProduct	ENSRNOG00000026616	Ensembl
Ndufs2	GeneProduct	ENSRNOG00000038372	Ensembl
COX7C	GeneProduct		
Atp5d	GeneProduct	ENSRNOG00000014625	Ensembl
Ndufb10	GeneProduct	ENSRNOG00000014568	Ensembl
Cox17	GeneProduct	ENSRNOG00000038951	Ensembl
Ndufa4	GeneProduct	ENSRNOG00000005512	Ensembl
e-	Metabolite	C05359	KEGG Compound
Ndufa5	GeneProduct	ENSRNOG00000005698	Ensembl
LOC100911417	GeneProduct	ENSRNOG00000016000	Ensembl
LOC100361879	GeneProduct	ENSRNOG00000045749	Ensembl
ATP5C1	GeneProduct		
Ndufv3	GeneProduct	ENSRNOG00000001182	Ensembl
e-	Metabolite	C05359	KEGG Compound
Ndufa10	GeneProduct	ENSRNOG00000016470	Ensembl
Cytochrome C	Metabolite	C00524	KEGG Compound
Ucp2	GeneProduct	ENSRNOG00000017854	Ensembl
Mt-nd3	GeneProduct	ENSRNOG00000033615	Ensembl
Ndufs8	GeneProduct	ENSRNOG00000017446	Ensembl
Ndufb8	GeneProduct	ENSRNOG00000014078	Ensembl
Mt-cyb	GeneProduct	ENSRNOG00000031766	Ensembl
Ucp1	GeneProduct	ENSRNOG00000003580	Ensembl
NADH	Metabolite	C00004	KEGG Compound
Ubiquinone	Metabolite	HMDB0002012	HMDB
