Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Il1a	GeneProduct	ncbigene:16175		ensembl:ENSMUSG00000027399	ncbigene:16175		uniprot:Q3U0Y6;uniprot:P01582			
Il1b	GeneProduct	ncbigene:16176		ensembl:ENSMUSG00000027398	ncbigene:16176		uniprot:P10749			
Tcra	GeneProduct	mgi:MGI:98553								
Tgfb1	GeneProduct	ncbigene:21803		ensembl:ENSMUSG00000002603	ncbigene:21803		uniprot:Q3UNK5;uniprot:P04202;uniprot:E9Q6I6			
Il10	GeneProduct	ncbigene:16153		ensembl:ENSMUSG00000016529	ncbigene:16153		uniprot:P18893			
Cd4	GeneProduct	ncbigene:12504		ensembl:ENSMUSG00000023274	ncbigene:12504		uniprot:Q3TSV7;uniprot:P06332			
Il1a	GeneProduct	ncbigene:16175		ensembl:ENSMUSG00000027399	ncbigene:16175		uniprot:Q3U0Y6;uniprot:P01582			
Il3	GeneProduct	ncbigene:16187		ensembl:ENSMUSG00000018914	ncbigene:16187		uniprot:P01586;uniprot:Q5SX77			
Il10	GeneProduct	ncbigene:16153		ensembl:ENSMUSG00000016529	ncbigene:16153		uniprot:P18893			
Ifna1	GeneProduct	ncbigene:15962		ensembl:ENSMUSG00000095498	ncbigene:15962		uniprot:P01572			
Il4	GeneProduct	ncbigene:16189		ensembl:ENSMUSG00000000869	ncbigene:16189		uniprot:G3UXB0;uniprot:P07750			
Il3	GeneProduct	ncbigene:16187		ensembl:ENSMUSG00000018914	ncbigene:16187		uniprot:P01586;uniprot:Q5SX77			
Il10	GeneProduct	ncbigene:16153		ensembl:ENSMUSG00000016529	ncbigene:16153		uniprot:P18893			
Il13	GeneProduct	ncbigene:16163		ensembl:ENSMUSG00000020383	ncbigene:16163		uniprot:P20109			
Il3	GeneProduct	ncbigene:16187		ensembl:ENSMUSG00000018914	ncbigene:16187		uniprot:P01586;uniprot:Q5SX77			
Csf1	GeneProduct	ncbigene:12977		ensembl:ENSMUSG00000014599	ncbigene:12977		uniprot:P07141;uniprot:D3YTW1;uniprot:F6RNW8;uniprot:D3Z090			
Il7	GeneProduct	ncbigene:16196		ensembl:ENSMUSG00000040329	ncbigene:16196		uniprot:Q3UT18;uniprot:Q544C8;uniprot:P10168			
Il1a	GeneProduct	ncbigene:16175		ensembl:ENSMUSG00000027399	ncbigene:16175		uniprot:Q3U0Y6;uniprot:P01582			
Ifng	GeneProduct	ncbigene:15978		ensembl:ENSMUSG00000055170	ncbigene:15978		uniprot:P01580			
Il2	GeneProduct	ncbigene:16183		ensembl:ENSMUSG00000027720	ncbigene:16183		uniprot:P04351			
Ifng	GeneProduct	ncbigene:15978		ensembl:ENSMUSG00000055170	ncbigene:15978		uniprot:P01580			
TRB	GeneProduct	ncbigene:6957								
Ifna1	GeneProduct	ncbigene:15962		ensembl:ENSMUSG00000095498	ncbigene:15962		uniprot:P01572			
Il4	GeneProduct	ncbigene:16189		ensembl:ENSMUSG00000000869	ncbigene:16189		uniprot:G3UXB0;uniprot:P07750			
Csf3	GeneProduct	ncbigene:12985		ensembl:ENSMUSG00000038067	ncbigene:12985		uniprot:P09920;uniprot:Q0VB73			
Tnf	GeneProduct	ncbigene:21926		ensembl:ENSMUSG00000024401	ncbigene:21926		uniprot:P06804;uniprot:A0A0R4J210;uniprot:Q3U593			
Tnf	GeneProduct	ncbigene:21926		ensembl:ENSMUSG00000024401	ncbigene:21926		uniprot:P06804;uniprot:A0A0R4J210;uniprot:Q3U593			
Il15	GeneProduct	ncbigene:16168		ensembl:ENSMUSG00000031712	ncbigene:16168		uniprot:A0A1B0GQZ2;uniprot:Q3U1Z6;uniprot:A0A1B0GQZ8;uniprot:P48346			
Il5	GeneProduct	ncbigene:16191		ensembl:ENSMUSG00000036117	ncbigene:16191		uniprot:P04401;uniprot:Q5SV01			
Cxcl1	GeneProduct	ncbigene:14825		ensembl:ENSMUSG00000029380	ncbigene:14825		uniprot:P12850;uniprot:A2RTH0			
Il2	GeneProduct	ncbigene:16183		ensembl:ENSMUSG00000027720	ncbigene:16183		uniprot:P04351			
Cxcl3	GeneProduct	ncbigene:330122		ensembl:ENSMUSG00000029379	ncbigene:330122		uniprot:Q6W5C0			
Tgfb1	GeneProduct	ncbigene:21803		ensembl:ENSMUSG00000002603	ncbigene:21803		uniprot:Q3UNK5;uniprot:P04202;uniprot:E9Q6I6			
Il6	GeneProduct	ncbigene:16193		ensembl:ENSMUSG00000025746	ncbigene:16193		uniprot:A0A0G2JFG1;uniprot:P08505;uniprot:A2RTD1;uniprot:A0A0G2JGF4;uniprot:A0A0G2JFT1			
Il12b	GeneProduct	ncbigene:16160		ensembl:ENSMUSG00000004296	ncbigene:16160		uniprot:Q3ZAX5;uniprot:P43432			
Il15	GeneProduct	ncbigene:16168		ensembl:ENSMUSG00000031712	ncbigene:16168		uniprot:A0A1B0GQZ2;uniprot:Q3U1Z6;uniprot:A0A1B0GQZ8;uniprot:P48346			
H2-Ea	GeneProduct	ncbigene:14968								
Il2	GeneProduct	ncbigene:16183		ensembl:ENSMUSG00000027720	ncbigene:16183		uniprot:P04351			
Il12b	GeneProduct	ncbigene:16160		ensembl:ENSMUSG00000004296	ncbigene:16160		uniprot:Q3ZAX5;uniprot:P43432			
Il11	GeneProduct	ncbigene:16156		ensembl:ENSMUSG00000004371	ncbigene:16156		uniprot:A3KPB8;uniprot:F7A7F2;uniprot:P47873			
Il3	GeneProduct	ncbigene:16187		ensembl:ENSMUSG00000018914	ncbigene:16187		uniprot:P01586;uniprot:Q5SX77			
