Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
CRN-1	GeneProduct	ensembl:WBGene00000794	""	ensembl:WBGene00000794	ncbigene:171917		uniprot:Q9N3T2								
CYP-13	GeneProduct	ensembl:WBGene00011677	""	ensembl:WBGene00011677	ncbigene:188361		uniprot:Q27520								
CED-12	GeneProduct	ensembl:WBGene00000426	""	ensembl:WBGene00000426	ncbigene:172890		uniprot:Q8STE5;uniprot:V5Z1T2								
CRN-4	GeneProduct	ensembl:WBGene00000797	""	ensembl:WBGene00000797	ncbigene:180536		uniprot:Q10905								
WAH-1	GeneProduct	ensembl:WBGene00006937	""	ensembl:WBGene00006937	ncbigene:176635		uniprot:Q9U229;uniprot:K8ESD4								
CRN-5	GeneProduct	ensembl:WBGene00000798	""	ensembl:WBGene00000798	ncbigene:174634		uniprot:G5EG59								
CPS-6	GeneProduct	ensembl:WBGene00000787	""	ensembl:WBGene00000787	ncbigene:172045		uniprot:Q95NM6								
EOR-2	GeneProduct	ensembl:WBGene00001325	""	ensembl:WBGene00001325	ncbigene:181557		uniprot:G5EE70;uniprot:A0A0K3ASL2;uniprot:A0A0K3AW79;uniprot:G5EGD8								
TRA-1	GeneProduct	ensembl:WBGene00006604	""	ensembl:WBGene00006604	ncbigene:176548		uniprot:P34708								
CED-4	GeneProduct	ensembl:WBGene00000418	""	ensembl:WBGene00000418	ncbigene:175643		uniprot:P30429								
CED-9	GeneProduct	ensembl:WBGene00000423	""	ensembl:WBGene00000423	ncbigene:3565776		uniprot:P41958								
CED-10/Rac1	GeneProduct	wormbase:C09G12.8	""												
CED-5/DOCK180	GeneProduct	ensembl:WBGene00000419	""	ensembl:WBGene00000419	ncbigene:177942		uniprot:G5EEN3								
EOR-1	GeneProduct	ensembl:WBGene00001324	""	ensembl:WBGene00001324	ncbigene:177249		uniprot:U4PEC2;uniprot:G5EDU4								
CES-1	GeneProduct	ensembl:WBGene00000468	""	ensembl:WBGene00000468	ncbigene:185718		uniprot:G5ECN8								
HLH-2	GeneProduct	ensembl:WBGene00001949	""	ensembl:WBGene00001949	ncbigene:172458		uniprot:G5EEG9								
CES-2	GeneProduct	ensembl:WBGene00000469	""	ensembl:WBGene00000469	ncbigene:173365		uniprot:Q94126								
HLH-3	GeneProduct	ensembl:WBGene00001950	""	ensembl:WBGene00001950	ncbigene:174447		uniprot:Q22717								
EGL-1	GeneProduct	ensembl:WBGene00001170	""	ensembl:WBGene00001170	ncbigene:179943		uniprot:O61667								
CED-6	GeneProduct	ensembl:WBGene00000420	""	ensembl:WBGene00000420	ncbigene:175773		uniprot:O76337								
CED-1/SREC?	GeneProduct	ensembl:WBGene00000415	""	ensembl:WBGene00000415	ncbigene:173064		uniprot:Q9XWD6								
CED-2/CrkII	GeneProduct	wormbase:Y41D4B.13	""												
Active CED-3Protease	GeneProduct	ensembl:WBGene00000417	""	ensembl:WBGene00000417	ncbigene:178272		uniprot:D3YT61;uniprot:P42573								
CED-3	GeneProduct	ensembl:WBGene00000417	""	ensembl:WBGene00000417	ncbigene:178272		uniprot:D3YT61;uniprot:P42573								
CED-7	GeneProduct	ensembl:WBGene00000421	""	ensembl:WBGene00000421	ncbigene:176352		uniprot:P34358;uniprot:C0P274								
CED-7/ABC1	GeneProduct	ensembl:WBGene00000421	""	ensembl:WBGene00000421	ncbigene:176352		uniprot:P34358;uniprot:C0P274								
PSR-1?	GeneProduct	ensembl:WBGene00004205	""	ensembl:WBGene00004205	ncbigene:177229		uniprot:Q9GYI4;uniprot:Q27GT3;uniprot:U4PBL8								
NUC-1	GeneProduct	ensembl:WBGene00003828	""	ensembl:WBGene00003828	ncbigene:181174		uniprot:Q17778								
CRN-6	GeneProduct	ensembl:WBGene00000799	""	ensembl:WBGene00000799	ncbigene:176316		uniprot:P34508								
CRN-2	GeneProduct	ensembl:WBGene00000795	""	ensembl:WBGene00000795	ncbigene:178945		uniprot:G5EG18								
CRN-3	GeneProduct	ensembl:WBGene00000796	""	ensembl:WBGene00000796	ncbigene:3565889		uniprot:Q8I129;uniprot:G5EBX6								
