Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Arginine	Metabolite	chebi:32682	""					wikidata:Q28529679	chebi:32682	inchikey:ODKSFYDXXFIFQN-BYPYZUCNSA-O	pubchem.compound:88031296;pubchem.compound:52941769;pubchem.compound:5287702;pubchem.compound:1549073		hmdb:HMDB0062762		
Creatinine	Metabolite	chebi:16737	""					wikidata:Q28529684	chebi:16737	inchikey:DDRJAANPRJIHGJ-UHFFFAOYSA-N	pubchem.compound:137319715;pubchem.compound:588	chemspider:568	hmdb:HMDB0000562	kegg.compound:C00791	
S-adenosylmethionine	Metabolite	chebi:15414	""					wikidata:Q56071634;wikidata:Q106314841	chebi:15414;chebi:59789	inchikey:MEFKEPWMEQBLKI-AIRLBKTGSA-O	pubchem.compound:34756;pubchem.compound:24762165	chemspider:21169292	hmdb:HMDB0001185	kegg.compound:C00019	
Vitamin B6	Metabolite	chebi:27306	""					wikidata:Q205130	chebi:27306						
Creatine	Metabolite	chebi:16919	""					wikidata:Q106345487;wikidata:Q223600	chebi:57947;chebi:16919	inchikey:CVSVTCORWBXHQV-UHFFFAOYSA-N	pubchem.compound:586	chemspider:566	hmdb:HMDB0000064	kegg.compound:C00300	
Guanidinoacetate	Metabolite	chebi:16344	""					wikidata:Q106345629;wikidata:Q2740979	chebi:57742;chebi:16344	inchikey:BPMFZUMJYQTVII-UHFFFAOYSA-N	pubchem.compound:763	chemspider:743	hmdb:HMDB0000128	kegg.compound:C00581	
ADP	Metabolite	chebi:456216	""					wikidata:Q27225748	chebi:456216	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-K	pubchem.compound:7058055	chemspider:5414423			
Pyrroline-5-carboxylate	Metabolite	chebi:15893	""					wikidata:Q27098284	chebi:15893	inchikey:DWAKNKKXGALPNW-UHFFFAOYSA-M	pubchem.compound:11966213	chemspider:10140206		kegg.compound:C04322	
ATP	Metabolite	chebi:30616	""					wikidata:Q27113900	chebi:30616	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-J	pubchem.compound:5461108	chemspider:4574455			
Glutamate	Metabolite	chebi:14321	""					wikidata:Q27108980	chebi:14321	inchikey:WHUUTDBJXJRKMK-UHFFFAOYSA-M	pubchem.compound:4452358;pubchem.compound:4179667;pubchem.compound:4525487	chemspider:3390755			
Glutamate-5-semialdehyde	Metabolite	wikidata:Q2823261	""					wikidata:Q2823261	chebi:58066;chebi:17232	inchikey:KABXUUFDPUOJMW-BYPYZUCNSA-N	pubchem.compound:49791979;pubchem.compound:193305	chemspider:167744	hmdb:HMDB0002104	kegg.compound:C01165	
Proline	Metabolite	chebi:26271	""					wikidata:Q484583	chebi:26271	inchikey:ONIBWKKTOPOVIA-UHFFFAOYSA-N	pubchem.compound:25246272;pubchem.compound:614	chemspider:594	hmdb:HMDB0251528	kegg.compound:C16435	
Phosphocreatine	Metabolite	hmdb:HMDB0001511	""						chebi:17287	inchikey:DRBBFCLWYRJSJZ-UHFFFAOYSA-N	pubchem.compound:587	chemspider:567	hmdb:HMDB0001511	kegg.compound:C02305	
Ornithine	Metabolite	chebi:45453	""					wikidata:Q27093021	chebi:45453	inchikey:LMXOHSDXUQEUSF-YECHIGJVSA-N	pubchem.compound:65482	chemspider:58931			
S-Adenosylhomocysteine	Metabolite	chebi:16680	""					wikidata:Q106345616;wikidata:Q307434	chebi:16680;chebi:57856	inchikey:ZJUKTBDSGOFHSH-WFMPWKQPSA-N	pubchem.compound:25246222;pubchem.compound:439155	chemspider:388301	hmdb:HMDB0000939	kegg.compound:C00021	
