Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
NET1	GeneProduct	ensembl:ENSBTAG00000007648	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:10276	ensembl:ENSBTAG00000007648	ncbigene:507365		uniprot:A0A3Q1N5A2;uniprot:Q3ZC77			
ERBB3	GeneProduct	ensembl:ENSBTAG00000010444	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2065	ensembl:ENSBTAG00000010444	ncbigene:785655		uniprot:A6QR62			
TNF	GeneProduct	ensembl:ENSBTAG00000025471	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:7124	ensembl:ENSBTAG00000025471	ncbigene:280943		uniprot:A0A452DJ61			
SERBP1	GeneProduct	ensembl:ENSBTAG00000012957	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:26135	ensembl:ENSBTAG00000012957	ncbigene:539060		uniprot:Q2KJD1;uniprot:A1L5B7			
APOE	GeneProduct	ensembl:ENSBTAG00000010123	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:348	ensembl:ENSBTAG00000010123	ncbigene:281004		uniprot:A0A140T881;uniprot:A0A3Q1MGI2;uniprot:A0A3Q1LPF0			
CUL5	GeneProduct	ensembl:ENSBTAG00000012882	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:8065	ensembl:ENSBTAG00000012882	ncbigene:510331		uniprot:A0A3Q1MXH0;uniprot:F1N7B5			
SQSTM1	GeneProduct	ensembl:ENSBTAG00000015591	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:8878	ensembl:ENSBTAG00000015591	ncbigene:338045		uniprot:A0A3Q1LVE4;uniprot:F1MIE2			
TNFRSF10D	GeneProduct	ensembl:ENSBTAG00000047389	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:8795							
RIPK2	GeneProduct	ensembl:ENSBTAG00000015271	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:8767	ensembl:ENSBTAG00000015271	ncbigene:534407		uniprot:Q3SZJ2			
CUL1	GeneProduct	ensembl:ENSBTAG00000008736	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:8454	ensembl:ENSBTAG00000008736	ncbigene:407228		uniprot:F1MYD0			
