Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
RARB	GeneProduct	ncbigene:396266	""	ensembl:ENSGALG00010002438	ncbigene:396266		uniprot:A0A1N8XGG5								
NR3C1	GeneProduct	ncbigene:416343	""	ensembl:ENSGALG00010016758	ncbigene:416343		uniprot:A0A1D5PRD7								
NR5A2	GeneProduct	ncbigene:395961	""	ensembl:ENSGALG00010012291	ncbigene:395961		uniprot:A0A1D5PWF2;uniprot:A0A1D5PUH1								
NR2C2	GeneProduct	ncbigene:395253	""	ensembl:ENSGALG00010021978	ncbigene:395253		uniprot:A0A3Q2UEC6;uniprot:A0A3Q2U2X9;uniprot:F1P0B9								
NR4A2	GeneProduct	ncbigene:424320	""	ensembl:ENSGALG00010010499	ncbigene:424320		uniprot:A0A1D5NYR5;uniprot:E1C6K9								
AR	GeneProduct	ncbigene:422165	""	ensembl:ENSGALG00010016880	ncbigene:422165		uniprot:A0A1D5P088								
PGR	GeneProduct	ncbigene:396198	""	ensembl:ENSGALG00010008178	ncbigene:396198		uniprot:P07812								
NR2E1	GeneProduct	ncbigene:396082	""	ensembl:ENSGALG00010014453	ncbigene:396082		uniprot:Q91379								
NR2F2	GeneProduct	ncbigene:386585	""	ensembl:ENSGALG00010016558	ncbigene:386585		uniprot:A0A3Q2UN56								
VDR	GeneProduct	ncbigene:395988	""												
NR5A1	GeneProduct	ncbigene:395960	""	ensembl:ENSGALG00010028916	ncbigene:395960		uniprot:Q9PWI7								
THRB	GeneProduct	ncbigene:396431	""	ensembl:ENSGALG00010001557	ncbigene:396431		uniprot:F1NWE9;uniprot:P68306								
NR1D2	GeneProduct	ncbigene:396125	""	ensembl:ENSGALG00010001528	ncbigene:396125										
THRA	GeneProduct	ncbigene:396251	""	ensembl:ENSGALG00010024621	ncbigene:396251		uniprot:P04625								
RXRG	GeneProduct	ncbigene:396231	""	ensembl:ENSGALG00010010515	ncbigene:396231										
RORA	GeneProduct	ncbigene:415377	""	ensembl:ENSGALG00010024646	ncbigene:415377		uniprot:A0A3Q2UCE3;uniprot:F1NML9;uniprot:A0A3Q2U690								
PPARD	GeneProduct	ncbigene:395479	""	ensembl:ENSGALG00010027545	ncbigene:395479		uniprot:A0A3Q3AXA2;uniprot:F1NHW8								
PPARG	GeneProduct	ncbigene:373928	""	ensembl:ENSGALG00010027917	ncbigene:373928		uniprot:A0A3Q2U209								
ROR1	GeneProduct	ncbigene:395179	""	ensembl:ENSGALG00010024399	ncbigene:395179										
NR0B1	GeneProduct	ncbigene:395285	""	ensembl:ENSGALG00010002261	ncbigene:395285		uniprot:Q9PTE9								
RXRA	GeneProduct	ncbigene:417143	""	ensembl:ENSGALG00010028422	ncbigene:417143		uniprot:A0A1D5P2B5								
ESR2	GeneProduct	ncbigene:395575	""	ensembl:ENSGALG00010017591	ncbigene:395575										
NR1H3	GeneProduct	ncbigene:395221	""	ensembl:ENSGALG00010022650	ncbigene:395221		uniprot:A0A3Q2UAJ2;uniprot:Q8JHU1;uniprot:A0A3Q2UH91								
RARA	GeneProduct	ncbigene:395213	""	ensembl:ENSGALG00010024581	ncbigene:395213										
ESR1	GeneProduct	ncbigene:396099	""	ensembl:ENSGALG00010005186	ncbigene:396099										
NR2F6	GeneProduct	ncbigene:474359	""												
PPARA	GeneProduct	ncbigene:374120	""	ensembl:ENSGALG00010023058	ncbigene:374120		uniprot:A0A1D5PJQ2								
HNF4A	GeneProduct	ncbigene:419198	""	ensembl:ENSGALG00010024342	ncbigene:419198		uniprot:F1NZ15								
ESRRB	GeneProduct	ncbigene:771938	""	ensembl:ENSGALG00010005211	ncbigene:771938		uniprot:A0A1D5PDM1;uniprot:A0A1D5NVI7								
NR1I3	GeneProduct	ncbigene:395439	""	ensembl:ENSGALG00010027496	ncbigene:395439										
