Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Cholesterol	Metabolite	hmdb:HMDB0000067	""						chebi:16113	inchikey:HVYWMOMLDIMFJA-DPAQBDIFSA-N	pubchem.compound:5997		hmdb:HMDB0000067	kegg.compound:C00187	
7-Dehydrocholesterol	Metabolite	hmdb:HMDB0000032	""						chebi:17759	inchikey:UCTLRSWJYQTBFZ-DDPQNLDTSA-N	pubchem.compound:439423		hmdb:HMDB0000032	kegg.compound:C01164	
Lathosterol	Metabolite	hmdb:HMDB0001170	""						chebi:17168	inchikey:IZVFFXVYBHFIHY-SKCNUYALSA-N	pubchem.compound:65728	chemspider:59151	hmdb:HMDB0001170	kegg.compound:C01189	
Lathosterone	Metabolite	chebi:71550	""					wikidata:Q27139703	chebi:71550	inchikey:FLRPNSKUGCVRRB-IINKENNYSA-N	pubchem.compound:15081535	chemspider:19957569			lipidmaps:LMST01010525
Cholestenone	Metabolite	hmdb:HMDB0000921	""						chebi:16175	inchikey:NYOXRYYXRWJDKP-GYKMGIIDSA-N	pubchem.compound:91477	chemspider:82602	hmdb:HMDB0000921	kegg.compound:C00599	
DAF-36	GeneProduct	ensembl:WBGene00007536	""	ensembl:WBGene00007536	ncbigene:179422		uniprot:Q17938								
EMB-8	GeneProduct	ensembl:WBGene00001262	""	ensembl:WBGene00001262	ncbigene:175710		uniprot:Q09590								
DAF-9	GeneProduct	ensembl:T13C5.1	""												
DHS-16	GeneProduct	wormbase:WBGene00000979	""	ensembl:WBGene00000979	ncbigene:178983		uniprot:O16881								
DAF-9	GeneProduct	ensembl:WBGene00000905	""	ensembl:WBGene00000905	ncbigene:180889		uniprot:H2KYS3;uniprot:A0A5E4M3J0								
HSD-1	Protein	wormbase:Y6B3B.11	""												
