Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
17-alpha-OH-Pregnenolone	Metabolite	hmdb:HMDB0000363	""						chebi:28750	inchikey:JERGUCIJOXJXHF-TVWVXWENSA-N	pubchem.compound:91451	chemspider:82579	hmdb:HMDB0000363	kegg.compound:C05138	
Estrone	Metabolite	cas:53-16-7	""					wikidata:Q414986	chebi:17263	inchikey:DNXHEGUUPJUMQT-CBZIJGRNSA-N	pubchem.compound:5870	chemspider:5660	hmdb:HMDB0000145	kegg.compound:C00468	lipidmaps:LMST02010004
Estradiol	Metabolite	cas:57-91-0	""					wikidata:Q4721888	chebi:17160	inchikey:VOXZDWNPVJITMN-SFFUCWETSA-N	pubchem.compound:68570	chemspider:61840	hmdb:HMDB0000429	kegg.compound:C02537	lipidmaps:LMST02010029
Dihydrotestosterone	Metabolite	hmdb:HMDB0002961	""						chebi:16330	inchikey:NVKAWKQGWWIWPM-ABEVXSGRSA-N	pubchem.compound:10635	chemspider:10189	hmdb:HMDB0002961	kegg.compound:C03917	
Testosterone	Metabolite	cas:58-22-0	""					wikidata:Q1318776	chebi:17347	inchikey:MUMGGOZAMZWBJJ-DYKIIFRCSA-N	pubchem.compound:6013	chemspider:5791	hmdb:HMDB0000234	kegg.compound:C00535	lipidmaps:LMST02020002
17-alpha-OH-Progesterone	Metabolite	hmdb:HMDB0000374	""						chebi:17252	inchikey:DBPWSSGDRRHUNT-CEGNMAFCSA-N	pubchem.compound:6238	chemspider:6002	hmdb:HMDB0000374	kegg.compound:C01176	
Androstenedione	Metabolite	cas:63-05-8	""					wikidata:Q411064	chebi:16422	inchikey:AEMFNILZOJDQLW-QAGGRKNESA-N	pubchem.compound:6128	chemspider:5898	hmdb:HMDB0000053	kegg.compound:C00280	lipidmaps:LMST02020007
DHA	Metabolite	cas:53-43-0	""					wikidata:Q408376	chebi:28689	inchikey:FMGSKLZLMKYGDP-USOAJAOKSA-N	pubchem.compound:5881	chemspider:8036443;chemspider:5670	hmdb:HMDB0000077	kegg.compound:C01227	lipidmaps:LMST02020021
Cholesterol	Metabolite	cas:57-88-5	""					wikidata:Q43656	chebi:16113	inchikey:HVYWMOMLDIMFJA-DPAQBDIFSA-N	pubchem.compound:5997	chemspider:5775	hmdb:HMDB0000067	kegg.compound:C00187	lipidmaps:LMST01010001
Pregnenolone	Metabolite	cas:145-13-1	""					wikidata:Q412158	chebi:16581	inchikey:ORNBQBCIOKFOEO-QGVNFLHTSA-N	pubchem.compound:8955	chemspider:8611	hmdb:HMDB0000253	kegg.compound:C01953	lipidmaps:LMST02030088
Androstenediol	Metabolite	hmdb:HMDB0005849	""						chebi:34386	inchikey:BTTWKVFKBPAFDK-LOVVWNRFSA-N	pubchem.compound:136297	chemspider:120071	hmdb:HMDB0005849	kegg.compound:C14210	
Progesterone	Metabolite	cas:57-83-0	""					wikidata:Q26963	chebi:17026	inchikey:RJKFOVLPORLFTN-LEKSSAKUSA-N	pubchem.compound:5994	chemspider:5773	hmdb:HMDB0001830	kegg.compound:C00410	lipidmaps:LMST02030159
Hsd3b	GeneProduct	ncbigene:24470	""	ensembl:ENSRNOG00000019417	ncbigene:24470		uniprot:A0A0G2JSR3								
Hsd3b5	GeneProduct	ncbigene:24470	"Homologous to SwissProt ID: 3BH5 MOUSE"	ensembl:ENSRNOG00000019417	ncbigene:24470		uniprot:A0A0G2JSR3								
Hsd17b3	GeneProduct	ncbigene:117182	""	ensembl:ENSRNOG00000019096	ncbigene:117182		uniprot:F1LMA3;uniprot:A0A8I6ANG3								
Hsd3b1	GeneProduct	ncbigene:360348	""	ensembl:ENSRNOG00000070622	ncbigene:360348		uniprot:P22071								
Hsd3b6	GeneProduct	ncbigene:29632	""	ensembl:ENSRNOG00000019441	ncbigene:29632		uniprot:Q62878								
Hsd17b2	GeneProduct	ncbigene:79243	""	ensembl:ENSRNOG00000013982	ncbigene:79243		uniprot:Q5I0N4								
F13b	GeneProduct	ncbigene:289055	""	ensembl:ENSRNOG00000012613	ncbigene:289055		uniprot:A0A0G2KAS2;uniprot:B1H260								
Hsd17b1	GeneProduct	ncbigene:25322	""	ensembl:ENSRNOG00000019830	ncbigene:25322		uniprot:P51657								
Hydroxyprogesterone aldolase	GeneProduct	eccode:4.1.2.30	""												
Cyp17a1	GeneProduct	ncbigene:25146	""	ensembl:ENSRNOG00000020035	ncbigene:25146		uniprot:A0A0G2JSR8;uniprot:A0A8I6A2W4								
Hsd3b6	GeneProduct	ncbigene:29632	"Homologous to SwissProt ID: 3BH6 MOUSE"	ensembl:ENSRNOG00000019441	ncbigene:29632		uniprot:Q62878								
Hsd3b5	GeneProduct	ncbigene:24470	""	ensembl:ENSRNOG00000019417	ncbigene:24470		uniprot:A0A0G2JSR3								
Hsd17b4	GeneProduct	ncbigene:79244	""	ensembl:ENSRNOG00000015840	ncbigene:79244		uniprot:A0A8I5ZS89;uniprot:A0A8I6G270;uniprot:A0A8L2QCC3;uniprot:A0A0G2JYU4								
Hsd17b7	GeneProduct	ncbigene:29540	""	ensembl:ENSRNOG00000002826	ncbigene:29540		uniprot:A0A0H2UHB1;uniprot:A0A8I6AU17								
