ID	Database	Citation
22306293	Pubmed	"Pyruvate kinase M2 regulates gene transcription by acting as a protein kinase. Gao X, Wang H, Yang JJ, Liu X, Liu ZR. Mol Cell. 2012 Mar 9;45(5):598–609.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22306293"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22306293"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22306293"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22901803	Pubmed	"PKM2 phosphorylates histone H3 and promotes gene transcription and tumorigenesis. Yang W, Xia Y, Hawke D, Li X, Liang J, Xing D, et al. Cell. 2012 Aug 17;150(4):685–96.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22901803"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22901803"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22901803"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24316223	Pubmed	"PKM2 regulates chromosome segregation and mitosis progression of tumor cells. Jiang Y, Li X, Yang W, Hawke DH, Zheng Y, Xia Y, et al. Mol Cell. 2014 Jan 9;53(1):75–87.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24316223"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24316223"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24316223"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25412762	Pubmed	"PKM2 phosphorylates MLC2 and regulates cytokinesis of tumour cells. Jiang Y, Wang Y, Wang T, Hawke DH, Zheng Y, Li X, et al. Nat Commun. 2014 Nov 21;5:5566.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25412762"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25412762"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25412762"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25770102	Pubmed	"Pyruvate kinase M2 at a glance. Yang W, Lu Z. J Cell Sci. 2015 May 1;128(9):1655–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25770102"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25770102"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25770102"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26876154	Pubmed	"Pyruvate Kinase M2 Activates mTORC1 by Phosphorylating AKT1S1. He CL, Bian YY, Xue Y, Liu ZX, Zhou KQ, Yao CF, et al. Sci Rep. 2016 Feb 15;6:21524.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26876154"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26876154"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26876154"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26942675	Pubmed	"Mitochondria-Translocated PGK1 Functions as a Protein Kinase to Coordinate Glycolysis and the TCA Cycle in Tumorigenesis. Li X, Jiang Y, Meisenhelder J, Yang W, Hawke DH, Zheng Y, et al. Mol Cell. 2016 Mar 3;61(5):705–19.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26942675"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26942675"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26942675"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27088854	Pubmed	"A splicing switch from ketohexokinase-C to ketohexokinase-A drives hepatocellular carcinoma formation. Li X, Qian X, Peng LX, Jiang Y, Hawke DH, Zheng Y, et al. Nat Cell Biol. 2016 May;18(5):561–71.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27088854"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27088854"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27088854"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27105392	Pubmed	"PGK1 is a new member of the protein kinome. Li X, Zheng Y, Lu Z. Cell Cycle. 2016 Jul 17;15(14):1803–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27105392"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27105392"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27105392"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27356213	Pubmed	"Fructokinase A acts as a protein kinase to promote nucleotide synthesis. Li X, Qian X, Lu Z. Cell Cycle. 2016 Oct 17;15(20):2689–90.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27356213"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27356213"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27356213"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
