Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
P5C	Metabolite	chebi:17388	"aka delta1-pyrroline-5-carboxylate"					wikidata:Q60998675	chebi:17388	inchikey:DWAKNKKXGALPNW-BYPYZUCNSA-M	pubchem.compound:11966181			kegg.compound:C03912	
Citrulline	Metabolite	chebi:57743	""					wikidata:Q408641;wikidata:Q106345633	chebi:16349;chebi:57743	inchikey:RHGKLRLOHDJJDR-BYPYZUCNSA-N	pubchem.compound:6992098;pubchem.compound:9750	chemspider:9367	hmdb:HMDB0000904	kegg.compound:C00327	
Proline	Metabolite	chebi:60039	""					wikidata:Q20035886;wikidata:Q106345478	chebi:60039;chebi:17203	inchikey:ONIBWKKTOPOVIA-BYPYZUCNSA-N	pubchem.compound:6971047;pubchem.compound:145742	chemspider:128566	hmdb:HMDB0000162	kegg.compound:C00148	
Gamma-glutamyl-P	Metabolite	chebi:50164	""					wikidata:Q27121932	chebi:50164	inchikey:PJRXVIJAERNUIP-UHFFFAOYSA-N	pubchem.compound:843	chemspider:21230411;chemspider:820			
Glycyl-proline	Metabolite	pubchem.compound:3013625	""					wikidata:Q27139057	chebi:73779;chebi:70744	inchikey:KZNQNBZMBZJQJO-YFKPBYRVSA-N	pubchem.compound:6993386;pubchem.compound:3013625	chemspider:2282246	hmdb:HMDB0000721		
FAD	Metabolite	chebi:16238	""					wikidata:Q28746	chebi:16238	inchikey:VWWQXMAJTJZDQX-UYBVJOGSSA-N	pubchem.compound:643975	chemspider:559059	hmdb:HMDB0001248	kegg.compound:C00016	
Ornithine	Metabolite	chebi:46911	""					wikidata:Q27120725	chebi:46911	inchikey:AHLPHDHHMVZTML-BYPYZUCNSA-O	pubchem.compound:59565831;pubchem.compound:6992088	chemspider:5360242			
ASA	Metabolite	chebi:57472	"aka argininosuccinic acid"					wikidata:Q27124717	chebi:57472	inchikey:KDZOASGQNOPSCU-ZBHICJROSA-M	pubchem.compound:46878376	chemspider:26330798			
NADP	Metabolite	chebi:25523	""					wikidata:Q28747	chebi:25523						
NADPH	Metabolite	chebi:16474	""					wikidata:Q26841327	chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
H⁺	Metabolite	chebi:15378	""					wikidata:Q506710	chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N	pubchem.compound:1038	chemspider:1010	hmdb:HMDB0059597	kegg.compound:C00080	
Glutamate	Metabolite	chebi:29985	""					wikidata:Q27104095	chebi:29985	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-M	pubchem.compound:11840951;pubchem.compound:14598502	chemspider:4573882			
NAD+	Metabolite	chebi:15846	""					wikidata:Q26987253	chebi:15846	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-O	pubchem.compound:5893	chemspider:5682	hmdb:HMDB0000902	kegg.compound:C00003	
NH₃	Metabolite	chebi:16134	""					wikidata:Q4087	chebi:16134	inchikey:RUVUHIUYGJBLGI-AXAJWWPKSA-N;inchikey:QGZKDVFQNNGYKY-UHFFFAOYSA-N	pubchem.compound:222	chemspider:217	hmdb:HMDB0033934;hmdb:HMDB0000051	kegg.compound:C00014	
Arginine	Metabolite	chebi:32682	""					wikidata:Q28529679	chebi:32682	inchikey:ODKSFYDXXFIFQN-BYPYZUCNSA-O	pubchem.compound:88031296;pubchem.compound:52941769;pubchem.compound:5287702;pubchem.compound:1549073		hmdb:HMDB0062762		
FADH2	Metabolite	chebi:17877	""					wikidata:Q27102690	chebi:17877	inchikey:YPZRHBJKEMOYQH-UYBVJOGSSA-N	pubchem.compound:446013	chemspider:393487	hmdb:HMDB0001197	kegg.compound:C01352	
Alanyl-proline	Metabolite	pubchem.compound:83525	""					wikidata:Q27140485	chebi:73393;chebi:155848	inchikey:WPWUFUBLGADILS-WDSKDSINSA-N	pubchem.compound:83525;pubchem.compound:11892823	chemspider:75359	hmdb:HMDB0028695		
Delta1-pyrroline-3-hydroxy-5-carboxylate	Metabolite	pubchem.compound:23615442	""					wikidata:Q27125835	chebi:58509	inchikey:WFOFKRKDDKGRIK-UHFFFAOYSA-M	pubchem.compound:23615442	chemspider:19951493			
P5CS	Protein	uniprot:P30038	"aka delta-1-pyrroline-5-carboxylate synthetase"	ensembl:ENSG00000159423	ncbigene:8659	hgnc.symbol:ALDH4A1	uniprot:Q5TF55;uniprot:A0A024RAC7;uniprot:P30038								
PEPD	Protein	uniprot:P12955	""	ensembl:ENSG00000124299	ncbigene:5184	hgnc.symbol:PEPD	uniprot:A0A8V8TLP4;uniprot:A0A8V8TLR6;uniprot:A0A8V8TLP2;uniprot:A0A494C165;uniprot:A0A8V8TN48;uniprot:A0A8V8TN70;uniprot:K7ES25;uniprot:A0A8V8TM81;uniprot:A0A8V8TLR1;uniprot:A0A8V8TM86;uniprot:V9GYL0;uniprot:P12955;uniprot:A0A494C194;uniprot:A0A8V8TLN7;uniprot:V9GYE4;uniprot:A0A140VJR2;uniprot:A0A8V8TNH5;uniprot:A0A8V8TLL9;uniprot:A0A8V8TNF2								
PRODH	Protein	uniprot:O43272	"aka proline dehydrogenase"	ensembl:ENSG00000100033	ncbigene:5625	hgnc.symbol:PRODH	uniprot:H7C3U9;uniprot:A0A087WWM6;uniprot:O43272;uniprot:C9JIW4;uniprot:H7C363;uniprot:E7EQL6								
OAT	Protein	uniprot:P04181	""	ensembl:ENSG00000065154	ncbigene:4942	hgnc.symbol:OAT	uniprot:A0A140VJQ4;uniprot:P04181								
