Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Thra	GeneProduct	ncbigene:81812		ensembl:ENSRNOG00000009066	ncbigene:81812		uniprot:P63059;uniprot:G3V764			
Thrb	GeneProduct	ncbigene:24831		ensembl:ENSRNOG00000006649	ncbigene:24831		uniprot:D3ZGG0;uniprot:F1LQ07;uniprot:A0A0G2QC48			
Thrb	GeneProduct	ncbigene:24831		ensembl:ENSRNOG00000006649	ncbigene:24831		uniprot:D3ZGG0;uniprot:F1LQ07;uniprot:A0A0G2QC48			
Rara	GeneProduct	ncbigene:24705		ensembl:ENSRNOG00000009972	ncbigene:24705		uniprot:Q499N1;uniprot:A0A0G2JW78			
RARB	GeneProduct	ncbigene:24706		ensembl:ENSRNOG00000024061	ncbigene:24706		uniprot:D3ZFD9			
Rarg	GeneProduct	ncbigene:685072								
Rarg	GeneProduct	ncbigene:685072								
Ppara	GeneProduct	ncbigene:25747		ensembl:ENSRNOG00000021463	ncbigene:25747		uniprot:P37230			
Ppard	GeneProduct	ncbigene:25682		ensembl:ENSRNOG00000000503	ncbigene:25682		uniprot:Q99ND3			
Pparg	GeneProduct	ncbigene:25664		ensembl:ENSRNOG00000008839	ncbigene:25664		uniprot:O88275			
Pparg	GeneProduct	ncbigene:25664		ensembl:ENSRNOG00000008839	ncbigene:25664		uniprot:O88275			
NR1D2	GeneProduct	ncbigene:259241		ensembl:ENSRNOG00000046912	ncbigene:259241		uniprot:A0A0H2UI31;uniprot:Q63504			
Nr0b1	GeneProduct	ncbigene:58850								
Ror1	GeneProduct	ncbigene:362550		ensembl:ENSRNOG00000029449	ncbigene:362550		uniprot:D3ZZ97			
Rora	GeneProduct	ncbigene:300807								
Rorc	GeneProduct	ncbigene:368158		ensembl:ENSRNOG00000020836	ncbigene:368158		uniprot:A0A0G2QC01			
Nr1h2	GeneProduct	ncbigene:58851		ensembl:ENSRNOG00000019812	ncbigene:58851		uniprot:Q62755			
Nr1h3	GeneProduct	ncbigene:58852		ensembl:ENSRNOG00000013172	ncbigene:58852		uniprot:Q5I035			
Vdr	GeneProduct	ncbigene:24873		ensembl:ENSRNOG00000054420	ncbigene:24873		uniprot:G3V744			
Hnf4a	GeneProduct	ncbigene:25735		ensembl:ENSRNOG00000008895	ncbigene:25735		uniprot:G3V750;uniprot:A0A0G2K0G1;uniprot:A0A0G2K5P1			
Rxra	GeneProduct	ncbigene:25271		ensembl:ENSRNOG00000009446	ncbigene:25271		uniprot:Q0VJ96			
Rxrb	GeneProduct	ncbigene:361801		ensembl:ENSRNOG00000000464	ncbigene:361801		uniprot:A0A0G2QBZ5			
Rxrg	GeneProduct	ncbigene:83574		ensembl:ENSRNOG00000004537	ncbigene:83574		uniprot:Q5BJR8;uniprot:A0A0G2JZ22			
Nr2c2	GeneProduct	ncbigene:50659		ensembl:ENSRNOG00000010536	ncbigene:50659		uniprot:G3V7F5			
Nr2f1	GeneProduct	ncbigene:81808		ensembl:ENSRNOG00000014795	ncbigene:81808		uniprot:F2Z3S9;uniprot:A0A1W2Q6N8			
Nr2f2	GeneProduct	ncbigene:113984		ensembl:ENSRNOG00000010308	ncbigene:113984		uniprot:A0A0G2K1W0;uniprot:O09018			
Nr2f6	GeneProduct	ncbigene:245980		ensembl:ENSRNOG00000016892	ncbigene:245980		uniprot:F1LP04			
NR2E1	GeneProduct	ncbigene:684085		ensembl:ENSRNOG00000050550	ncbigene:684085		uniprot:M0R4V9			
Esr1	GeneProduct	ncbigene:24890		ensembl:ENSRNOG00000019358	ncbigene:24890		uniprot:A0A1W7GKL0;uniprot:A0A0G2K0D4;uniprot:A0A1W7GYU9;uniprot:A0A1W7GYV5;uniprot:D0FYH4;uniprot:A0A1W7GKL6;uniprot:A0A1W7GYV2;uniprot:A0A1W7GYV1;uniprot:A0A0G2JZG2;uniprot:A0A0G2K1T9			
Esr2	GeneProduct	ncbigene:25149		ensembl:ENSRNOG00000005343	ncbigene:25149		uniprot:D3ZQD5;uniprot:Q59IV8;uniprot:Q59IV9;uniprot:D4AEI3			
Esrra	GeneProduct	ncbigene:293701		ensembl:ENSRNOG00000021139	ncbigene:293701		uniprot:Q5QJV7;uniprot:A0A0G2JWR7			
Esrrb	GeneProduct	ncbigene:299210		ensembl:ENSRNOG00000010259	ncbigene:299210		uniprot:P11475			
Nr3c1	GeneProduct	ncbigene:24413		ensembl:ENSRNOG00000014096	ncbigene:24413		uniprot:E9PT44			
Pgr	GeneProduct	ncbigene:25154								
Ar	GeneProduct	ncbigene:24208								
Nr4a1	GeneProduct	ncbigene:79240								
Nr4a2	GeneProduct	ncbigene:54278		ensembl:ENSRNOG00000005600	ncbigene:54278		uniprot:A0A0G2JSV4;uniprot:Q3LZI9;uniprot:Q3LZI6			
Nr5a1	GeneProduct	ncbigene:83826		ensembl:ENSRNOG00000012682	ncbigene:83826		uniprot:P50569			
Nr5a2	GeneProduct	ncbigene:60349		ensembl:ENSRNOG00000000653	ncbigene:60349		uniprot:Q9QWM1			
Nr1i2	GeneProduct	ncbigene:84385		ensembl:ENSRNOG00000002906	ncbigene:84385		uniprot:Q9R1A7			
Nr1i3	GeneProduct	ncbigene:65035		ensembl:ENSRNOG00000003260	ncbigene:65035		uniprot:Q76FN2;uniprot:Q402C1;uniprot:Q9QUS1			
