Label	Type	ID	Database	
ITGA4	GeneProduct	424121	Entrez Gene
CAPN9	GeneProduct	421544	Entrez Gene
ACTN	GeneProduct		
ILK	GeneProduct	374018	Entrez Gene
PTK2	GeneProduct	396416	Entrez Gene
ITGB3	GeneProduct	374209	Entrez Gene
ITGAE	GeneProduct		
SOS1	GeneProduct	425964	Entrez Gene
ZYX	GeneProduct	418300	Entrez Gene
RAP1A	GeneProduct	419867	Entrez Gene
ITGAM	GeneProduct		
CRK	GeneProduct	417553	Entrez Gene
ITGA7	GeneProduct		
ITGB7	GeneProduct		
MYO-P	GeneProduct		
CAPN5	GeneProduct	419086	Entrez Gene
ITGAD	GeneProduct		
SEPP1	GeneProduct	431587	Entrez Gene
ROCK1	GeneProduct	373970	Entrez Gene
ITGAV	GeneProduct	396420	Entrez Gene
ITGA3	GeneProduct	373946	Entrez Gene
VCL	GeneProduct	396422	Entrez Gene
RAPGEF1	GeneProduct	417173	Entrez Gene
ITGA2B	GeneProduct		
CAPN6	GeneProduct	422341	Entrez Gene
RAC2	GeneProduct	418044	Entrez Gene
PXN	GeneProduct	395832	Entrez Gene
PAK6	GeneProduct	428837	Entrez Gene
MAP2K1	GeneProduct	415549	Entrez Gene
BCAR1	GeneProduct	415691	Entrez Gene
ITGB4	GeneProduct	417374	Entrez Gene
ITGB8	GeneProduct	420605	Entrez Gene
PDPK1	GeneProduct	416588	Entrez Gene
CAPN3	GeneProduct	423233	Entrez Gene
SRC	GeneProduct	396442	Entrez Gene
DOCK1	GeneProduct	423960	Entrez Gene
VAV3	GeneProduct	373939	Entrez Gene
BRAF	GeneProduct	396239	Entrez Gene
CAV2	GeneProduct	417772	Entrez Gene
ITGAL	GeneProduct		
ARAF	GeneProduct		
CAPN11	GeneProduct		
CAPN10	GeneProduct	424945	Entrez Gene
ITGAX	GeneProduct		
ITGA1	GeneProduct	395951	Entrez Gene
FYN	GeneProduct	396294	Entrez Gene
MAPK10	GeneProduct	422592	Entrez Gene
CSK	GeneProduct	396396	Entrez Gene
CAV3	GeneProduct	378796	Entrez Gene
RHO	GeneProduct	396486	Entrez Gene
HRAS	GeneProduct	396229	Entrez Gene
MAPK7	GeneProduct		
CAV1	GeneProduct	373996	Entrez Gene
ITGB6	GeneProduct	424191	Entrez Gene
RCJMB04_5i17	GeneProduct	415419	Entrez Gene
SHC1	GeneProduct	395934	Entrez Gene
ITGB1	GeneProduct	374058	Entrez Gene
CAPN2	GeneProduct	395963	Entrez Gene
AKT3	GeneProduct	421497	Entrez Gene
MAP2K2	GeneProduct	396349	Entrez Gene
PIK3R2	GeneProduct	771142	Entrez Gene
ITGA9	GeneProduct	420757	Entrez Gene
TNS1	GeneProduct	396439	Entrez Gene
CAPN7	GeneProduct	420683	Entrez Gene
ITGA5	GeneProduct	378932	Entrez Gene
ITGA10	GeneProduct		
RAF1	GeneProduct	396245	Entrez Gene
VAV2	GeneProduct	373938	Entrez Gene
CDC42	GeneProduct	395917	Entrez Gene
RCJMB04_36h7	GeneProduct	415557	Entrez Gene
CAPNS1	GeneProduct	770982	Entrez Gene
ITGB2	GeneProduct	396181	Entrez Gene
PAK2	GeneProduct	424860	Entrez Gene
RCJMB04_8f10	GeneProduct	416496	Entrez Gene
MAPK1	GeneProduct	373953	Entrez Gene
SORBS1	GeneProduct	423749	Entrez Gene
PI5K	GeneProduct		
RAP1B	GeneProduct	417840	Entrez Gene
SRC	GeneProduct	396442	Entrez Gene
MAP2K6	GeneProduct		
PAK3	GeneProduct	422342	Entrez Gene
ITGA2	GeneProduct		
AKT2	GeneProduct	373973	Entrez Gene
CAPN1	GeneProduct	396240	Entrez Gene
RAC1	GeneProduct	395871	Entrez Gene
ROCK2	GeneProduct	374182	Entrez Gene
GIT2	GeneProduct	374035	Entrez Gene
MYO	GeneProduct		
VASP	GeneProduct		
p110	GeneProduct		
ITGA6	GeneProduct	396226	Entrez Gene
PAK1	GeneProduct	419083	Entrez Gene
AKT1	GeneProduct	395928	Entrez Gene
GRB2	GeneProduct	386572	Entrez Gene
ITGB5	GeneProduct	395142	Entrez Gene
ITGA8	GeneProduct	396225	Entrez Gene
ITGA11	GeneProduct	415560	Entrez Gene
ARHGEF7	GeneProduct	418761	Entrez Gene
MYLK2	GeneProduct	396356	Entrez Gene
PAK4	GeneProduct	770462	Entrez Gene
MAPK4	GeneProduct		
MAPK12	GeneProduct	769763	Entrez Gene
RAC3	GeneProduct	395870	Entrez Gene
TLN1	GeneProduct	395194	Entrez Gene
SHC3	GeneProduct	431265	Entrez Gene
PTK2	GeneProduct	396416	Entrez Gene
