ID	Database	Citation
8649988	Pubmed	"Repression by a differentiation-specific factor of the human cytomegalovirus enhancer. Huang TH, Oka T, Asai T, Okada T, Merrills BW, Gertson PN, et al. Nucleic Acids Res. 1996 May 1;24(9):1695–701.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8649988"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8649988"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8649988"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9539711	Pubmed	"The human U5-200kD DEXH-box protein unwinds U4/U6 RNA duplices in vitro. Laggerbauer B, Achsel T, Lührmann R. Proc Natl Acad Sci U S A. 1998 Apr 14;95(8):4188–92.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9539711"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9539711"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9539711"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10559958	Pubmed	"The lectin ERGIC-53 is a cargo transport receptor for glycoproteins. Appenzeller C, Andersson H, Kappeler F, Hauri HP. Nat Cell Biol. 1999 Oct;1(6):330–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10559958"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10559958"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10559958"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11136719	Pubmed	"Chromosome condensation by a human condensin complex in Xenopus egg extracts. Kimura K, Cuvier O, Hirano T. J Biol Chem. 2001 Feb 23;276(8):5417–20.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11136719"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11136719"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11136719"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11313909	Pubmed	"G(z) signaling: emerging divergence from G(i) signaling. Ho MK, Wong YH. Oncogene. 2001 Mar 26;20(13):1615–25.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11313909"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11313909"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11313909"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12878160	Pubmed	"VIPL, a VIP36-like membrane protein with a putative function in the export of glycoproteins from the endoplasmic reticulum. Neve EPA, Svensson K, Fuxe J, Pettersson RF. Exp Cell Res. 2003 Aug 1;288(1):70–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12878160"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12878160"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12878160"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14607834	Pubmed	"Cell cycle-dependent phosphorylation, nuclear localization, and activation of human condensin. Takemoto A, Kimura K, Yokoyama S, Hanaoka F. J Biol Chem. 2004 Feb 6;279(6):4551–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14607834"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14607834"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14607834"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15146063	Pubmed	"Spatial and temporal regulation of Condensins I and II in mitotic chromosome assembly in human cells. Ono T, Fang Y, Spector DL, Hirano T. Mol Biol Cell. 2004 Jul;15(7):3296–308.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15146063"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15146063"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15146063"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15840172	Pubmed	"Physical interaction and functional coupling between ACDP4 and the intracellular ion chaperone COX11, an implication of the role of ACDP4 in essential metal ion transport and homeostasis. Guo D, Ling J, Wang MH, She JX, Gu J, Wang CY. Mol Pain. 2005 Apr 19;1:15.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15840172"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15840172"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15840172"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16314508	Pubmed	"The essential WD40 protein Cia1 is involved in a late step of cytosolic and nuclear iron-sulfur protein assembly. Balk J, Aguilar Netz DJ, Tepper K, Pierik AJ, Lill R. Mol Cell Biol. 2005 Dec;25(24):10833–41.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16314508"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16314508"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16314508"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16723661	Pubmed	"The network of protein-protein interactions within the human U4/U6.U5 tri-snRNP. Liu S, Rauhut R, Vornlocher HP, Lührmann R. RNA. 2006 Jul;12(7):1418–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16723661"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16723661"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16723661"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17208316	Pubmed	"Regulation of MAP kinases by MAP kinase phosphatases. Kondoh K, Nishida E. Biochim Biophys Acta. 2007 Aug;1773(8):1227–37.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17208316"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17208316"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17208316"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17498836	Pubmed	"Sema4C participates in myogenic differentiation in vivo and in vitro through the p38 MAPK pathway. Wu H, Wang X, Liu S, Wu Y, Zhao T, Chen X, et al. Eur J Cell Biol. 2007 Jun;86(6):331–44.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17498836"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17498836"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17498836"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18025080	Pubmed	"Molecular basis of sugar recognition by the human L-type lectins ERGIC-53, VIPL, and VIP36. Kamiya Y, Kamiya D, Yamamoto K, Nyfeler B, Hauri HP, Kato K. J Biol Chem. 2008 Jan 25;283(4):1857–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18025080"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18025080"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18025080"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20018852	Pubmed	"Subunit composition and substrate specificity of a MOF-containing histone acetyltransferase distinct from the male-specific lethal (MSL) complex. Cai Y, Jin J, Swanson SK, Cole MD, Choi SH, Florens L, et al. J Biol Chem. 2010 Feb 12;285(7):4268–72.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20018852"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20018852"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20018852"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20154675	Pubmed	"Germline mutations in TMEM127 confer susceptibility to pheochromocytoma. Qin Y, Yao L, King EE, Buddavarapu K, Lenci RE, Chocron ES, et al. Nat Genet. 2010 Mar;42(3):229–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20154675"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20154675"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20154675"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20347885	Pubmed	"DUSP26 negatively affects the proliferation of epithelial cells, an effect not mediated by dephosphorylation of MAPKs. Patterson KI, Brummer T, Daly RJ, O’Brien PM. Biochim Biophys Acta. 2010 Sep;1803(9):1003–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20347885"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20347885"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20347885"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20463170	Pubmed	"The dual-specificity MAP kinase phosphatases: critical roles in development and cancer. Bermudez O, Pagès G, Gimond C. Am J Physiol Cell Physiol. 2010 Aug;299(2):C189-202.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20463170"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20463170"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20463170"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21346191	Pubmed	"Arid5a cooperates with Sox9 to stimulate chondrocyte-specific transcription. Amano K, Hata K, Muramatsu S, Wakabayashi M, Takigawa Y, Ono K, et al. Mol Biol Cell. 2011 Apr 15;22(8):1300–11.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21346191"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21346191"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21346191"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22569528	Pubmed	"ERK1/2 MAP kinases: structure, function, and regulation. Roskoski R Jr. Pharmacol Res. 2012 Aug;66(2):105–43.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22569528"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22569528"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22569528"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23045696	Pubmed	"Structural basis for functional cooperation between tandem helicase cassettes in Brr2-mediated remodeling of the spliceosome. Santos KF, Jovin SM, Weber G, Pena V, Lührmann R, Wahl MC. Proc Natl Acad Sci U S A. 2012 Oct 23;109(43):17418–23.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23045696"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23045696"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23045696"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23105096	Pubmed	"Rab26 modulates the cell surface transport of α2-adrenergic receptors from the Golgi. Li C, Fan Y, Lan TH, Lambert NA, Wu G. J Biol Chem. 2012 Dec 14;287(51):42784–94.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23105096"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23105096"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23105096"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23507753	Pubmed	"The Lipid Transfer Protein StarD7: Structure, Function, and Regulation. Flores-Martin J, Rena V, Angeletti S, Panzetta-Dutari GM, Genti-Raimondi S. Int J Mol Sci. 2013 Mar 18;14(3):6170–86.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23507753"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23507753"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23507753"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23585563	Pubmed	"IOP1 protein is an external component of the human cytosolic iron-sulfur cluster assembly (CIA) machinery and functions in the MMS19 protein-dependent CIA pathway. Seki M, Takeda Y, Iwai K, Tanaka K. J Biol Chem. 2013 Jun 7;288(23):16680–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23585563"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23585563"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23585563"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23891004	Pubmed	"Human CIA2A-FAM96A and CIA2B-FAM96B integrate iron homeostasis and maturation of different subsets of cytosolic-nuclear iron-sulfur proteins. Stehling O, Mascarenhas J, Vashisht AA, Sheftel AD, Niggemeyer B, Rösser R, et al. Cell Metab. 2013 Aug 6;18(2):187–98.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23891004"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23891004"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23891004"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24038607	Pubmed	"SAS1B protein [ovastacin] shows temporal and spatial restriction to oocytes in several eutherian orders and initiates translation at the primary to secondary follicle transition. Pires ES, Hlavin C, Macnamara E, Ishola-Gbenla K, Doerwaldt C, Chamberlain C, et al. Dev Dyn. 2013 Dec;242(12):1405–26.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24038607"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24038607"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24038607"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24706765	Pubmed	"Mg2+-dependent interactions of ATP with the cystathionine-β-synthase (CBS) domains of a magnesium transporter. Hirata Y, Funato Y, Takano Y, Miki H. J Biol Chem. 2014 May 23;289(21):14731–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24706765"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24706765"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24706765"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25347473	Pubmed	"Membrane protein CNNM4-dependent Mg2+ efflux suppresses tumor progression. Funato Y, Yamazaki D, Mizukami S, Du L, Kikuchi K, Miki H. J Clin Invest. 2014 Dec;124(12):5398–410.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25347473"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25347473"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25347473"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26227573	Pubmed	"Recurrent deletions and duplications of chromosome 2q11.2 and 2q13 are associated with variable outcomes. Riley KN, Catalano LM, Bernat JA, Adams SD, Martin DM, Lalani SR, et al. Am J Med Genet A. 2015 Nov;167A(11):2664–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26227573"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26227573"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26227573"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27006114	Pubmed	"The Mg2+ transporter CNNM4 regulates sperm Ca2+ homeostasis and is essential for reproduction. Yamazaki D, Miyata H, Funato Y, Fujihara Y, Ikawa M, Miki H. J Cell Sci. 2016 May 1;129(9):1940–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27006114"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27006114"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27006114"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28246390	Pubmed	"PRL3 phosphatase active site is required for binding the putative magnesium transporter CNNM3. Zhang H, Kozlov G, Li X, Wu H, Gulerez I, Gehring K. Sci Rep. 2017 Mar 3;7(1):48.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28246390"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28246390"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28246390"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28252035	Pubmed	"Regulation of atypical MAP kinases ERK3 and ERK4 by the phosphatase DUSP2. Perander M, Al-Mahdi R, Jensen TC, Nunn JAL, Kildalsen H, Johansen B, et al. Sci Rep. 2017 Mar 2;7:43471.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28252035"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28252035"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28252035"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28450392	Pubmed	"O-Linked N-acetylglucosamine transferase 1 regulates global histone H4 acetylation via stabilization of the nonspecific lethal protein NSL3. Wu D, Zhao L, Feng Z, Yu C, Ding J, Wang L, et al. J Biol Chem. 2017 Jun 16;292(24):10014–25.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28450392"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28450392"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28450392"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28502770	Pubmed	"An Atomic Structure of the Human Spliceosome. Zhang X, Yan C, Hang J, Finci LI, Lei J, Shi Y. Cell. 2017 May 18;169(5):918-929.e14.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28502770"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28502770"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28502770"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28781166	Pubmed	"Cryo-EM Structure of a Pre-catalytic Human Spliceosome Primed for Activation. Bertram K, Agafonov DE, Dybkov O, Haselbach D, Leelaram MN, Will CL, et al. Cell. 2017 Aug 10;170(4):701-713.e11.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28781166"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28781166"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28781166"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
29301859	Pubmed	"PARL partitions the lipid transfer protein STARD7 between the cytosol and mitochondria. Saita S, Tatsuta T, Lampe PA, König T, Ohba Y, Langer T. EMBO J. 2018 Feb 15;37(4):e97909.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/29301859"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/29301859"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/29301859"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
