Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
5-Amino-2-oxopentanoic acid	Metabolite	kegg.compound:C01110	""					wikidata:Q27121579	chebi:49268;chebi:17572;chebi:58802	inchikey:BWHGMFYTDQEALD-UHFFFAOYSA-N	pubchem.compound:25200452;pubchem.compound:439402	chemspider:388519	hmdb:HMDB0006272	kegg.compound:C01110	lipidmaps:LMFA01060169
1-Pyrroline-2-carboxylate	Metabolite	kegg.compound:C03564	""					wikidata:Q27102393	chebi:17425;chebi:36761	inchikey:RHTAIKJZSXNELN-UHFFFAOYSA-M;inchikey:RHTAIKJZSXNELN-UHFFFAOYSA-N	pubchem.compound:440046;pubchem.compound:11966218	chemspider:10140211;chemspider:389057	hmdb:HMDB0006875	kegg.compound:C03564	
(2R,4S)-2,4-Diaminopentanoate	Metabolite	kegg.compound:C03943	""					wikidata:Q27106323	chebi:4280	inchikey:PCEJMSIIDXUDSN-IUYQGCFVSA-N	pubchem.compound:440169	chemspider:389160		kegg.compound:C03943	
L-Arginine	Metabolite	kegg.compound:C00062	""					wikidata:Q173670	chebi:16467	inchikey:ODKSFYDXXFIFQN-BYPYZUCNSA-N	pubchem.compound:6322;pubchem.compound:28782	chemspider:6082	hmdb:HMDB0000517	kegg.compound:C00062	
L-Ornithine	Metabolite	kegg.compound:C00077	""					wikidata:Q410198	chebi:15729	inchikey:AHLPHDHHMVZTML-BYPYZUCNSA-N	pubchem.compound:88747248;pubchem.compound:6262	chemspider:6026	hmdb:HMDB0000214	kegg.compound:C00077	
5-Guanidino-2-oxopentanoate	Metabolite	kegg.compound:C03771	""					wikidata:Q27103511	chebi:58489;chebi:18253;chebi:28116	inchikey:ARBHXJXXVVHMET-UHFFFAOYSA-N	pubchem.compound:558;pubchem.compound:25244978	chemspider:542	hmdb:HMDB0004225	kegg.compound:C03771	
2-Amino-4-oxopentanoic acid	Metabolite	kegg.compound:C03341	""					wikidata:Q61041490	chebi:15914;chebi:57563	inchikey:QUCHWTCTBHQQDU-UHFFFAOYSA-N	pubchem.compound:25201293;pubchem.compound:423		hmdb:HMDB0244991	kegg.compound:C03341	lipidmaps:LMFA01060171
Bacitracin	Metabolite	kegg.compound:C01667	""					wikidata:Q61954719						kegg.compound:C01667	
D-Ornithine	Metabolite	kegg.compound:C00515	""					wikidata:Q27077099	chebi:16176	inchikey:AHLPHDHHMVZTML-SCSAIBSYSA-N	pubchem.compound:71082	chemspider:64236	hmdb:HMDB0003374	kegg.compound:C00515	
D-Arginine	Metabolite	kegg.compound:C00792	""					wikidata:Q27076987	chebi:15816	inchikey:ODKSFYDXXFIFQN-SCSAIBSYSA-N	pubchem.compound:71070	chemspider:64224	hmdb:HMDB0003416	kegg.compound:C00792	
2.6.1.21	GeneProduct	eccode:2.6.1.21	""												
ec:1.4.1.12	GeneProduct	eccode:1.4.1.12	""												
ec:5.1.1.10	GeneProduct	eccode:5.1.1.10	""												
aao	GeneProduct	myco.tuber:Rv1905c	"Original kegg element: gene;10;mtu:Rv1905c"												
ec:3.5.3.10	GeneProduct	eccode:3.5.3.10	""												
aao	GeneProduct	myco.tuber:Rv1905c	"Original kegg element: gene;4;mtu:Rv1905c"												
ec:5.1.1.9	GeneProduct	eccode:5.1.1.9	""												
ec:5.4.3.5	GeneProduct	eccode:5.4.3.5	""												
ec:5.1.1.12	GeneProduct	eccode:5.1.1.12	""												
