Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
RBL1	Protein	ensembl:ENSBTAG00000011541	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5933	ensembl:ENSBTAG00000011541	ncbigene:524870		uniprot:E1BMR3			
RB1	Protein	ensembl:ENSBTAG00000006640	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5925	ensembl:ENSBTAG00000006640	ncbigene:534712		uniprot:A0A3Q1MEV0;uniprot:F1MD46			
ELK3	Protein	ensembl:ENSBTAG00000001509	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2004	ensembl:ENSBTAG00000001509	ncbigene:541125		uniprot:A2VDT5;uniprot:A0A3Q1M936			
PAX5	Protein	ensembl:ENSBTAG00000012498	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5079	ensembl:ENSBTAG00000012498	ncbigene:538371		uniprot:A0A3Q1MM48;uniprot:F1MWQ4			
MYOD1	Protein	ensembl:ENSBTAG00000002216	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:4654	ensembl:ENSBTAG00000002216	ncbigene:281938		uniprot:Q0VBX9			
PAX8	Protein	ensembl:ENSBTAG00000019354	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:7849	ensembl:ENSBTAG00000019354	ncbigene:534661		uniprot:A0A3Q1NGK9;uniprot:A0A3Q1LK45;uniprot:A0A3Q1MTI2;uniprot:F1MLH9			
ELK1	Protein	ensembl:ENSBTAG00000015817	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2002	ensembl:ENSBTAG00000015817	ncbigene:786886		uniprot:F1MT98			
RBL2	Protein	ensembl:ENSBTAG00000016243	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5934	ensembl:ENSBTAG00000016243	ncbigene:533294		uniprot:A5D7M0;uniprot:A0A3Q1M1Y7;uniprot:A0A3Q1MZD9			
ID3	Protein	ensembl:ENSBTAG00000030425	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:3399	ensembl:ENSBTAG00000030425	ncbigene:538690		uniprot:Q5E981			
ELK4	Protein	ensembl:ENSBTAG00000004953	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2005	ensembl:ENSBTAG00000004953	ncbigene:540309		uniprot:A0A3S5ZPA6;uniprot:A2VDQ8;uniprot:G3N2I0			
CCNE1	Protein	ensembl:ENSBTAG00000004735	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:898	ensembl:ENSBTAG00000004735	ncbigene:533526		uniprot:A0A3Q1NCH0;uniprot:E1B9U2			
PAX2	Protein	ensembl:ENSBTAG00000021566	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5076	ensembl:ENSBTAG00000021566	ncbigene:100297382		uniprot:A0A3Q1LYL1;uniprot:F1MNR2;uniprot:A0A3Q1M9T4;uniprot:A0A3Q1MGR0;uniprot:A0A3Q1M711			
CDK2	Protein	ensembl:ENSBTAG00000004021	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1017	ensembl:ENSBTAG00000004021	ncbigene:519217		uniprot:Q5E9Y0			
SREBF1	Protein	ensembl:ENSBTAG00000007884	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:6720	ensembl:ENSBTAG00000007884	ncbigene:539361		uniprot:A0A3Q1MST2;uniprot:F6RVY7;uniprot:A0A3Q1M285			
ID2	Protein	ensembl:ENSBTAG00000021187	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:3398	ensembl:ENSBTAG00000021187	ncbigene:505025		uniprot:Q3ZC46			
ID1	Protein	ensembl:ENSBTAG00000016169	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:3397	ensembl:ENSBTAG00000016169	ncbigene:497011		uniprot:A4IF68			
