Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
WDR1	GeneProduct	ncbigene:9948		ensembl:ENSG00000071127	ncbigene:9948	hgnc.symbol:WDR1	uniprot:D6RD66;uniprot:V9HWG7;uniprot:O75083			
EIF4EBP1	GeneProduct	ncbigene:1978		ensembl:ENSG00000187840	ncbigene:1978	hgnc.symbol:EIF4EBP1	uniprot:Q13541			
IL1R1	GeneProduct	ncbigene:3554		ensembl:ENSG00000115594	ncbigene:3554	hgnc.symbol:IL1R1	uniprot:B8ZZW4;uniprot:C9J3W8;uniprot:C9J686;uniprot:C9JQ36;uniprot:B8ZZ73;uniprot:C9JW84;uniprot:B9A040;uniprot:P14778;uniprot:H7BZM5;uniprot:F8WF92;uniprot:C9JWB2			
NR4A3	GeneProduct	ncbigene:8013		ensembl:ENSG00000119508	ncbigene:8013	hgnc.symbol:NR4A3	uniprot:Q92570;uniprot:A0A024R168			
IL1A	GeneProduct	ncbigene:3552		ensembl:ENSG00000115008	ncbigene:3552	hgnc.symbol:IL1A	uniprot:P01583			
IFNG	GeneProduct	ncbigene:3458		ensembl:ENSG00000111537	ncbigene:3458	hgnc.symbol:IFNG	uniprot:P01579			
EIF4E	GeneProduct	ncbigene:1977		ensembl:ENSG00000151247	ncbigene:1977	hgnc.symbol:EIF4E	uniprot:D6RBW1;uniprot:D6RFJ3;uniprot:X5D7E3;uniprot:P06730;uniprot:H0Y8J7			
VEGF	GeneProduct	ncbigene:7422		ensembl:ENSG00000112715	ncbigene:7422	hgnc.symbol:VEGFA	uniprot:A0A0A0MTB2;uniprot:A0A0A0MSI7;uniprot:A0A0Y0IMM4;uniprot:A0A0A0MSH7;uniprot:H3BLW8;uniprot:A0A024RD33;uniprot:A0A0A0MSH5;uniprot:J3KPA4;uniprot:A0A024RD37;uniprot:A0A0A0MRQ4;uniprot:A0A5F9ZH41;uniprot:H0YBI8;uniprot:A2A2V4;uniprot:A0A0A0MR43;uniprot:P15692;uniprot:H0YBZ0			
ATF3	GeneProduct	ncbigene:467		ensembl:ENSG00000162772	ncbigene:467	hgnc.symbol:ATF3	uniprot:P18847;uniprot:Q5VTZ4;uniprot:A0A0A0MRJ2			
TCF8	GeneProduct	ncbigene:6935		ensembl:ENSG00000148516	ncbigene:6935	hgnc.symbol:ZEB1	uniprot:F6U0D0;uniprot:P37275;uniprot:H0YMD3;uniprot:F6TDF5;uniprot:H0YND9			
JUND	GeneProduct	ncbigene:3727		ensembl:ENSG00000130522	ncbigene:3727	hgnc.symbol:JUND	uniprot:P17535;uniprot:U3KPR5			
GDF8	GeneProduct	ncbigene:2660		ensembl:ENSG00000138379	ncbigene:2660	hgnc.symbol:MSTN	uniprot:O14793;uniprot:Q53S46			
ADAM10	GeneProduct	ncbigene:102		ensembl:ENSG00000137845	ncbigene:102	hgnc.symbol:ADAM10	uniprot:O14672;uniprot:B5MC71;uniprot:H0YNC5;uniprot:H3BS53;uniprot:H0YK32;uniprot:H0YK87;uniprot:A0A024R5U5;uniprot:A0A087WYG1;uniprot:C9J9B4			
CYR61	GeneProduct	ncbigene:3491		ensembl:ENSG00000142871	ncbigene:3491	hgnc.symbol:CCN1	uniprot:A0A6Q8PGQ1;uniprot:O00622;uniprot:Q6FI18			
ANKRD1	GeneProduct	ncbigene:27063		ensembl:ENSG00000148677	ncbigene:27063	hgnc.symbol:ANKRD1	uniprot:A0A384NYH5;uniprot:Q15327			
DUSP14	GeneProduct	ncbigene:11072		ensembl:ENSG00000276023	ncbigene:11072	hgnc.symbol:DUSP14	uniprot:O95147;uniprot:Q6FI36			
HBEGF	GeneProduct	ncbigene:1839		ensembl:ENSG00000113070	ncbigene:1839	hgnc.symbol:HBEGF	uniprot:Q99075			
IFRD1	GeneProduct	ncbigene:3475		ensembl:ENSG00000006652	ncbigene:3475	hgnc.symbol:IFRD1	uniprot:E9PMY4;uniprot:C9J311;uniprot:C9JLG5;uniprot:C9J7U6;uniprot:A0A6Q8PFA5;uniprot:C9JNM6;uniprot:A4D0U1;uniprot:C9JA65;uniprot:A0A6Q8PF03;uniprot:C9JK78;uniprot:A0A6Q8PH75;uniprot:O00458;uniprot:H0YEE3;uniprot:A0A6Q8PHN0			
MYOG	GeneProduct	ncbigene:4656		ensembl:ENSG00000122180	ncbigene:4656	hgnc.symbol:MYOG	uniprot:P15173			
IL18	GeneProduct	ncbigene:3606		ensembl:ENSG00000150782	ncbigene:3606	hgnc.symbol:IL18	uniprot:A0A024R3E0;uniprot:Q14116			
