ID	Database	Citation
12226107	Pubmed	"Dual-substrate specificity short chain retinol dehydrogenases from the vertebrate retina. Haeseleer F, Jang GF, Imanishi Y, Driessen CAGG, Matsumura M, Nelson PS, et al. J Biol Chem. 2002 Nov 22;277(47):45537–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12226107"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12226107"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12226107"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12604213	Pubmed	"Coenzyme-based functional assignments of short-chain dehydrogenases/reductases (SDRs). Persson B, Kallberg Y, Oppermann U, Jörnvall H. Chem Biol Interact. 2003 Feb 1;143–144:271–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12604213"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12604213"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12604213"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17122102	Pubmed	"The roles of three palmitoylation sites of RPE65 in its membrane association and isomerohydrolase activity. Takahashi Y, Moiseyev G, Chen Y, Ma J xing. Invest Ophthalmol Vis Sci. 2006 Dec;47(12):5191–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17122102"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17122102"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17122102"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19061874	Pubmed	"The human short-chain dehydrogenase/reductase (SDR) superfamily: a bioinformatics summary. Bray JE, Marsden BD, Oppermann U. Chem Biol Interact. 2009 Mar 16;178(1–3):99–109.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19061874"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19061874"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19061874"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20188572	Pubmed	"The biochemical and structural basis for trans-to-cis isomerization of retinoids in the chemistry of vision. von Lintig J, Kiser PD, Golczak M, Palczewski K. Trends Biochem Sci. 2010 Jul;35(7):400–10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20188572"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20188572"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20188572"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20304090	Pubmed	"Membrane-binding and enzymatic properties of RPE65. Kiser PD, Palczewski K. Prog Retin Eye Res. 2010 Sep;29(5):428–42.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20304090"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20304090"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20304090"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20494124	Pubmed	"Superfamilies SDR and MDR: from early ancestry to present forms. Emergence of three lines, a Zn-metalloenzyme, and distinct variabilities. Jörnvall H, Hedlund J, Bergman T, Oppermann U, Persson B. Biochem Biophys Res Commun. 2010 May 21;396(1):125–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20494124"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20494124"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20494124"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21111842	Pubmed	"The cone-specific visual cycle. Wang JS, Kefalov VJ. Prog Retin Eye Res. 2011 Mar;30(2):115–28.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21111842"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21111842"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21111842"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21447403	Pubmed	"Key enzymes of the retinoid (visual) cycle in vertebrate retina. Kiser PD, Golczak M, Maeda A, Palczewski K. Biochim Biophys Acta. 2012 Jan;1821(1):137–51.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21447403"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21447403"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21447403"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21554544	Pubmed	"The lipid translocase, ABCA4: seeing is believing. Pollock NL, Callaghan R. FEBS J. 2011 Sep;278(18):3204–14.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21554544"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21554544"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21554544"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22074927	Pubmed	"Metabolism of carotenoids and retinoids related to vision. von Lintig J. J Biol Chem. 2012 Jan 13;287(3):1627–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22074927"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22074927"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22074927"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
