Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
THDOC	Metabolite	pubchem.compound:91475	""					wikidata:Q2058978		inchikey:CYKYBWRSLLXBOW-SIDISFDHSA-N	pubchem.compound:91475	chemspider:82600			
ketanserin	Metabolite	chebi:6123	""					wikidata:Q415997	chebi:6123	inchikey:FPCCSQOGAWCVBH-UHFFFAOYSA-N	pubchem.compound:3822	chemspider:3690	hmdb:HMDB0253783	kegg.compound:C07464	
Adra1a	GeneProduct	ensembl:ENSRNOG00000009522	""	ensembl:ENSRNOG00000009522	ncbigene:29412		uniprot:A0A8L2Q6V0								
Grin2d	GeneProduct	ensembl:ENSRNOG00000021063	""	ensembl:ENSRNOG00000021063	ncbigene:24412		uniprot:Q62645								
Htr2a	GeneProduct	ensembl:ENSRNOG00000010063	""	ensembl:ENSRNOG00000010063	ncbigene:29595		uniprot:P14842								
Arc	GeneProduct	ensembl:ENSRNOG00000043465	""	ensembl:ENSRNOG00000043465	ncbigene:54323		uniprot:Q63053								
Nlgn1	GeneProduct	ensembl:ENSRNOG00000032576	""	ensembl:ENSRNOG00000032576	ncbigene:116647		uniprot:A0A0H2UHW8;uniprot:A0A8I6GKV2;uniprot:Q62765								
Plek	GeneProduct	ensembl:ENSRNOG00000005214	""	ensembl:ENSRNOG00000005214	ncbigene:364206		uniprot:A0A0G2K393;uniprot:A0A8I6ANX3;uniprot:A0A8I6ANN0;uniprot:Q4KM33								
Ppp3ca	GeneProduct	ensembl:ENSRNOG00000009882	""	ensembl:ENSRNOG00000009882	ncbigene:24674		uniprot:A0A8I5Y7T7;uniprot:P63329								
Plcd4	GeneProduct	ensembl:ENSRNOG00000016361	""	ensembl:ENSRNOG00000016361			uniprot:A0A8L2QKX9								
Htr1a	GeneProduct	ensembl:ENSRNOG00000010254	""	ensembl:ENSRNOG00000010254	ncbigene:24473		uniprot:G3V7B9								
Htr2c	GeneProduct	ensembl:ENSRNOG00000030877	""	ensembl:ENSRNOG00000030877	ncbigene:25187		uniprot:F1LPS1;uniprot:A0A0G2JY06;uniprot:A0A8I6A845;uniprot:P08909								
KPCB	GeneProduct	ensembl:ENSRNOG00000012061	""	ensembl:ENSRNOG00000012061	ncbigene:25023		uniprot:A0A8I5Y861;uniprot:A0A8I6AM65;uniprot:F1LS42;uniprot:A0A8I5ZQS9;uniprot:A0A8I5XW57;uniprot:A0A8I5ZUY0;uniprot:F1LS36;uniprot:P68403;uniprot:A0A0G2K5Q0								
Fos	GeneProduct	ensembl:ENSRNOG00000008015	""	ensembl:ENSRNOG00000008015	ncbigene:314322		uniprot:P12841								
CRF	Protein	uniprot:P01143	""	ensembl:ENSRNOG00000012703	ncbigene:81648		uniprot:P01143								
