Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Crotonyl-CoA	Metabolite	chebi:36926	"See https://www.rhea-db.org/rhea/26558"					wikidata:Q27104386	chebi:36926	inchikey:KFWWCMJSYSSPSK-CITAKDKDSA-N	pubchem.compound:644064	chemspider:21865275			
trans,cis-Lauro-2,6-dienoyl-CoA	Metabolite	chebi:28387	""					wikidata:Q27103668	chebi:28387	inchikey:BNPQDIKRZDRREL-GQUYLXGASA-N	pubchem.compound:11966194	chemspider:10140187	hmdb:HMDB0062630;hmdb:HMDB0011123	kegg.compound:C05279	lipidmaps:LMFA07050111
3-oxooctanoyl-CoA	Metabolite	chebi:62619	""					wikidata:Q27132048	chebi:62619	inchikey:WPIVBCGRGVNDDT-CECATXLMSA-J	pubchem.compound:46173417	chemspider:26332795			
3-Oxododexanoyl-CoA	Metabolite	pubchem.compound:11966169	""					wikidata:Q27103381	chebi:27868	inchikey:HQANBZHVWIDNQZ-GMHMEAMDSA-N	pubchem.compound:11966169	chemspider:10140162	hmdb:HMDB0003937	kegg.compound:C05263	lipidmaps:LMFA07050013
(S)-Hydroxyhexanoyl-CoA	Metabolite	chebi:28276	""					wikidata:Q27103605	chebi:28276	inchikey:VAAHKRMGOFIORX-IKTBLOROSA-N	pubchem.compound:11966160	chemspider:10140154	hmdb:HMDB0003942	kegg.compound:C05268	lipidmaps:LMFA07050156
Fatty Acid	Metabolite	chebi:35366	""					wikidata:Q61476	chebi:35366					kegg.compound:C00162	lipidmaps:LMFA01010000
4-cis-Decenoyl-CoA	Metabolite	hmdb:HMDB02145	""					wikidata:Q27109958;wikidata:Q76386913	chebi:29140	inchikey:QTOYQSMKQWCWOX-SGUJYKCESA-N;inchikey:QTOYQSMKQWCWOX-CCVVLBLYSA-N	pubchem.compound:6443609;pubchem.compound:24883430	chemspider:21864928;chemspider:4947585	hmdb:HMDB0002145		lipidmaps:LMFA07050301
Octanoyl-CoA	Metabolite	hmdb:HMDB01070	""					wikidata:Q3348796	chebi:15533	inchikey:KQMZYOXOBSXMII-UHFFFAOYSA-N	pubchem.compound:380	chemspider:21232035;chemspider:21232550;chemspider:371	hmdb:HMDB0001070	kegg.compound:C01944	
(S)-3-hydroxydodecanoyl-coenzyme A	Metabolite	chebi:27668	""					wikidata:Q27103249	chebi:27668	inchikey:IJFLXRCJWPKGKJ-AGWWUHEJSA-N;inchikey:IJFLXRCJWPKGKJ-LXIXEQKWSA-N	pubchem.compound:440603;pubchem.compound:11966173	chemspider:10140166;chemspider:389501	hmdb:HMDB0003936	kegg.compound:C05262	lipidmaps:LMFA07050158
(2E)-Tetradecenoyl-CoA	Metabolite	hmdb:HMDB03946	""						chebi:27721	inchikey:MBCVYCOKMMMWLX-IKUURZALSA-N	pubchem.compound:5280767	chemspider:4444333	hmdb:HMDB0003946	kegg.compound:C05273	
Glutarate	Metabolite	pubchem.compound:743	""					wikidata:Q409622	chebi:17859	inchikey:JFCQEDHGNNZCLN-UHFFFAOYSA-N	pubchem.compound:23322899;pubchem.compound:743	chemspider:723	hmdb:HMDB0000661	kegg.compound:C00489	lipidmaps:LMFA01170046
(E)-hexadec-2-enoyl-coenzyme A	Metabolite	chebi:28935	""					wikidata:Q27103972	chebi:28935	inchikey:JUPAQFRKPHPXLD-MSHHSVQMSA-N	pubchem.compound:25271599	chemspider:26333160		kegg.compound:C05272	lipidmaps:LMFA07050144
3-oxotetradecanoyl-CoA	Metabolite	chebi:62543	""					wikidata:Q27132003	chebi:62543	inchikey:IQNFBGHLIVBNOU-QSGBVPJFSA-J	pubchem.compound:25245316	chemspider:26332756			
