Label	Type	ID	Database	
BMPR1B	GeneProduct	ENSBTAG00000002081	Ensembl
PRLR	GeneProduct	ENSBTAG00000025035	Ensembl
FSHR	GeneProduct	ENSBTAG00000032424	Ensembl
LHCGR	GeneProduct	ENSBTAG00000016573	Ensembl
ZP3	GeneProduct	ENSBTAG00000014834	Ensembl
ZP3	GeneProduct	ENSBTAG00000014834	Ensembl
FIGLA	GeneProduct	ENSBTAG00000008905	Ensembl
DMC1	GeneProduct	ENSBTAG00000005936	Ensembl
ATM	GeneProduct	ENSBTAG00000003111	Ensembl
MLH1	GeneProduct	ENSBTAG00000016758	Ensembl
MSH5	GeneProduct	ENSBTAG00000019790	Ensembl
GDF9	GeneProduct	ENSBTAG00000009478	Ensembl
ZP2	GeneProduct	ENSBTAG00000011504	Ensembl
SMPD1	GeneProduct	ENSBTAG00000015628	Ensembl
DAZL	GeneProduct	ENSBTAG00000000502	Ensembl
GJA4	GeneProduct	ENSBTAG00000013881	Ensembl
GJA4	GeneProduct	ENSBTAG00000013881	Ensembl
INHA	GeneProduct	ENSBTAG00000009972	Ensembl
SMAD3	GeneProduct	ENSBTAG00000012599	Ensembl
PGR	GeneProduct	ENSBTAG00000024648	Ensembl
ESR2	GeneProduct	ENSBTAG00000004498	Ensembl
VDR	GeneProduct	ENSBTAG00000016414	Ensembl
NR5A1	GeneProduct	ENSBTAG00000009017	Ensembl
TF2D	GeneProduct	ENSBTAG00000002545	Ensembl
NCOR1	GeneProduct	ENSBTAG00000013271	Ensembl
NRIP1	GeneProduct	ENSBTAG00000047293	Ensembl
EGR1	GeneProduct	ENSBTAG00000010069	Ensembl
CEBPB	GeneProduct		
PTGER2	GeneProduct	ENSBTAG00000002163	Ensembl
CDKN1B	GeneProduct	ENSBTAG00000018254	Ensembl
CCND2	GeneProduct	ENSBTAG00000016649	Ensembl
CDK4	GeneProduct	ENSBTAG00000046091	Ensembl
SMPD1	GeneProduct	ENSBTAG00000015628	Ensembl
CYP19A1	GeneProduct	ENSBTAG00000014890	Ensembl
SYNE2	GeneProduct	ENSBTAG00000025450	Ensembl
GDF9	GeneProduct	ENSBTAG00000009478	Ensembl
INHA	GeneProduct	ENSBTAG00000009972	Ensembl
