Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Nifedipine	Metabolite	chebi:7565	""					wikidata:Q39111	chebi:7565	inchikey:HYIMSNHJOBLJNT-UHFFFAOYSA-N	pubchem.compound:4485	chemspider:4330	hmdb:HMDB0015247	kegg.compound:C07266	
Cholesterol	Metabolite	chebi:16113	""					wikidata:Q43656	chebi:16113	inchikey:HVYWMOMLDIMFJA-DPAQBDIFSA-N	pubchem.compound:5997	chemspider:5775	hmdb:HMDB0000067	kegg.compound:C00187	lipidmaps:LMST01010001
NO	Metabolite	hmdb:HMDB0003378	""						chebi:16480	inchikey:MWUXSHHQAYIFBG-UHFFFAOYSA-N	pubchem.compound:145068	chemspider:127983	hmdb:HMDB0003378	kegg.compound:C00533	
PCNA	GeneProduct	ncbigene:5111	""	ensembl:ENSG00000132646	ncbigene:5111	hgnc.symbol:PCNA	uniprot:P12004								
MAP2K1	GeneProduct	ncbigene:5604	""	ensembl:ENSG00000169032	ncbigene:5604	hgnc.symbol:MAP2K1	uniprot:A0A8I5QJ96;uniprot:A0A8I5KXN4;uniprot:A0A8I5KYS7;uniprot:A4QPA9;uniprot:A0A8I5QJC1;uniprot:A0A8I5QJL9;uniprot:B4DFY5;uniprot:A0A8I5KRX5;uniprot:H3BRW9;uniprot:A0A8I5KYB4;uniprot:A0A8I5QJP8;uniprot:A0A8I5KVF6;uniprot:Q02750								
SOD	GeneProduct	ncbigene:6647	""	ensembl:ENSG00000142168	ncbigene:6647	hgnc.symbol:SOD1	uniprot:P00441;uniprot:H7BYH4;uniprot:V9HWC9								
BDKRB2	GeneProduct	ncbigene:624	""	ensembl:ENSG00000168398	ncbigene:624	hgnc.symbol:BDKRB2	uniprot:P30411								
CYP3A4	GeneProduct	ncbigene:1576	""	ensembl:ENSG00000160868	ncbigene:1576	hgnc.symbol:CYP3A4	uniprot:Q6GRK0;uniprot:E7EVM8;uniprot:A0A494C0W7;uniprot:C9JBD2;uniprot:A0A499FJM4;uniprot:P08684								
PKC	GeneProduct	ncbigene:50818	""												
KDR/FLK1	GeneProduct	ncbigene:3791	""	ensembl:ENSG00000128052	ncbigene:3791	hgnc.symbol:KDR	uniprot:P35968								
MAPK1	GeneProduct	ncbigene:5594	""	ensembl:ENSG00000100030	ncbigene:5594	hgnc.symbol:MAPK1	uniprot:P28482;uniprot:Q1HBJ4								
PTK2B	GeneProduct	ncbigene:2185	""	ensembl:ENSG00000120899	ncbigene:2185	hgnc.symbol:PTK2B	uniprot:H0YB74;uniprot:E5RJ77;uniprot:E5RK84;uniprot:Q14289;uniprot:E5RHL2;uniprot:C9JHV9								
VEGF	Protein	uniprot:VEGF	""												
