ID	Database	Citation
12473691	Pubmed	"VCIP135, a novel essential factor for p97/p47-mediated membrane fusion, is required for Golgi and ER assembly in vivo. Uchiyama K, Jokitalo E, Kano F, Murata M, Zhang X, Canas B, et al. J Cell Biol. 2002 Dec 9;159(5):855–66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12473691"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12473691"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12473691"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16418725	Pubmed	"A functionally distinct member of the DP family of E2F subunits. Milton A, Luoto K, Ingram L, Munro S, Logan N, Graham AL, et al. Oncogene. 2006 May 25;25(22):3212–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16418725"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16418725"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16418725"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17980596	Pubmed	"Human Cep192 is required for mitotic centrosome and spindle assembly. Gomez-Ferreria MA, Rath U, Buster DW, Chanda SK, Caldwell JS, Rines DR, et al. Curr Biol. 2007 Nov 20;17(22):1960–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17980596"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17980596"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17980596"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20174469	Pubmed	"Dysbindin promotes the post-endocytic sorting of G protein-coupled receptors to lysosomes. Marley A, von Zastrow M. PLoS One. 2010 Feb 19;5(2):e9325.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20174469"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20174469"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20174469"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20381594	Pubmed	"Transcriptional regulation of the Alström syndrome gene ALMS1 by members of the RFX family and Sp1. Purvis TL, Hearn T, Spalluto C, Knorz VJ, Hanley KP, Sanchez-Elsner T, et al. Gene. 2010 Jul 15;460(1–2):20–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20381594"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20381594"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20381594"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22199231	Pubmed	"Proteomic analysis of mitotic RNA polymerase II reveals novel interactors and association with proteins dysfunctional in disease. Möller A, Xie SQ, Hosp F, Lang B, Phatnani HP, James S, et al. Mol Cell Proteomics. 2012 Jun;11(6):M111.011767.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22199231"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22199231"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22199231"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22693585	Pubmed	"The Alström syndrome protein, ALMS1, interacts with α-actinin and components of the endosome recycling pathway. Collin GB, Marshall JD, King BL, Milan G, Maffei P, Jagger DJ, et al. PLoS One. 2012;7(5):e37925.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22693585"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22693585"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22693585"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23990561	Pubmed	"Molecular basis of tubulin transport within the cilium by IFT74 and IFT81. Bhogaraju S, Cajanek L, Fort C, Blisnick T, Weber K, Taschner M, et al. Science. 2013 Aug 30;341(6149):1009–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23990561"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23990561"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23990561"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24971877	Pubmed	"Cep192 controls the balance of centrosome and non-centrosomal microtubules during interphase. O’Rourke BP, Gomez-Ferreria MA, Berk RH, Hackl AMU, Nicholas MP, O’Rourke SC, et al. PLoS One. 2014 Jun 27;9(6):e101001.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24971877"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24971877"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24971877"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25446516	Pubmed	"IFT27 links the BBSome to IFT for maintenance of the ciliary signaling compartment. Eguether T, San Agustin JT, Keady BT, Jonassen JA, Liang Y, Francis R, et al. Dev Cell. 2014 Nov 10;31(3):279–90.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25446516"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25446516"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25446516"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26901434	Pubmed	"Pitchfork and Gprasp2 Target Smoothened to the Primary Cilium for Hedgehog Pathway Activation. Jung B, Padula D, Burtscher I, Landerer C, Lutter D, Theis F, et al. PLoS One. 2016 Feb 22;11(2):e0149477.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26901434"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26901434"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26901434"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27670760	Pubmed	"Membrane fission by dynamin: what we know and what we need to know. Antonny B, Burd C, De Camilli P, Chen E, Daumke O, Faelber K, et al. EMBO J. 2016 Nov 2;35(21):2270–84.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27670760"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27670760"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27670760"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28428259	Pubmed	"RABL2 interacts with the intraflagellar transport-B complex and CEP19 and participates in ciliary assembly. Nishijima Y, Hagiya Y, Kubo T, Takei R, Katoh Y, Nakayama K. Mol Biol Cell. 2017 Jun 15;28(12):1652–66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28428259"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28428259"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28428259"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28576874	Pubmed	"BLOC-1 is required for selective membrane protein trafficking from endosomes to primary cilia. Monis WJ, Faundez V, Pazour GJ. J Cell Biol. 2017 Jul 3;216(7):2131–50.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28576874"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28576874"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28576874"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30421101	Pubmed	"ALMS1 and Alström syndrome: a recessive form of metabolic, neurosensory and cardiac deficits. Hearn T. J Mol Med (Berl). 2019 Jan;97(1):1–17.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30421101"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30421101"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30421101"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31587445	Pubmed	"IFT172 as the 19th gene causative of oral-facial-digital syndrome. Yamada M, Uehara T, Suzuki H, Takenouchi T, Fukushima H, Morisada N, et al. Am J Med Genet A. 2019 Dec;179(12):2510–3.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31587445"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31587445"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31587445"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
