Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
VEGF	GeneProduct	ncbigene:22339		ensembl:ENSMUSG00000023951	ncbigene:22339		uniprot:F8WH10;uniprot:Q00731;uniprot:F8WH81;uniprot:E9Q4N8;uniprot:E9Q4N9			
MSTN	GeneProduct	ncbigene:17700		ensembl:ENSMUSG00000026100	ncbigene:17700		uniprot:A0A087WQL8;uniprot:Q540E2;uniprot:O08689			
Trim63	GeneProduct	ncbigene:433766		ensembl:ENSMUSG00000028834	ncbigene:433766		uniprot:F8VPZ1;uniprot:A2A9L4			
MYOD1	GeneProduct	ncbigene:17927		ensembl:ENSMUSG00000009471	ncbigene:17927		uniprot:P10085			
TSC2	GeneProduct	ncbigene:22084		ensembl:ENSMUSG00000002496	ncbigene:22084		uniprot:A0A2I3BPR7;uniprot:A0A2I3BPE9;uniprot:A0A2I3BRT5;uniprot:Q3UHB2;uniprot:A0A2I3BRA1;uniprot:A0A2I3BPP1;uniprot:Q3TQ10;uniprot:Q7TT21			
HGF	GeneProduct	ncbigene:15234		ensembl:ENSMUSG00000028864	ncbigene:15234		uniprot:Q08048			
Fbxo32	GeneProduct	ncbigene:67731		ensembl:ENSMUSG00000022358	ncbigene:67731		uniprot:Q9CPU7			
MYF5	GeneProduct	ncbigene:17877		ensembl:ENSMUSG00000000435	ncbigene:17877		uniprot:P24699;uniprot:A2RSK4			
TSC1	GeneProduct	ncbigene:64930		ensembl:ENSMUSG00000026812	ncbigene:64930		uniprot:F2Z3W0;uniprot:F2Z3X2;uniprot:Q9EP53			
AKT	GeneProduct	ncbigene:11651		ensembl:ENSMUSG00000001729	ncbigene:11651		uniprot:D3Z783;uniprot:D3YYP9;uniprot:D3YXX3;uniprot:P31750			
Smad3	GeneProduct	ncbigene:17127		ensembl:ENSMUSG00000032402	ncbigene:17127		uniprot:F7BUP2;uniprot:A2CG44;uniprot:A2CG45;uniprot:Q8BUN5			
IGF1	GeneProduct	ncbigene:16000		ensembl:ENSMUSG00000020053	ncbigene:16000		uniprot:E9Q138;uniprot:Q8CAR0;uniprot:E9PU89;uniprot:P05017;uniprot:Q4VJC0;uniprot:D3Z7M4;uniprot:Q4VJB9			
DDIT44	GeneProduct	ncbigene:74747		ensembl:ENSMUSG00000020108	ncbigene:74747		uniprot:B7ZNP9;uniprot:Q9D3F7			
RHEB	GeneProduct	ncbigene:19744		ensembl:ENSMUSG00000028945	ncbigene:19744		uniprot:Q921J2;uniprot:Q540E6			
FGF	GeneProduct	ncbigene:14164		ensembl:ENSMUSG00000036585	ncbigene:14164		uniprot:Q6ZWS1;uniprot:A0A494BBG9;uniprot:D3Z6E2;uniprot:D3Z6H1;uniprot:D6RCX9;uniprot:D3Z192;uniprot:P61148			
MTOR1	GeneProduct	ncbigene:56717		ensembl:ENSMUSG00000028991	ncbigene:56717		uniprot:Q9JLN9			
Smad2	GeneProduct	ncbigene:17126		ensembl:ENSMUSG00000024563	ncbigene:17126		uniprot:E9Q3M0;uniprot:E9PZV6;uniprot:E9PXA8;uniprot:E9Q5P9;uniprot:Q62432			
MYOG	GeneProduct	ncbigene:17928		ensembl:ENSMUSG00000026459	ncbigene:17928		uniprot:P12979			
Calcitriol	Protein	uniprot:P70160		ensembl:ENSMUSG00000030669	ncbigene:12310		uniprot:A0A0U1RNZ0;uniprot:P70160;uniprot:A0A0U1RNG0;uniprot:Q99JA0			
