ID	Database	Citation
7798316	Pubmed	"Direct association of occludin with ZO-1 and its possible involvement in the localization of occludin at tight junctions. Furuse M, Itoh M, Hirase T, Nagafuchi A, Yonemura S, Tsukita S, et al. J Cell Biol. 1994 Dec;127(6 Pt 1):1617–26.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7798316"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7798316"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7798316"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9792688	Pubmed	"The tight junction protein ZO-1 establishes a link between the transmembrane protein occludin and the actin cytoskeleton. Fanning AS, Jameson BJ, Jesaitis LA, Anderson JM. J Biol Chem. 1998 Nov 6;273(45):29745–53.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9792688"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9792688"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9792688"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10833507	Pubmed	"Regulation of X11L-dependent amyloid precursor protein metabolism by XB51, a novel X11L-binding protein. Lee DS, Tomita S, Kirino Y, Suzuki T. J Biol Chem. 2000 Jul 28;275(30):23134–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10833507"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10833507"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10833507"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11477107	Pubmed	"The Sp1-like protein BTEB3 inhibits transcription via the basic transcription element box by interacting with mSin3A and HDAC-1 co-repressors and competing with Sp1. Kaczynski J, Zhang JS, Ellenrieder V, Conley A, Duenes T, Kester H, et al. J Biol Chem. 2001 Sep 28;276(39):36749–56.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11477107"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11477107"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11477107"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11734628	Pubmed	"The coxsackievirus and adenovirus receptor is a transmembrane component of the tight junction. Cohen CJ, Shieh JT, Pickles RJ, Okegawa T, Hsieh JT, Bergelson JM. Proc Natl Acad Sci U S A. 2001 Dec 18;98(26):15191–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11734628"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11734628"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11734628"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11748222	Pubmed	"Functional interaction between coactivators CBP/p300, PCAF, and transcription factor FKLF2. Song CZ, Keller K, Murata K, Asano H, Stamatoyannopoulos G. J Biol Chem. 2002 Mar 1;277(9):7029–36.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11748222"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11748222"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11748222"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12023291	Pubmed	"Evidence for a functional interaction between cingulin and ZO-1 in cultured cells. D’Atri F, Nadalutti F, Citi S. J Biol Chem. 2002 Aug 2;277(31):27757–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12023291"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12023291"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12023291"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12154091	Pubmed	"Molecular cloning, functional expression, and tissue distribution of a novel human gap junction-forming protein, connexin-31.9. Interaction with zona occludens protein-1. Nielsen PA, Beahm DL, Giepmans BNG, Baruch A, Hall JE, Kumar NM. J Biol Chem. 2002 Oct 11;277(41):38272–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12154091"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12154091"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12154091"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14744763	Pubmed	"Transcriptional regulation of the melanoma prognostic marker melastatin (TRPM1) by MITF in melanocytes and melanoma. Miller AJ, Du J, Rowan S, Hershey CL, Widlund HR, Fisher DE. Cancer Res. 2004 Jan 15;64(2):509–16.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14744763"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14744763"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14744763"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15183511	Pubmed	"Connexin47, connexin29 and connexin32 co-expression in oligodendrocytes and Cx47 association with zonula occludens-1 (ZO-1) in mouse brain. Li X, Ionescu AV, Lynn BD, Lu S, Kamasawa N, Morita M, et al. Neuroscience. 2004;126(3):611–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15183511"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15183511"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15183511"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15504725	Pubmed	"Ric-3 promotes functional expression of the nicotinic acetylcholine receptor alpha7 subunit in mammalian cells. Williams ME, Burton B, Urrutia A, Shcherbatko A, Chavez-Noriega LE, Cohen CJ, et al. J Biol Chem. 2005 Jan 14;280(2):1257–63.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15504725"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15504725"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15504725"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16120769	Pubmed	"RIC-3 enhances functional expression of multiple nicotinic acetylcholine receptor subtypes in mammalian cells. Lansdell SJ, Gee VJ, Harkness PC, Doward AI, Baker ER, Gibb AJ, et al. Mol Pharmacol. 2005 Nov;68(5):1431–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16120769"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16120769"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16120769"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17015620	Pubmed	"Cdc42 GEF Tuba regulates the junctional configuration of simple epithelial cells. Otani T, Ichii T, Aono S, Takeichi M. J Cell Biol. 2006 Oct 9;175(1):135–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17015620"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17015620"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17015620"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17897942	Pubmed	"Domain-swapped dimerization of the second PDZ domain of ZO2 may provide a structural basis for the polymerization of claudins. Wu J, Yang Y, Zhang J, Ji P, Du W, Jiang P, et al. J Biol Chem. 2007 Dec 7;282(49):35988–99.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17897942"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17897942"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17897942"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
