Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
succinate	Metabolite	chebi:30031	Type your comment here</br>Type your comment here					wikidata:Q27104100	chebi:30031;chebi:30031	inchikey:KDYFGRWQOYBRFD-UHFFFAOYSA-L
2-Oxoglutarate	Metabolite	chebi:30915	Type your comment here</br>Type your comment here</br>Type your comment here					wikidata:Q306140	chebi:30915;chebi:30915	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-N
succinyl CoA	Metabolite	cas:604-98-8						wikidata:Q419560	chebi:15380;chebi:15380	inchikey:VNOYUJKHFWYWIR-ITIYDSSPSA-N
CO2	Metabolite	chebi:16526						wikidata:Q1997	chebi:16526;chebi:16526	inchikey:CURLTUGMZLYLDI-UHFFFAOYSA-N
Coenzyme A	Metabolite	cas:64885-97-8						wikidata:Q412727	chebi:16848;chebi:16848	inchikey:XXFFZHQKSZLLIT-NALJQGANSA-N;inchikey:GEHSZWRGPHDXJO-NALJQGANSA-N
NH3	Metabolite	chebi:16134						wikidata:Q4087	chebi:16134;chebi:16134	inchikey:RUVUHIUYGJBLGI-AXAJWWPKSA-N;inchikey:QGZKDVFQNNGYKY-UHFFFAOYSA-N
phosphate	Metabolite	cas:14265-44-2	Type your comment here					wikidata:Q177811	chebi:26078;chebi:18367;chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
H2O	Metabolite	chebi:15377						wikidata:Q283	chebi:15377;chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N
Coenzyme A	Metabolite	cas:64885-97-8	Type your comment here					wikidata:Q412727	chebi:16848;chebi:16848	inchikey:XXFFZHQKSZLLIT-NALJQGANSA-N;inchikey:GEHSZWRGPHDXJO-NALJQGANSA-N
NADH	Metabolite	cas:53-84-9						wikidata:Q71535049;wikidata:Q12499775	chebi:15846;chebi:44215;chebi:13389;chebi:13389;chebi:44215	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-N
ATP	Metabolite	cas:1927-31-7	Type your comment here					wikidata:Q201090	chebi:16284;chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N
L-glutamate	Metabolite	cas:56-86-0	Type your comment here					wikidata:Q26995161	chebi:16015;chebi:16015	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-N
NAD	Metabolite	chebi:13389						wikidata:Q12499775	chebi:13389;chebi:13389	
ADP	Metabolite	cas:58-64-0	Type your comment here					wikidata:Q185253	chebi:16761;chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N
GDH2	GeneProduct	sgd:S000002374	Type your comment here	ensembl:YDL215C	ncbigene:851311		uniprot:P33327			
LSC1	GeneProduct	sgd:S000005668	Type your comment here	ensembl:YOR142W	ncbigene:854310		uniprot:P53598			
KGD1	GeneProduct	sgd:S000001387	Type your comment here	ensembl:YIL125W	ncbigene:854681		uniprot:P20967			
LSC2	GeneProduct	sgd:S000003476	Type your comment here	ensembl:YGR244C	ncbigene:853159		uniprot:P53312			
KGD2	GeneProduct	sgd:S000002555	Type your comment here	ensembl:YDR148C	ncbigene:851726		uniprot:P19262			
