Label	Type	ID	Database	
Betacarotene	Metabolite	HMDB0000561	HMDB
BCMO1	GeneProduct	ENSBTAG00000001026	Ensembl
DGAT1	Protein	ENSBTAG00000026356	Ensembl
RBP7	GeneProduct	ENSBTAG00000015574	Ensembl
ALDH1A1	GeneProduct	ENSBTAG00000008103	Ensembl
RARA	GeneProduct	ENSBTAG00000012500	Ensembl
ALDH1A2	GeneProduct	ENSBTAG00000010119	Ensembl
ABCG8	GeneProduct	ENSBTAG00000016366	Ensembl
Retinol
Vitamin A	Metabolite	HMDB0000305	HMDB
RDH12	GeneProduct	ENSBTAG00000012838	Ensembl
RDH5	GeneProduct	ENSBTAG00000011927	Ensembl
DHRS3	GeneProduct	ENSBTAG00000024493	Ensembl
CYP26B1	GeneProduct	ENSBTAG00000012212	Ensembl
all-transe 4-oxo RA	Metabolite		
NPC1L1	GeneProduct	ENSBTAG00000044146	Ensembl
ALDH1A3	GeneProduct	ENSBTAG00000009125	Ensembl
ALDH1A3	GeneProduct	ENSBTAG00000009125	Ensembl
ABCG5	GeneProduct	ENSBTAG00000016365	Ensembl
11-cis-Retinol	Metabolite	HMDB0006216	HMDB
LPL	GeneProduct	ENSBTAG00000012855	Ensembl
all-trans Retinol
Vitamin A	Metabolite	HMDB0000305	HMDB
4-oxo-Retinoic acid	Metabolite	HMDB0006285	HMDB
CYP2E1	GeneProduct	ENSBTAG00000018365	Ensembl
Beta-Cryptoxanthin	Metabolite	HMDB0002268	HMDB
RPE65	GeneProduct	ENSBTAG00000020494	Ensembl
BCO2	GeneProduct	ENSBTAG00000034193	Ensembl
MAPK1	GeneProduct	ENSBTAG00000010312	Ensembl
Zeaxanthin	Metabolite	HMDB0002789	HMDB
Lutein	Metabolite	HMDB0003233	HMDB
11-cis-Retinal	Metabolite	HMDB0002152	HMDB
Betacarotene	Metabolite	HMDB0000561	HMDB
SCARB1	GeneProduct	ENSBTAG00000014269	Ensembl
Lycopene	Metabolite	HMDB0003000	HMDB
Retinyl ester	Metabolite	HMDB0003598	HMDB
SULT2B1	GeneProduct	ENSBTAG00000045498	Ensembl
all-trans Retinal	Metabolite	HMDB0001358	HMDB
LRAT	GeneProduct	ENSBTAG00000017167	Ensembl
All-trans-13,14-dihydroretinol	Metabolite	HMDB0011618	HMDB
RXRB	GeneProduct	ENSBTAG00000000602	Ensembl
9-cis-Retinal	Metabolite	HMDB0006218	HMDB
RDH10	GeneProduct	ENSBTAG00000020143	Ensembl
RETSAT	GeneProduct	ENSBTAG00000021934	Ensembl
RBP1	GeneProduct	ENSBTAG00000020028	Ensembl
RDH12	GeneProduct	ENSBTAG00000012838	Ensembl
RXRA	GeneProduct	ENSBTAG00000017851	Ensembl
ADH4	GeneProduct	ENSBTAG00000034139	Ensembl
Vitamin D3	Metabolite	HMDB0000876	HMDB
SULT1A1	GeneProduct	ENSBTAG00000008635	Ensembl
CYP26A1	GeneProduct	ENSBTAG00000021118	Ensembl
all-trans Retinoic acid
Vitamin A acid	Metabolite	HMDB0001852	HMDB
AWAT2	GeneProduct	ENSBTAG00000012281	Ensembl
BCMO1	GeneProduct	ENSBTAG00000001026	Ensembl
Cd36	GeneProduct	ENSBTAG00000014220	Ensembl
Violaxanthin	Metabolite	HMDB0003101	HMDB
RARG	GeneProduct	ENSBTAG00000007592	Ensembl
ALDH1A2	GeneProduct	ENSBTAG00000010119	Ensembl
13,14 dehydroretinal	Metabolite		
Canthaxanthin	Metabolite	HMDB0003154	HMDB
SCARB1	GeneProduct	ENSBTAG00000014269	Ensembl
13,14 dehydro RA	Metabolite		
9-cis-Retinoic acid	Metabolite	HMDB0002369	HMDB
Astaxanthin	Metabolite	HMDB0002204	HMDB
LRAT	GeneProduct	ENSBTAG00000017167	Ensembl
ALDH1A1	GeneProduct	ENSBTAG00000008103	Ensembl
RDH5	GeneProduct	ENSBTAG00000011927	Ensembl
RDH8	GeneProduct	ENSBTAG00000010188	Ensembl
Adh1	GeneProduct	ENSBTAG00000034189	Ensembl
RXRG	GeneProduct	ENSBTAG00000016801	Ensembl
9-cis-Retinol	Metabolite	HMDB0006217	HMDB
CRABP2	GeneProduct	ENSBTAG00000005716	Ensembl
CRABP1	GeneProduct	ENSBTAG00000012909	Ensembl
RLBP1	GeneProduct	ENSBTAG00000033721	Ensembl
Alpha-Carotene	Metabolite	HMDB0003993	HMDB
Retinol
Vitamin A	Metabolite	HMDB0000305	HMDB
beta 10' apocorotenal	Metabolite		
Betacarotene	Metabolite	HMDB0000561	HMDB
RBP2	GeneProduct	ENSBTAG00000015056	Ensembl
Retinyl ester	Metabolite	HMDB0003598	HMDB
BCMO1	GeneProduct	ENSBTAG00000001026	Ensembl
RBP4	GeneProduct	ENSBTAG00000000442	Ensembl
Retinal
Vitamin A aldehyde	Metabolite	HMDB0001358	HMDB
Betacarotene	Metabolite	HMDB0000561	HMDB
RARB	GeneProduct	ENSBTAG00000011518	Ensembl
SDR16C5	GeneProduct	ENSBTAG00000018570	Ensembl
