Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
RELA	GeneProduct	ncbigene:5970	""	ensembl:ENSG00000173039	ncbigene:5970	hgnc.symbol:RELA	uniprot:E9PNV4;uniprot:E9PRX2;uniprot:E9PJR1;uniprot:E9PJZ9;uniprot:E9PKV4;uniprot:A0A087X0W8;uniprot:E9PM47;uniprot:Q04206;uniprot:E9PI38;uniprot:E9PQS6;uniprot:E9PKH5;uniprot:E9PNK5;uniprot:Q2TAM5;uniprot:E9PMD5;uniprot:H0YCB4;uniprot:E9PSE4								
IKK-alpha	GeneProduct	ncbigene:1147	""	ensembl:ENSG00000213341	ncbigene:1147	hgnc.symbol:CHUK	uniprot:O15111								
PLAU	GeneProduct	ncbigene:5328	""	ensembl:ENSG00000122861	ncbigene:5328	hgnc.symbol:PLAU	uniprot:E7ET40;uniprot:S4R3G7;uniprot:P00749								
ERK2	GeneProduct	ncbigene:5594	""	ensembl:ENSG00000100030	ncbigene:5594	hgnc.symbol:MAPK1	uniprot:P28482;uniprot:Q1HBJ4								
IKK-beta	GeneProduct	ncbigene:3551	""	ensembl:ENSG00000104365	ncbigene:3551	hgnc.symbol:IKBKB	uniprot:E5RGA0;uniprot:E5RFG5;uniprot:E5RJH2;uniprot:O14920;uniprot:A0A499FJS7;uniprot:A0A7P0SVL5;uniprot:A0A7P0NCV2;uniprot:E5RFT3;uniprot:E5RGW5;uniprot:A0A7I2V4L0;uniprot:J3KNS5;uniprot:G3V105;uniprot:E5RIW0								
MEK1	GeneProduct	ncbigene:5604	""	ensembl:ENSG00000169032	ncbigene:5604	hgnc.symbol:MAP2K1	uniprot:B4DFY5;uniprot:H3BRW9;uniprot:A4QPA9;uniprot:Q02750								
NFKB1	GeneProduct	ncbigene:4790	""	ensembl:ENSG00000109320	ncbigene:4790	hgnc.symbol:NFKB1	uniprot:A0A494C157;uniprot:A0A494C1E9;uniprot:P19838;uniprot:D6RC45;uniprot:D6RH30								
NIK	GeneProduct	ncbigene:9020	""	ensembl:ENSG00000006062	ncbigene:9020	hgnc.symbol:MAP3K14	uniprot:A0A7P0Z419;uniprot:A0A087WXF1;uniprot:Q99558								
ITGAV	GeneProduct	ncbigene:3685	""	ensembl:ENSG00000138448	ncbigene:3685	hgnc.symbol:ITGAV	uniprot:P06756;uniprot:H7BZG1;uniprot:L7RXH0								
ITGB3	GeneProduct	ncbigene:3690	""	ensembl:ENSG00000259207	ncbigene:3690	hgnc.symbol:ITGB3	uniprot:P05106;uniprot:I3L4X8;uniprot:Q16157								
MMP-9	GeneProduct	ncbigene:4318	""	ensembl:ENSG00000100985	ncbigene:4318	hgnc.symbol:MMP9	uniprot:P14780								
SPP1	GeneProduct	ncbigene:6696	""	ensembl:ENSG00000118785	ncbigene:6696	hgnc.symbol:SPP1	uniprot:A0A804HLB3;uniprot:A0A024RDE2;uniprot:Q3LGB0;uniprot:A0A024RDE6;uniprot:A0A024RDJ0;uniprot:P10451								
ERK1	GeneProduct	ncbigene:5595	""	ensembl:ENSG00000102882	ncbigene:5595	hgnc.symbol:MAPK3	uniprot:B3KR49;uniprot:E9PBK7;uniprot:P27361;uniprot:E9PQW4;uniprot:H0YEX6;uniprot:E9PJF0;uniprot:L7RXH5;uniprot:E9PRH7;uniprot:H0YDH9								
