Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
MMP23B	GeneProduct	ncbigene:419407	""	ensembl:ENSGALG00010020187	ncbigene:419407	hgnc.symbol:MMP23B									
MMP27	GeneProduct	ncbigene:395850	""	ensembl:ENSGALG00010007575	ncbigene:395850										
MMP2	GeneProduct	ncbigene:386583	""	ensembl:ENSGALG00010025414	ncbigene:386583		uniprot:Q90611								
MMP11	GeneProduct	ncbigene:769489	""	ensembl:ENSGALG00010025998	ncbigene:769489		uniprot:Q5ZK40								
MMP15	GeneProduct	ncbigene:415629	""	ensembl:ENSGALG00010021358	ncbigene:415629	hgnc.symbol:MMP15									
MMP9	GeneProduct	ncbigene:395387	""	ensembl:ENSGALG00010015061	ncbigene:395387										
MMP3	GeneProduct	ncbigene:418981	""	ensembl:ENSGALG00010007546	ncbigene:418981		uniprot:E1C9E0								
MMP28	GeneProduct	ncbigene:417523	""	ensembl:ENSGALG00010029622	ncbigene:417523	hgnc.symbol:MMP28									
TIMP2	GeneProduct	ncbigene:374178	""	ensembl:ENSGALG00010029270	ncbigene:374178		uniprot:R4GIL5								
MMP7	GeneProduct	ncbigene:418983	""	ensembl:ENSGALG00010007586	ncbigene:418983										
MMP17	GeneProduct	ncbigene:416801	""	ensembl:ENSGALG00010022900	ncbigene:416801	hgnc.symbol:MMP17									
BSG	GeneProduct	ncbigene:770363	""	ensembl:ENSGALG00010027468	ncbigene:770363		uniprot:P17790								
MMP16	GeneProduct	ncbigene:396116	""	ensembl:ENSGALG00010012390	ncbigene:396116		uniprot:A0A1D5PZ77								
TCF20	GeneProduct	ncbigene:417980	""	ensembl:ENSGALG00010010291	ncbigene:417980		uniprot:A0A1D5P5K6;uniprot:E1BXI6								
MMP14	GeneProduct	ncbigene:426253	""												
MMP13	GeneProduct	ncbigene:772008	""												
TIMP3	GeneProduct	ncbigene:396483	""	ensembl:ENSGALG00010015407	ncbigene:396483		uniprot:P26652								
MMP24	GeneProduct	ncbigene:419141	""	ensembl:ENSGALG00010024648	ncbigene:419141		uniprot:A0A1D5P6V1								
MMP1	GeneProduct	ncbigene:418982	""	ensembl:ENSGALG00010007571	ncbigene:418982		uniprot:E1C9D9								
TIMP4	GeneProduct	ncbigene:768711	""	ensembl:ENSGALG00010027909	ncbigene:768711	hgnc.symbol:TIMP4									
