Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Phosphate	Metabolite	cas:14265-44-2						wikidata:Q177811	chebi:26078;chebi:18367;chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
Cyclic AMP	Metabolite	hmdb:HMDB0000058							chebi:17489;chebi:17489	inchikey:IVOMOUWHDPKRLL-KQYNXXCUSA-N
Grr1	GeneProduct	sgd:S000003850		ensembl:YJR090C	ncbigene:853552		uniprot:P24814			
Rad9	GeneProduct	sgd:S000002625		ensembl:YDR217C	ncbigene:851803		uniprot:P14737			
Dbf2	GeneProduct	sgd:S000003324		ensembl:YGR092W	ncbigene:852984		uniprot:P22204			
Hsl7	GeneProduct	sgd:S000000337		ensembl:YBR133C	ncbigene:852431		uniprot:P38274			
Met30	GeneProduct	sgd:S000001308		ensembl:YIL046W	ncbigene:854765		uniprot:P39014			
Clb1	GeneProduct	sgd:S000003340		ensembl:YGR108W	ncbigene:853002		uniprot:P24868			
Bub1	GeneProduct	sgd:S000003420		ensembl:YGR188C	ncbigene:853100		uniprot:P41695			
Rad9	GeneProduct	sgd:S000002625		ensembl:YDR217C	ncbigene:851803		uniprot:P14737			
Pds1	GeneProduct	sgd:S000002520		ensembl:YDR113C	ncbigene:851691		uniprot:P40316			
Smc2	GeneProduct	sgd:S000001927		ensembl:YFR031C	ncbigene:850589		uniprot:P38989			
Cdc28	GeneProduct	sgd:S000000364		ensembl:YBR160W	ncbigene:852457		uniprot:P00546			
Gin4	GeneProduct	sgd:S000002915		ensembl:YDR507C	ncbigene:852119		uniprot:Q12263			
Rad24	GeneProduct	sgd:S000000975		ensembl:YER173W	ncbigene:856920		uniprot:P32641			
Bub3	GeneProduct	sgd:S000005552		ensembl:YOR026W	ncbigene:854191		uniprot:P26449			
Mih1	GeneProduct	sgd:S000004639		ensembl:YMR036C	ncbigene:855052		uniprot:P23748			
Cdc16	GeneProduct	sgd:S000001505		ensembl:YKL022C	ncbigene:853846		uniprot:P09798			
Cdc53	GeneProduct	sgd:S000002290		ensembl:YDL132W	ncbigene:851424		uniprot:Q12018			
Smc4	GeneProduct	sgd:S000004076		ensembl:YLR086W	ncbigene:850775		uniprot:Q12267			
Hsl1	GeneProduct	sgd:S000001584		ensembl:YKL101W	ncbigene:853760		uniprot:P34244			
Crt1	GeneProduct	sgd:S000003746		ensembl:YJL210W	ncbigene:853219		uniprot:P32800			
Cdc34	GeneProduct	sgd:S000002461		ensembl:YDR054C	ncbigene:851624		uniprot:P14682			
Ssn6	GeneProduct	sgd:S000000316		ensembl:YBR112C	ncbigene:852410		uniprot:P14922			
Fus3	GeneProduct	sgd:S000000112		ensembl:YBL016W	ncbigene:852265		uniprot:P16892			
Apc2	GeneProduct	sgd:S000004117		ensembl:YLR127C	ncbigene:850818		uniprot:Q12440			
Cdc53	GeneProduct	sgd:S000002290		ensembl:YDL132W	ncbigene:851424		uniprot:Q12018			
Orc5	GeneProduct	sgd:S000005205		ensembl:YNL261W	ncbigene:855460		uniprot:P50874			
Ycg1	GeneProduct	sgd:S000002733		ensembl:YDR325W	ncbigene:851925		uniprot:Q06680			
Mbp1	GeneProduct	sgd:S000002214		ensembl:YDL056W	ncbigene:851503		uniprot:P39678			
Cdc28	GeneProduct	sgd:S000000364		ensembl:YBR160W	ncbigene:852457		uniprot:P00546			
Dbf20	GeneProduct	sgd:S000006315		ensembl:YPR111W	ncbigene:856227		uniprot:P32328			
Mec3	GeneProduct	sgd:S000004279		ensembl:YLR288C	ncbigene:850995		uniprot:Q02574			
Cdc34	GeneProduct	sgd:S000002461		ensembl:YDR054C	ncbigene:851624		uniprot:P14682			
Bub2	GeneProduct	sgd:S000004659		ensembl:YMR055C	ncbigene:855077		uniprot:P26448			
Apc9	GeneProduct	sgd:S000004092		ensembl:YLR102C	ncbigene:850792		uniprot:Q12107			
Cdc14	GeneProduct	sgd:S000001924		ensembl:YFR028C	ncbigene:850585		uniprot:Q00684			
Mps1	GeneProduct	sgd:S000002186		ensembl:YDL028C	ncbigene:851533		uniprot:P54199			
Pcl1	GeneProduct	sgd:S000005233		ensembl:YNL289W	ncbigene:855427		uniprot:P24867			
Rad26	GeneProduct	sgd:S000003796		ensembl:YJR035W	ncbigene:853492		uniprot:P40352			
Sic1	GeneProduct	sgd:S000004069		ensembl:YLR079W	ncbigene:850768		uniprot:P38634			
Sic1	GeneProduct	sgd:S000004069		ensembl:YLR079W	ncbigene:850768		uniprot:P38634			
Cdc5	GeneProduct	sgd:S000004603		ensembl:YMR001C	ncbigene:855013		uniprot:P32562			
Cdc34	GeneProduct	sgd:S000002461		ensembl:YDR054C	ncbigene:851624		uniprot:P14682			
Orc1	GeneProduct	sgd:S000004530		ensembl:YML065W	ncbigene:854937		uniprot:P54784			
Orc3	GeneProduct	sgd:S000003927		ensembl:YLL004W	ncbigene:850656		uniprot:P54790			
Mob1	GeneProduct	sgd:S000001368		ensembl:YIL106W	ncbigene:854700		uniprot:P40484			
Skp1	GeneProduct	sgd:S000002736		ensembl:YDR328C	ncbigene:851928		uniprot:P52286			
Cdc23	GeneProduct	sgd:S000001209		ensembl:YHR166C	ncbigene:856571		uniprot:P16522			
Scc2	GeneProduct	sgd:S000002588		ensembl:YDR180W	ncbigene:851761		uniprot:Q04002			
Clb5	GeneProduct	sgd:S000006324		ensembl:YPR120C	ncbigene:856237		uniprot:P30283			
Cdc5	GeneProduct	sgd:S000004603		ensembl:YMR001C	ncbigene:855013		uniprot:P32562			
Tup1	GeneProduct	sgd:S000000680		ensembl:YCR084C	ncbigene:850445		uniprot:P16649			
Cdc28	GeneProduct	sgd:S000000364		ensembl:YBR160W	ncbigene:852457		uniprot:P00546			
