ID	Database	Citation
15280210	Pubmed	"Interactions between ID and OLIG proteins mediate the inhibitory effects of BMP4 on oligodendroglial differentiation. Samanta J, Kessler JA. Development. 2004 Sep;131(17):4131–42.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15280210"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15280210"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15280210"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15504744	Pubmed	"Phosphorylation of NG2 proteoglycan by protein kinase C-alpha regulates polarized membrane distribution and cell motility. Makagiansar IT, Williams S, Dahlin-Huppe K, Fukushi J ichi, Mustelin T, Stallcup WB. J Biol Chem. 2004 Dec 31;279(53):55262–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15504744"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15504744"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15504744"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18634568	Pubmed	"Interactions of Sox10 and Egr2 in myelin gene regulation. Jones EA, Jang SW, Mager GM, Chang LW, Srinivasan R, Gokey NG, et al. Neuron Glia Biol. 2007 Nov;3(4):377–87.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18634568"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18634568"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18634568"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18682850	Pubmed	"Induction of Olig2 precursors by FGF involves BMP signalling blockade at the Smad level. Bilican B, Fiore-Heriche C, Compston A, Allen ND, Chandran S. PLoS One. 2008 Aug 6;3(8):e2863.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18682850"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18682850"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/18682850"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20887785	Pubmed	"Cells of the oligodendroglial lineage, myelination, and remyelination. Miron VE, Kuhlmann T, Antel JP. Biochim Biophys Acta. 2011 Feb;1812(2):184–93.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20887785"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20887785"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20887785"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23100427	Pubmed	"Pleiotrophin suppression of receptor protein tyrosine phosphatase-β/ζ maintains the self-renewal competence of fetal human oligodendrocyte progenitor cells. McClain CR, Sim FJ, Goldman SA. J Neurosci. 2012 Oct 24;32(43):15066–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23100427"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23100427"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23100427"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24948802	Pubmed	"Stage-specific regulation of oligodendrocyte development by Wnt/β-catenin signaling. Dai ZM, Sun S, Wang C, Huang H, Hu X, Zhang Z, et al. J Neurosci. 2014 Jun 18;34(25):8467–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24948802"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24948802"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24948802"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26134004	Pubmed	"Transcriptional and Epigenetic Regulation of Oligodendrocyte Development and Myelination in the Central Nervous System. Emery B, Lu QR. Cold Spring Harb Perspect Biol. 2015 Jul 1;7(9):a020461.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26134004"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26134004"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26134004"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26338327	Pubmed	"Inactivation of Protein Tyrosine Phosphatase Receptor Type Z by Pleiotrophin Promotes Remyelination through Activation of Differentiation of Oligodendrocyte Precursor Cells. Kuboyama K, Fujikawa A, Suzuki R, Noda M. J Neurosci. 2015 Sep 2;35(35):12162–71.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26338327"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26338327"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26338327"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26955760	Pubmed	"Dual regulatory switch through interactions of Tcf7l2/Tcf4 with stage-specific partners propels oligodendroglial maturation. Zhao C, Deng Y, Liu L, Yu K, Zhang L, Wang H, et al. Nat Commun. 2016 Mar 9;7:10883.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26955760"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26955760"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26955760"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
