Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Grm1	GeneProduct	ncbigene:14816		ensembl:ENSMUSG00000019828	ncbigene:14816		uniprot:P97772			
Grm5	GeneProduct	ncbigene:108071		ensembl:ENSMUSG00000049583	ncbigene:108071		uniprot:B2BH30;uniprot:E9QMC2;uniprot:Q3UVX5			
Grm2	GeneProduct	ncbigene:108068		ensembl:ENSMUSG00000023192	ncbigene:108068		uniprot:Q14BI2;uniprot:A0A0J9YU95;uniprot:A0A0J9YVF0			
Grm3	GeneProduct	ncbigene:108069		ensembl:ENSMUSG00000003974	ncbigene:108069		uniprot:Q9QYS2			
Grm8	GeneProduct	ncbigene:14823		ensembl:ENSMUSG00000024211	ncbigene:14823		uniprot:D3YZL1;uniprot:Q05BD6;uniprot:D3YZK8;uniprot:B7ZMR4;uniprot:P47743			
Grm4	GeneProduct	ncbigene:268934		ensembl:ENSMUSG00000063239	ncbigene:268934		uniprot:A0A338P783;uniprot:A0A338P7K6;uniprot:A0A140T8R6;uniprot:G3XA00;uniprot:A0A338P6S6			
Grm7	GeneProduct	ncbigene:108073		ensembl:ENSMUSG00000056755	ncbigene:108073		uniprot:Q68ED2;uniprot:G3UY08;uniprot:G5E8D5;uniprot:G3UYV0;uniprot:G3UZU3			
GRM6	GeneProduct	ncbigene:108072		ensembl:ENSMUSG00000000617	ncbigene:108072		uniprot:Q5NCH9			
Casr	GeneProduct	ncbigene:12374		ensembl:ENSMUSG00000051980	ncbigene:12374		uniprot:Q9QY96			
Gabbr1	GeneProduct	ncbigene:54393		ensembl:ENSMUSG00000024462	ncbigene:54393		uniprot:G3UXR6;uniprot:Q3TWR2;uniprot:Q9WV18;uniprot:G3UZ52			
Gabbr2	GeneProduct	ncbigene:242425		ensembl:ENSMUSG00000039809	ncbigene:242425		uniprot:Q80T41;uniprot:A0A0U1RQ90			
Gprc5d	GeneProduct	ncbigene:93746		ensembl:ENSMUSG00000030205	ncbigene:93746		uniprot:Q9JIL6;uniprot:Q3UUY8;uniprot:Q0VEL2			
Gprc5c	GeneProduct	ncbigene:70355		ensembl:ENSMUSG00000051043	ncbigene:70355		uniprot:B7FAU0;uniprot:E9PZP1;uniprot:J3JS84;uniprot:B7FAT7;uniprot:B7FAT8;uniprot:B7FAT9;uniprot:I7HPW4			
Gprc5b	GeneProduct	ncbigene:64297		ensembl:ENSMUSG00000008734	ncbigene:64297		uniprot:Q923Z0;uniprot:D2DFA9			
Gprc5a	GeneProduct	ncbigene:232431		ensembl:ENSMUSG00000046733	ncbigene:232431		uniprot:G5E8C3			
