ID	Database	Citation
8242751	Pubmed	"The p21 Cdk-interacting protein Cip1 is a potent inhibitor of G1 cyclin-dependent kinases. Harper JW, Adami GR, Wei N, Keyomarsi K, Elledge SJ. Cell. 1993 Nov 19;75(4):805–16.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8242751"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8242751"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8242751"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9323209	Pubmed	"Caspase-3-generated fragment of gelsolin: effector of morphological change in apoptosis. Kothakota S, Azuma T, Reinhard C, Klippel A, Tang J, Chu K, et al. Science. 1997 Oct 10;278(5336):294–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9323209"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9323209"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9323209"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9560217	Pubmed	"Bax directly induces release of cytochrome c from isolated mitochondria. Jürgensmeier JM, Xie Z, Deveraux Q, Ellerby L, Bredesen D, Reed JC. Proc Natl Acad Sci U S A. 1998 Apr 28;95(9):4997–5002.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9560217"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9560217"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9560217"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10930422	Pubmed	"Reprimo, a new candidate mediator of the p53-mediated cell cycle arrest at the G2 phase. Ohki R, Nemoto J, Murasawa H, Oda E, Inazawa J, Tanaka N, et al. J Biol Chem. 2000 Jul 28;275(30):22627–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10930422"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10930422"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10930422"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11739404	Pubmed	"BRCA1-induced large-scale chromatin unfolding and allele-specific effects of cancer-predisposing mutations. Ye Q, Hu YF, Zhong H, Nye AC, Belmont AS, Li R. J Cell Biol. 2001 Dec 10;155(6):911–21.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11739404"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11739404"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11739404"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11893489	Pubmed	"Histone H2A variants H2AX and H2AZ. Redon C, Pilch D, Rogakou E, Sedelnikova O, Newrock K, Bonner W. Curr Opin Genet Dev. 2002 Apr;12(2):162–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11893489"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11893489"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11893489"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12138206	Pubmed	"Cell cycle arrest and repression of cyclin D1 transcription by INI1/hSNF5. Zhang ZK, Davies KP, Allen J, Zhu L, Pestell RG, Zagzag D, et al. Mol Cell Biol. 2002 Aug;22(16):5975–88.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12138206"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12138206"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12138206"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12787778	Pubmed	"The multiple nuclear functions of BRCA1: transcription, ubiquitination and DNA repair. Starita LM, Parvin JD. Curr Opin Cell Biol. 2003 Jun;15(3):345–50.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12787778"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12787778"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12787778"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14963330	Pubmed	"Direct activation of Bax by p53 mediates mitochondrial membrane permeabilization and apoptosis. Chipuk JE, Kuwana T, Bouchier-Hayes L, Droin NM, Newmeyer DD, Schuler M, et al. Science. 2004 Feb 13;303(5660):1010–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14963330"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14963330"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14963330"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15486190	Pubmed	"G2 cell cycle arrest, down-regulation of cyclin B, and induction of mitotic catastrophe by the flavoprotein inhibitor diphenyleneiodonium. Scaife RM. Mol Cancer Ther. 2004 Oct;3(10):1229–37.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15486190"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15486190"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15486190"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16163388	Pubmed	"ATM and Chk2-dependent phosphorylation of MDMX contribute to p53 activation after DNA damage. Chen L, Gilkes DM, Pan Y, Lane WS, Chen J. EMBO J. 2005 Oct 5;24(19):3411–22.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16163388"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16163388"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16163388"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
