Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Phosphate	Metabolite	hmdb:HMDB0001429							chebi:26078;chebi:26078	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
S-Adenosylhomocysteine	Metabolite	hmdb:HMDB0000939							chebi:16680;chebi:16680	inchikey:ZJUKTBDSGOFHSH-WFMPWKQPSA-N
S-Adenosylmethionine	Metabolite	hmdb:HMDB0001185							chebi:15414;chebi:15414	inchikey:MEFKEPWMEQBLKI-AIRLBKTGSA-O
ATP	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
S-Adenosylmethionine	Metabolite	hmdb:HMDB0001185							chebi:15414;chebi:15414	inchikey:MEFKEPWMEQBLKI-AIRLBKTGSA-O
L-Methionine	Metabolite	hmdb:HMDB0000696							chebi:16643;chebi:16643	inchikey:FFEARJCKVFRZRR-BYPYZUCNSA-N
Phosphate	Metabolite	hmdb:HMDB0001429							chebi:26078;chebi:26078	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
S-Adenosylmethionine	Metabolite	hmdb:HMDB0001185							chebi:15414;chebi:15414	inchikey:MEFKEPWMEQBLKI-AIRLBKTGSA-O
S-Adenosylhomocysteine	Metabolite	hmdb:HMDB0000939							chebi:16680;chebi:16680	inchikey:ZJUKTBDSGOFHSH-WFMPWKQPSA-N
S-Adenosylhomocysteine	Metabolite	hmdb:HMDB0000939							chebi:16680;chebi:16680	inchikey:ZJUKTBDSGOFHSH-WFMPWKQPSA-N
Mat1a	GeneProduct	ensembl:ENSMUSG00000037798		ensembl:ENSMUSG00000037798	ncbigene:11720		uniprot:A0A286YCQ9;uniprot:Q91X83			
Mat2a	GeneProduct	ensembl:ENSMUSG00000053907		ensembl:ENSMUSG00000053907	ncbigene:232087		uniprot:Q99J57;uniprot:A0A0U1RNK6;uniprot:Q3THS6;uniprot:A0A0U1RPH4;uniprot:A0A0U1RQ95;uniprot:A0A0U1RQB0;uniprot:A0A0U1RNT6			
Tpmt	GeneProduct	ensembl:ENSMUSG00000021376		ensembl:ENSMUSG00000021376	ncbigene:22017		uniprot:A0A0R4J018;uniprot:D3YWK6;uniprot:D3Z0R1;uniprot:D3Z217;uniprot:A0A286YCA5;uniprot:D3Z380;uniprot:D6RIK3			
Pnmt	GeneProduct	ensembl:ENSMUSG00000038216		ensembl:ENSMUSG00000038216	ncbigene:18948		uniprot:P40935;uniprot:Q0VB50			
Mat2b	GeneProduct	ensembl:ENSMUSG00000042032		ensembl:ENSMUSG00000042032	ncbigene:108645		uniprot:E0CYU5;uniprot:Q99LB6			
Hnmt	GeneProduct	ensembl:ENSMUSG00000026986		ensembl:ENSMUSG00000026986	ncbigene:140483		uniprot:A2AQK4;uniprot:Q91VF2			
Inmt	GeneProduct	ensembl:ENSMUSG00000003477		ensembl:ENSMUSG00000003477	ncbigene:21743		uniprot:P40936			
Nnmt	GeneProduct	ensembl:ENSMUSG00000032271		ensembl:ENSMUSG00000032271	ncbigene:18113		uniprot:D3YX59;uniprot:O55239			
Comt1	GeneProduct	ensembl:ENSMUSG00000000326		ensembl:ENSMUSG00000000326	ncbigene:12846		uniprot:O88587;uniprot:D3Z227			
