Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
NP_001100467.1	GeneProduct	ensembl:ENSRNOG00000003268		ensembl:ENSRNOG00000003268	ncbigene:303101		uniprot:D4A930			
PSEN2	GeneProduct	ncbigene:81751		ensembl:ENSRNOG00000002879	ncbigene:81751		uniprot:O88777			
APH1B	GeneProduct	ncbigene:300802								
NP_001102074.1	GeneProduct	ensembl:ENSRNOG00000026295		ensembl:ENSRNOG00000026295	ncbigene:362268		uniprot:D4AEG0			
NP_001100551.1	GeneProduct	ensembl:ENSRNOG00000001708		ensembl:ENSRNOG00000001708	ncbigene:303811		uniprot:D4ADV8			
RGD1566181_predicted	GeneProduct	ensembl:ENSRNOG00000005129		ensembl:ENSRNOG00000005129	ncbigene:500847		uniprot:F1LY78			
Dll3	GeneProduct	ensembl:ENSRNOG00000019338		ensembl:ENSRNOG00000019338	ncbigene:114125		uniprot:F1M9P5			
Jag2	GeneProduct	ensembl:ENSRNOG00000013927		ensembl:ENSRNOG00000013927	ncbigene:29147		uniprot:E9PU23			
HDAC1	GeneProduct	ncbigene:297893		ensembl:ENSRNOG00000009568	ncbigene:297893		uniprot:Q4QQW4			
Jag1	GeneProduct	ensembl:ENSRNOG00000007443		ensembl:ENSRNOG00000007443	ncbigene:29146		uniprot:G3V710			
LOC688965	GeneProduct	ensembl:ENSRNOG00000001432		ensembl:ENSRNOG00000001432	ncbigene:304591		uniprot:G3V658			
Q2LC87_RAT	GeneProduct	ensembl:ENSRNOG00000009653		ensembl:ENSRNOG00000009653	ncbigene:29419		uniprot:F1LNZ2;uniprot:Q2LC87;uniprot:Q2LC85;uniprot:H9KVE4;uniprot:F1LRS4			
Lfng	GeneProduct	ensembl:ENSRNOG00000001250		ensembl:ENSRNOG00000001250	ncbigene:170905		uniprot:Q924T4			
NM_001108334.1	GeneProduct	ensembl:ENSRNOG00000001004		ensembl:ENSRNOG00000001004	ncbigene:360801		uniprot:D3ZXN9;uniprot:A0A0G2JU91			
Tnf	GeneProduct	ensembl:ENSRNOG00000000837								
PTCRA	GeneProduct	ncbigene:116462								
Dvl2	GeneProduct	ensembl:ENSRNOG00000017915		ensembl:ENSRNOG00000017915	ncbigene:303251		uniprot:D3ZB71			
Crebbp	GeneProduct	ensembl:ENSRNOG00000005330		ensembl:ENSRNOG00000005330	ncbigene:54244		uniprot:F1M9G7			
NP_001102523.1	GeneProduct	ensembl:ENSRNOG00000023400		ensembl:ENSRNOG00000023400	ncbigene:498089		uniprot:D3Z8X6			
NP_001100520.1	GeneProduct	ensembl:ENSRNOG00000018364		ensembl:ENSRNOG00000018364	ncbigene:303539		uniprot:D4ACX5			
Aph1a	GeneProduct	ensembl:ENSRNOG00000023816		ensembl:ENSRNOG00000023816	ncbigene:365872		uniprot:Q5PQQ3			
Notch3	GeneProduct	ensembl:ENSRNOG00000004346		ensembl:ENSRNOG00000004346	ncbigene:56761		uniprot:F1LQX7			
Adam17	GeneProduct	ensembl:ENSRNOG00000007503								
Notch2	GeneProduct	ensembl:ENSRNOG00000018835		ensembl:ENSRNOG00000018835	ncbigene:29492		uniprot:A0A1W2Q619;uniprot:G3V8G9			
Dll1	GeneProduct	ensembl:ENSRNOG00000014667								
DVL1	GeneProduct	ncbigene:83721		ensembl:ENSRNOG00000019423	ncbigene:83721		uniprot:B1H2A0;uniprot:Q9WVB9			
NP_001101230.1	GeneProduct	ensembl:ENSRNOG00000014011		ensembl:ENSRNOG00000014011	ncbigene:311332		uniprot:D3ZHH1			
Numbl	GeneProduct	ensembl:ENSRNOG00000020867		ensembl:ENSRNOG00000020867	ncbigene:292732		uniprot:A0A0G2K9C5;uniprot:A1L1I3			
RFNG	GeneProduct	ncbigene:60433		ensembl:ENSRNOG00000050298	ncbigene:60433		uniprot:Q6P6T7;uniprot:A0A0G2K5T8			
Ncstn	GeneProduct	ensembl:ENSRNOG00000005355		ensembl:ENSRNOG00000005355	ncbigene:289231		uniprot:B3DM90;uniprot:Q8CGU6			
Notch4	GeneProduct	ensembl:ENSRNOG00000000442		ensembl:ENSRNOG00000000442	ncbigene:406162		uniprot:Q6MG89			
NOTC1_RAT	GeneProduct	ensembl:ENSRNOG00000019322		ensembl:ENSRNOG00000019322	ncbigene:25496		uniprot:Q07008			
Kcnj5	GeneProduct	ncbigene:29713								
Ctbp1	GeneProduct	ensembl:ENSRNOG00000005428		ensembl:ENSRNOG00000005428	ncbigene:29382		uniprot:A0A0H2UI20;uniprot:F7FG31;uniprot:Q9Z2F5			
Inpp5k	GeneProduct	ensembl:ENSRNOG00000004041								
Mfng	GeneProduct	ensembl:ENSRNOG00000008133		ensembl:ENSRNOG00000008133	ncbigene:315119		uniprot:G3V725			
Hes5	GeneProduct	ensembl:ENSRNOG00000013850		ensembl:ENSRNOG00000013850	ncbigene:79225		uniprot:Q03062			
Hes1	GeneProduct	ensembl:ENSRNOG00000001720		ensembl:ENSRNOG00000001720	ncbigene:29577		uniprot:D4ADT9;uniprot:Q04666			
Dtx4	GeneProduct	ensembl:ENSRNOG00000021086		ensembl:ENSRNOG00000021086	ncbigene:293774		uniprot:Q6TXG2;uniprot:A0A0G2K048			
Psen1	GeneProduct	ensembl:ENSRNOG00000009110		ensembl:ENSRNOG00000009110	ncbigene:29192		uniprot:P97887			
NP_001101145.1	GeneProduct	ensembl:ENSRNOG00000013333								
Ctbp2	GeneProduct	ensembl:ENSRNOG00000017326		ensembl:ENSRNOG00000017326	ncbigene:81717		uniprot:Q9EQH5			
Pcaf	GeneProduct	ensembl:ENSRNOG00000011871		ensembl:ENSRNOG00000011871			uniprot:Q568Z2			
HDAC2	GeneProduct	ensembl:ENSRNOG00000038246								
