ID	Database	Citation
8238642	Pubmed	"Normalization of auditory physiology by cigarette smoking in schizophrenic patients. Adler LE, Hoffer LD, Wiser A, Freedman R. Am J Psychiatry. 1993 Dec;150(12):1856–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8238642"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8238642"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8238642"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10023774	Pubmed	"RFLAT-1: a new zinc finger transcription factor that activates RANTES gene expression in T lymphocytes. Song A, Chen YF, Thamatrakoln K, Storm TA, Krensky AM. Immunity. 1999 Jan;10(1):93–103.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10023774"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10023774"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10023774"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11278378	Pubmed	"alpha 7 nicotinic receptor transduces signals to phosphatidylinositol 3-kinase to block A beta-amyloid-induced neurotoxicity. Kihara T, Shimohama S, Sawada H, Honda K, Nakamizo T, Shibasaki H, et al. J Biol Chem. 2001 Apr 27;276(17):13541–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11278378"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11278378"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11278378"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11748222	Pubmed	"Functional interaction between coactivators CBP/p300, PCAF, and transcription factor FKLF2. Song CZ, Keller K, Murata K, Asano H, Stamatoyannopoulos G. J Biol Chem. 2002 Mar 1;277(9):7029–36.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11748222"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11748222"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11748222"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12885641	Pubmed	"Alpha-bungarotoxin binding to acetylcholine receptor membranes studied by low angle X-ray diffraction. Young HS, Herbette LG, Skita V. Biophys J. 2003 Aug;85(2):943–53.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12885641"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12885641"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12885641"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17001303	Pubmed	"RANTES stimulates Ca2+ mobilization and inositol trisphosphate (IP3) formation in cells transfected with G protein-coupled receptor 75. Ignatov A, Robert J, Gregory-Evans C, Schaller HC. Br J Pharmacol. 2006 Nov;149(5):490–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17001303"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17001303"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17001303"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21109473	Pubmed	"Intronic miR-211 assumes the tumor suppressive function of its host gene in melanoma. Levy C, Khaled M, Iliopoulos D, Janas MM, Schubert S, Pinner S, et al. Mol Cell. 2010 Dec 10;40(5):841–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21109473"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21109473"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21109473"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24344280	Pubmed	"Scan statistic-based analysis of exome sequencing data identifies FAN1 at 15q13.3 as a susceptibility gene for schizophrenia and autism. Ionita-Laza I, Xu B, Makarov V, Buxbaum JD, Roos JL, Gogos JA, et al. Proc Natl Acad Sci U S A. 2014 Jan 7;111(1):343–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24344280"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24344280"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24344280"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25721503	Pubmed	"Human-specific gene ARHGAP11B promotes basal progenitor amplification and neocortex expansion. Florio M, Albert M, Taverna E, Namba T, Brandl H, Lewitus E, et al. Science. 2015 Mar 27;347(6229):1465–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25721503"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25721503"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25721503"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26111660	Pubmed	"Properties and functions of TRPM1 channels in the dendritic tips of retinal ON-bipolar cells. Schneider FM, Mohr F, Behrendt M, Oberwinkler J. Eur J Cell Biol. 2015;94(7–9):420–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26111660"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26111660"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26111660"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26797144	Pubmed	"Ubiquitinated Fancd2 recruits Fan1 to stalled replication forks to prevent genome instability. Lachaud C, Moreno A, Marchesi F, Toth R, Blow JJ, Rouse J. Science. 2016 Feb 19;351(6275):846–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26797144"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26797144"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26797144"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28715957	Pubmed	"The Transduction Cascade in Retinal ON-Bipolar Cells: Signal Processing and Disease. Martemyanov KA, Sampath AP. Annu Rev Vis Sci. 2017 Sep 15;3:25–51.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28715957"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28715957"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28715957"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
29395074	Pubmed	"OTUD7A Regulates Neurodevelopmental Phenotypes in the 15q13.3 Microdeletion Syndrome. Uddin M, Unda BK, Kwan V, Holzapfel NT, White SH, Chalil L, et al. Am J Hum Genet. 2018 Feb 1;102(2):278–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/29395074"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/29395074"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/29395074"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31883789	Pubmed	"Human-Specific ARHGAP11B Acts in Mitochondria to Expand Neocortical Progenitors by Glutaminolysis. Namba T, Dóczi J, Pinson A, Xing L, Kalebic N, Wilsch-Bräuninger M, et al. Neuron. 2020 Mar 4;105(5):867-881.e9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31883789"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31883789"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31883789"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
