Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
LCR 1	GeneProduct	ncbigene:109580095	""												
HBE1	GeneProduct	ensembl:ENSG00000213931	""	ensembl:ENSG00000213931	ncbigene:3046	hgnc.symbol:HBE1	uniprot:P02100;uniprot:D9YZU7								
HBG2	GeneProduct	ensembl:ENSG00000196565	""	ensembl:ENSG00000196565	ncbigene:3048	hgnc.symbol:HBG2	uniprot:D9YZU9;uniprot:P69892;uniprot:A0A0J9YYA3;uniprot:E9PBW4								
HBG1	GeneProduct	ensembl:ENSG00000213934	""	ensembl:ENSG00000213934	ncbigene:3047	hgnc.symbol:HBG1	uniprot:D9YZU8;uniprot:P69891;uniprot:A0A0J9YYA3								
HBD	GeneProduct	ensembl:ENSG00000223609	""	ensembl:ENSG00000223609	ncbigene:3045	hgnc.symbol:HBD	uniprot:E9PFT6;uniprot:E9PEW8;uniprot:P02042;uniprot:C9JRG0;uniprot:A0N071								
HBB	GeneProduct	ensembl:ENSG00000244734	""	ensembl:ENSG00000244734	ncbigene:3043	hgnc.symbol:HBB	uniprot:A0A0J9YWK4;uniprot:F8W6P5;uniprot:P68871;uniprot:A0A2R8Y7R2;uniprot:D9YZU5								
LCR 2	GeneProduct	ncbigene:109580095	""												
LCR 3	GeneProduct	ncbigene:109580095	""												
LCR 4	GeneProduct	ncbigene:109580095	""												
LCR 5	GeneProduct	ncbigene:109580095	""												
HBZ	GeneProduct	ensembl:ENSG00000130656	""	ensembl:ENSG00000130656	ncbigene:3050	hgnc.symbol:HBZ	uniprot:A0A494C057;uniprot:P02008								
HBA2	GeneProduct	ensembl:ENSG00000188536	""	ensembl:ENSG00000188536	ncbigene:3040	hgnc.symbol:HBA2	uniprot:P69905;uniprot:D1MGQ2;uniprot:A0A2R8Y7C0;uniprot:G3V1N2								
HBA1	GeneProduct	ensembl:ENSG00000206172	""	ensembl:ENSG00000206172	ncbigene:3039	hgnc.symbol:HBA1	uniprot:P69905;uniprot:D1MGQ2;uniprot:G3V1N2								
GATA1	GeneProduct	ensembl:ENSG00000102145	""	ensembl:ENSG00000102145	ncbigene:2623	hgnc.symbol:GATA1	uniprot:A0A8Q3SIP6;uniprot:A0A8Q3SIN3;uniprot:B7WNQ9;uniprot:P15976;uniprot:A0A8Q3SIT6								
TAL1	GeneProduct	ensembl:ENSG00000162367	""	ensembl:ENSG00000162367	ncbigene:6886	hgnc.symbol:TAL1	uniprot:P17542								
LMO2	GeneProduct	ensembl:ENSG00000135363	""	ensembl:ENSG00000135363	ncbigene:4005	hgnc.symbol:LMO2	uniprot:P25791								
LDB1	GeneProduct	ensembl:ENSG00000198728	""	ensembl:ENSG00000198728	ncbigene:8861	hgnc.symbol:LDB1	uniprot:A0A6E1WJ75;uniprot:Q86U70								
