Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
ETC-1922159	Metabolite	wikidata:Q124448578	""							
SM08502	Metabolite	wikidata:Q124448796	""							
RXC004	Metabolite	wikidata:Q124439695	""							
OMP-18R5	Metabolite	wikidata:Q7915216	""					wikidata:Q7915216		
WNT-974	Metabolite	pubchem.compound:46926973	""					wikidata:Q27147596	chebi:78030;chebi:78030	inchikey:XXYGTCZJJLTAGH-UHFFFAOYSA-N
PRI 724	Metabolite	wikidata:Q123515698	""							
OMP-54f28	Metabolite	wikidata:Q124625115	""							
CGX-1321	Metabolite	wikidata:Q124448546	""							
OTSA101-DTPA-90Y	Metabolite	wikidata:Q124449028	""							
CBP	GeneProduct	uniprot:Q92793	""	ensembl:ENSG00000005339	ncbigene:1387	hgnc.symbol:CREBBP	uniprot:Q92793;uniprot:I3L466;uniprot:A0A1B0GUU0;uniprot:I3L3I5;uniprot:I3L0Q1;uniprot:I3L293			
PORCN	GeneProduct	ensembl:ENSG00000102312	""	ensembl:ENSG00000102312	ncbigene:64840	hgnc.symbol:PORCN	uniprot:C9JWI5;uniprot:Q9H237;uniprot:F8WEW7;uniprot:F2Z360			
LRP5	GeneProduct	ensembl:ENSG00000162337	""	ensembl:ENSG00000162337	ncbigene:4041	hgnc.symbol:LRP5	uniprot:O75197;uniprot:E9PHY1;uniprot:H0YE98			
WNT	GeneProduct	interpro:IPR005817	""							
CTNNB1	GeneProduct	ensembl:ENSG00000168036	""	ensembl:ENSG00000168036	ncbigene:1499	hgnc.symbol:CTNNB1	uniprot:A0A2R8Y6G0;uniprot:A0A2R8Y804;uniprot:A0A2R8Y815;uniprot:A0A2R8Y5A3;uniprot:C9IZ65;uniprot:A0A2R8Y5C3;uniprot:P35222;uniprot:A0A2R8Y7Z0;uniprot:A0A2R8YG06;uniprot:A0A2R8Y5Z1;uniprot:A0A2R8Y750;uniprot:A0A2R8YCH5;uniprot:A0A024R2Q3;uniprot:A0A2R8Y543;uniprot:B4DGU4			
LRP6	GeneProduct	ensembl:ENSG00000070018	""	ensembl:ENSG00000070018	ncbigene:4040	hgnc.symbol:LRP6	uniprot:H0YGH0;uniprot:O75581;uniprot:F5H0Z3;uniprot:F5H7J9;uniprot:H0YGW5			
WNT	GeneProduct	interpro:IPR005817	""							
CTNNB1	GeneProduct	ensembl:ENSG00000168036	""	ensembl:ENSG00000168036	ncbigene:1499	hgnc.symbol:CTNNB1	uniprot:A0A2R8Y6G0;uniprot:A0A2R8Y804;uniprot:A0A2R8Y815;uniprot:A0A2R8Y5A3;uniprot:C9IZ65;uniprot:A0A2R8Y5C3;uniprot:P35222;uniprot:A0A2R8Y7Z0;uniprot:A0A2R8YG06;uniprot:A0A2R8Y5Z1;uniprot:A0A2R8Y750;uniprot:A0A2R8YCH5;uniprot:A0A024R2Q3;uniprot:A0A2R8Y543;uniprot:B4DGU4			
WNT	GeneProduct	interpro:IPR005817	""							
Frizzled	Protein	interpro:IPR000539	""							
