ID	Database	Citation
11882900	Pubmed	"Balanced responsiveness to chemoattractants from adjacent zones determines B-cell position. Reif K, Ekland EH, Ohl L, Nakano H, Lipp M, Förster R, et al. Nature. 2002 Mar 7;416(6876):94–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11882900"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11882900"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11882900"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12052884	Pubmed	"Blimp-1-dependent repression of Pax-5 is required for differentiation of B cells to immunoglobulin M-secreting plasma cells. Lin KI, Angelin-Duclos C, Kuo TC, Calame K. Mol Cell Biol. 2002 Jul;22(13):4771–80.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12052884"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12052884"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12052884"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12846803	Pubmed	"Extrafollicular antibody responses. MacLennan ICM, Toellner KM, Cunningham AF, Serre K, Sze DMY, Zúñiga E, et al. Immunol Rev. 2003 Aug;194:8–18.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12846803"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12846803"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12846803"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15599405	Pubmed	"Utilizing the adjuvant properties of CD1d-dependent NK T cells in T cell-mediated immunotherapy. Silk JD, Hermans IF, Gileadi U, Chong TW, Shepherd D, Salio M, et al. J Clin Invest. 2004 Dec;114(12):1800–11.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15599405"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15599405"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15599405"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20084069	Pubmed	"Effectors and memories: Bcl-6 and Blimp-1 in T and B lymphocyte differentiation. Crotty S, Johnston RJ, Schoenberger SP. Nat Immunol. 2010 Feb;11(2):114–20.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20084069"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20084069"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20084069"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20228797	Pubmed	"CD169(+) macrophages present lipid antigens to mediate early activation of iNKT cells in lymph nodes. Barral P, Polzella P, Bruckbauer A, van Rooijen N, Besra GS, Cerundolo V, et al. Nat Immunol. 2010 Apr;11(4):303–12.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20228797"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20228797"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20228797"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21636296	Pubmed	"ICOS receptor instructs T follicular helper cell versus effector cell differentiation via induction of the transcriptional repressor Bcl6. Choi YS, Kageyama R, Eto D, Escobar TC, Johnston RJ, Monticelli L, et al. Immunity. 2011 Jun 24;34(6):932–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21636296"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21636296"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21636296"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21844396	Pubmed	"EBI2 guides serial movements of activated B cells and ligand activity is detectable in lymphoid and nonlymphoid tissues. Kelly LM, Pereira JP, Yi T, Xu Y, Cyster JG. J Immunol. 2011 Sep 15;187(6):3026–32.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21844396"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21844396"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21844396"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21948984	Pubmed	"EBI2 operates independently of but in cooperation with CXCR5 and CCR7 to direct B cell migration and organization in follicles and the germinal center. Gatto D, Wood K, Brink R. J Immunol. 2011 Nov 1;187(9):4621–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21948984"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21948984"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21948984"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22318729	Pubmed	"STAT5 protein negatively regulates T follicular helper (Tfh) cell generation and function. Nurieva RI, Podd A, Chen Y, Alekseev AM, Yu M, Qi X, et al. J Biol Chem. 2012 Mar 30;287(14):11234–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22318729"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22318729"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22318729"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22425248	Pubmed	"Transcription factor Foxo1 represses T-bet-mediated effector functions and promotes memory CD8(+) T cell differentiation. Rao RR, Li Q, Gubbels Bupp MR, Shrikant PA. Immunity. 2012 Mar 23;36(3):374–87.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22425248"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22425248"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22425248"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22865046	Pubmed	"New helping friends for B cells. Cerutti A, Puga I, Cols M. Eur J Immunol. 2012 Aug;42(8):1956–68.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22865046"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22865046"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22865046"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22868664	Pubmed	"Activation of B cells by non-canonical helper signals. Cerutti A, Cols M, Puga I. EMBO Rep. 2012 Sep;13(9):798–810.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22868664"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22868664"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22868664"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23770227	Pubmed	"Endocytosis and recycling of immune complexes by follicular dendritic cells enhances B cell antigen binding and activation. Heesters BA, Chatterjee P, Kim YA, Gonzalez SF, Kuligowski MP, Kirchhausen T, et al. Immunity. 2013 Jun 27;38(6):1164–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23770227"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23770227"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23770227"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25317561	Pubmed	"T-B-cell entanglement and ICOSL-driven feed-forward regulation of germinal centre reaction. Liu D, Xu H, Shih C, Wan Z, Ma X, Ma W, et al. Nature. 2015 Jan 8;517(7533):214–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25317561"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25317561"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25317561"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
