Label	Type	ID	Database	
DNA-PKcs	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
Ku80	GeneProduct	FBgn0041627	Ensembl
DNA-PKcs	GeneProduct		
DNA-PKcs	GeneProduct		
XRCC4	GeneProduct		
XLF	GeneProduct		
Ligase V	GeneProduct		
Ligase V	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
Nbs1 ?	GeneProduct		
rad50	GeneProduct	FBgn0034728	Ensembl
mre11	GeneProduct	FBgn0020270	Ensembl
XRCC4	GeneProduct		
NHEJ1	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
DNA-PKcs	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
DNA-PKcs	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
DNA-PKcs	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
DNA-PKcs	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
DNA-PKcs	GeneProduct		
Ku80	GeneProduct	FBgn0041627	Ensembl
Irbp	GeneProduct	FBgn0011774	Ensembl
