ID	Database	Citation
11163210	Pubmed	"Smad7 binds to Smurf2 to form an E3 ubiquitin ligase that targets the TGF beta receptor for degradation. Kavsak P, Rasmussen RK, Causing CG, Bonni S, Zhu H, Thomsen GH, et al. Mol Cell. 2000 Dec;6(6):1365–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11163210"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11163210"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/11163210"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16816146	Pubmed	"Expression of angiogenic growth factors by uterine natural killer cells during early pregnancy. Lash GE, Schiessl B, Kirkley M, Innes BA, Cooper A, Searle RF, et al. J Leukoc Biol. 2006 Sep;80(3):572–80.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16816146"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16816146"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/16816146"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16892062	Pubmed	"Decidual NK cells regulate key developmental processes at the human fetal-maternal interface. Hanna J, Goldman-Wohl D, Hamani Y, Avraham I, Greenfield C, Natanson-Yaron S, et al. Nat Med. 2006 Sep;12(9):1065–74.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16892062"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16892062"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/16892062"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17360654	Pubmed	"TGFbeta promotes conversion of CD16+ peripheral blood NK cells into CD16- NK cells with similarities to decidual NK cells. Keskin DB, Allan DSJ, Rybalov B, Andzelm MM, Stern JNH, Kopcow HD, et al. Proc Natl Acad Sci U S A. 2007 Feb 27;104(9):3378–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17360654"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17360654"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/17360654"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
18768831	Pubmed	"TGF-beta utilizes SMAD3 to inhibit CD16-mediated IFN-gamma production and antibody-dependent cellular cytotoxicity in human NK cells. Trotta R, Dal Col J, Yu J, Ciarlariello D, Thomas B, Zhang X, et al. J Immunol. 2008 Sep 15;181(6):3784–92.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18768831"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/18768831"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/18768831"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20540115	Pubmed	"TGF-β affects development and differentiation of human natural killer cell subsets. Allan DSJ, Rybalov B, Awong G, Zúñiga-Pflücker JC, Kopcow HD, Carlyle JR, et al. Eur J Immunol. 2010 Aug;40(8):2289–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20540115"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20540115"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/20540115"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22992590	Pubmed	"TGFβ signalling in context. Massagué J. Nat Rev Mol Cell Biol. 2012 Oct;13(10):616–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22992590"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22992590"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/22992590"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23487420	Pubmed	"Conversion of peripheral blood NK cells to a decidual NK-like phenotype by a cocktail of defined factors. Cerdeira AS, Rajakumar A, Royle CM, Lo A, Husain Z, Thadhani RI, et al. J Immunol. 2013 Apr 15;190(8):3939–48.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23487420"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23487420"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/23487420"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23973270	Pubmed	"Decidual cell regulation of natural killer cell-recruiting chemokines: implications for the pathogenesis and prediction of preeclampsia. Lockwood CJ, Huang SJ, Chen CP, Huang Y, Xu J, Faramarzi S, et al. Am J Pathol. 2013 Sep;183(3):841–56.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23973270"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23973270"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/23973270"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25023688	Pubmed	"Natural killer cells and regulatory T cells in early pregnancy loss. Sharma S. Int J Dev Biol. 2014;58(2–4):219–29.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25023688"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25023688"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/25023688"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
