Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
(+)-Zaragozic acid	Metabolite	chebi:83934	""					wikidata:Q27089281	chebi:83934	inchikey:KQMNJFMTGHRJHM-ZFSXNWTMSA-N	pubchem.compound:11814656	chemspider:8029278			
dimethylallyl-PP	Metabolite	wikidata:Q417398	""					wikidata:Q417398	chebi:16057	inchikey:CBIDRCWHNCKSTO-UHFFFAOYSA-N	pubchem.compound:647	chemspider:627	hmdb:HMDB0001120	kegg.compound:C17627;kegg.compound:C00235	lipidmaps:LMPR01010001
6-fluoromevalonate 5-diphosphate	Metabolite	wikidata:Q27074009	""					wikidata:Q27074009		inchikey:YGLNCOGHKIHKSA-UHFFFAOYSA-N	pubchem.compound:56947062	chemspider:34980730			
L-659699	Metabolite	pubchem.compound:6440895	"Only found for Rattus norvegicus. L-659699 is a.k.a. (E,E)-11-[3-(hydroxymethyl)-4-oxo-2-oxytanyl]-3,5,7-trimethyl-2,4-undecadienenoic acid"					wikidata:Q27078398	chebi:191049	inchikey:ODCZJZWSXPVLAW-KXCGKLMDSA-N	pubchem.compound:6440895	chemspider:4945132			
rosuvastatin	Metabolite	wikidata:Q415159	""					wikidata:Q415159	chebi:38545	inchikey:BPRHUIZQVSMCRT-VEUZHWNKSA-N	pubchem.compound:446157	chemspider:393589	hmdb:HMDB0015230		
Cinnamic acid	Metabolite	hmdb:HMDB0000567	"Only found for Rattus norvegicus."						chebi:35699	inchikey:WBYWAXJHAXSJNI-SREVYHEPSA-N	pubchem.compound:5372954	chemspider:10286933	hmdb:HMDB0000567	kegg.compound:C10438	
2-fluoromevalonate 5-diphosphate	Metabolite	wikidata:Q27071897	"Only found for Rattus norvegicus."					wikidata:Q27071897		inchikey:WPXHWHACORBSDS-UHFFFAOYSA-N	pubchem.compound:56947015	chemspider:34980717			
Acetyl-CoA	Metabolite	chebi:15351	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
zoledronic acid	Metabolite	wikidata:Q28852343	""					wikidata:Q28852343		inchikey:FUXFIVRTGHOMSO-UHFFFAOYSA-N	pubchem.compound:121586				
BPH-628	Metabolite	wikidata:Q27075447	""					wikidata:Q27075447		inchikey:MPBUFKZCEBTBSK-UHFFFAOYSA-N	pubchem.compound:16122554	chemspider:17279473			
