Label	Type	ID	Database	
ADP	Metabolite	HMDB0001341	HMDB
Orc5l	GeneProduct	26429	Entrez Gene
Rfc1	GeneProduct	19687	Entrez Gene
Pold2	GeneProduct	18972	Entrez Gene
Rfc4	GeneProduct	106344	Entrez Gene
UTP	Metabolite	CHEBI:17625	ChEBI
Rpa1	GeneProduct	68275	Entrez Gene
Pcna	GeneProduct	18538	Entrez Gene
dGTP	Metabolite	HMDB0001440	HMDB
Orc6l	GeneProduct	56452	Entrez Gene
Mcm5	GeneProduct	17218	Entrez Gene
Cdc45l	GeneProduct	12544	Entrez Gene
Cdc7	GeneProduct	12545	Entrez Gene
Gmnn	GeneProduct	57441	Entrez Gene
Ubc	GeneProduct	22190	Entrez Gene
Pold4	GeneProduct	69745	Entrez Gene
Mcm6	GeneProduct	17219	Entrez Gene
Cdt1	GeneProduct	67177	Entrez Gene
Rfc5	GeneProduct	72151	Entrez Gene
RPA4	GeneProduct		
Dbf4	GeneProduct	27214	Entrez Gene
Rpa2	GeneProduct	19891	Entrez Gene
ADP	Metabolite	HMDB0001341	HMDB
Pold1	GeneProduct	18971	Entrez Gene
CTP	Metabolite	HMDB0000998	HMDB
Mcm2	GeneProduct	17216	Entrez Gene
Cdk2	GeneProduct	12566	Entrez Gene
Rpa3	GeneProduct	68240	Entrez Gene
Prim1	GeneProduct	19075	Entrez Gene
Prim2	GeneProduct	19076	Entrez Gene
ATP	Metabolite	HMDB0001532	HMDB
Orc2l	GeneProduct	18393	Entrez Gene
Rfc3	GeneProduct	69263	Entrez Gene
Mcm10	GeneProduct	70024	Entrez Gene
Pold3	GeneProduct	67967	Entrez Gene
Pola2	GeneProduct	18969	Entrez Gene
Orc4l	GeneProduct	26428	Entrez Gene
Mcm7	GeneProduct	17220	Entrez Gene
ATP	Metabolite	HMDB0001532	HMDB
dATP	Metabolite	HMDB0001532	HMDB
Mcm4	GeneProduct	17217	Entrez Gene
Pole2	GeneProduct	18974	Entrez Gene
Uba52	GeneProduct	22186	Entrez Gene
Cdc6	GeneProduct	23834	Entrez Gene
Orc3l	GeneProduct	50793	Entrez Gene
GTP	Metabolite	HMDB0001440	HMDB
Pole	GeneProduct	18973	Entrez Gene
ATP	Metabolite	HMDB0001532	HMDB
Orc1l	GeneProduct	18392	Entrez Gene
dCTP	Metabolite	HMDB0000998	HMDB
ATP	Metabolite	HMDB0001532	HMDB
dUTP	Metabolite	CHEBI:17625	ChEBI
Rfc2	GeneProduct	19718	Entrez Gene
Mcm3	GeneProduct	17215	Entrez Gene
Pola1	GeneProduct	18968	Entrez Gene
