Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ADP	Metabolite	cas:58-64-0	""					wikidata:Q185253	chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N	pubchem.compound:6022	chemspider:5800	hmdb:HMDB0001341	kegg.compound:C00008	
NADPH	Metabolite	cas:53-57-6	""					wikidata:Q26841327	chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
sulfate	Metabolite	chebi:16189	""					wikidata:Q172290	chebi:16189	inchikey:QAOWNCQODCNURD-UHFFFAOYSA-L	pubchem.compound:1117	chemspider:1085	hmdb:HMDB0001448		
ATP	Metabolite	cas:1927-31-7	""					wikidata:Q201090	chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N	pubchem.compound:15993	chemspider:15194	hmdb:HMDB0001532	kegg.compound:C00131	
adenosine 3'5'-bisphosphate	Metabolite	cas:3805-37-6	""					wikidata:Q27074060		inchikey:AEOBEOJCBAYXBA-KQYNXXCUSA-N	pubchem.compound:440141	chemspider:389137			
diphosphate	Metabolite	chebi:29888	""					wikidata:Q411092	chebi:29888	inchikey:XPPKVPWEQAFLFU-UHFFFAOYSA-N	pubchem.compound:1023;pubchem.compound:21961011	chemspider:996	hmdb:HMDB0000250	kegg.compound:C00013	
NADP+	Metabolite	chebi:58349	""					wikidata:Q27125717	chebi:58349	inchikey:XJLXINKUBYWONI-NNYOXOHSSA-K	pubchem.compound:15938972	chemspider:10239198			
sulfite	Metabolite	chebi:17359	""					wikidata:Q413363	chebi:17359	inchikey:LSNNMFCWUKXFEE-UHFFFAOYSA-L	pubchem.compound:1099	chemspider:1068			
3'-phosphoadenylyl-sulfate	Metabolite	chebi:58339	""					wikidata:Q27125711	chebi:58339	inchikey:GACDQMDRPRGCTN-KQYNXXCUSA-J	pubchem.compound:46926099	chemspider:26331128	hmdb:HMDB0304464		
adenosine 5'-phosphosulfate	Metabolite	chebi:58243	""					wikidata:Q27125643	chebi:58243	inchikey:IRLPACMLTUPBCL-KQYNXXCUSA-L	pubchem.compound:49852317	chemspider:26331094			
H⁺	Metabolite	chebi:15378	""					wikidata:Q506710	chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N	pubchem.compound:1038	chemspider:1010	hmdb:HMDB0059597	kegg.compound:C00080	
hydrogen sulfide	Metabolite	chebi:16136	""					wikidata:Q72483265;wikidata:Q39903556;wikidata:Q170591	chebi:17909;chebi:16136	inchikey:RWSOTUBLDIXVET-UHFFFAOYSA-N	pubchem.compound:18779926;pubchem.compound:402	chemspider:391	hmdb:HMDB0003276	kegg.compound:C00283	
H₂O	Metabolite	chebi:15377	""					wikidata:Q283	chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:22247451;pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
MET14	GeneProduct	sgd:S000001484	""	ensembl:YKL001C	ncbigene:853869		uniprot:Q02196								
MET3	GeneProduct	sgd:S000003771	""	ensembl:YJR010W	ncbigene:853466		uniprot:P08536								
MET16	GeneProduct	sgd:S000006371	""	ensembl:YPR167C	ncbigene:856296		uniprot:P18408								
MET10	GeneProduct	sgd:S000001926	""	ensembl:YFR030W	ncbigene:850588		uniprot:P39692								
MET5	GeneProduct	sgd:S000003898	""	ensembl:YJR137C	ncbigene:853602		uniprot:P47169								
